id	text_html	text_readable	gold_label	a	b	marker	raw_text
G1025401201	I bought the <span style="color: #9A14B2; font-weight: bold">USB:[OBJECT_A]</span> <span style="color: #6CB219; font-weight: bold">Ethernet:[OBJECT_B]</span> adapter for the Wii, hoping a faster connection over hard-line would help.	I bought the *USB* §Ethernet$ adapter for the Wii, hoping a faster connection over hard-line would help.	N	USB	Ethernet	TRUE	I bought the USB Ethernet adapter for the Wii, hoping a faster connection over hard-line would help.
M2041287470	- Proficiency in <span style="color: #9A14B2; font-weight: bold">PHP:[OBJECT_A]</span>, .NET, HTML5, <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span>, JQUERY, MYSQL, CSS3 (The more you know the better!) - Team player.	- Proficiency in *PHP*, .NET, HTML5, §Java$, JQUERY, MYSQL, CSS3 (The more you know the better!) - Team player.	N	Java	PHP	TRUE	- Proficiency in PHP, .NET, HTML5, JAVA, JQUERY, MYSQL, CSS3 (The more you know the better!) - Team player.
E683200389	+%%EXAMPLESDIR%%/%%PORTVERSION%%/<span style="color: #9A14B2; font-weight: bold">Ruby:[OBJECT_A]</span>/<span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span>/example.i	+%%EXAMPLESDIR%%/%%PORTVERSION%%/*Ruby*/§Java$/example.i	N	Java	Ruby	FALSE	+%%EXAMPLESDIR%%/%%PORTVERSION%%/ruby/java/example.i
S2983216090	Use of <span style="color: #9A14B2; font-weight: bold">Bluetooth:[OBJECT_A]</span> & <span style="color: #6CB219; font-weight: bold">USB:[OBJECT_B]</span>-connected phone is annoying; I think it should have been better-designed.	Use of *Bluetooth* & §USB$-connected phone is annoying; I think it should have been better-designed.	N	USB	Bluetooth	TRUE	Use of Bluetooth & USB-connected phone is annoying; I think it should have been better-designed.
O2284784669	SpeedItup - Make pc 302% faster for free - Utilities/System Utilities ... SpeedItUp Free will speed up any computer system running <span style="color: #9A14B2; font-weight: bold">Windows XP:[OBJECT_A]</span> or Microsoft <span style="color: #6CB219; font-weight: bold">Windows Vista:[OBJECT_B]</span>.	SpeedItup - Make pc 302% faster for free - Utilities/System Utilities ... SpeedItUp Free will speed up any computer system running *Windows XP* or Microsoft §Windows Vista$.	N	Windows XP	Windows Vista	TRUE	SpeedItup - Make pc 302% faster for free - Utilities/System Utilities ... SpeedItUp Free will speed up any computer system running Windows XP or Microsoft Windows Vista.
L1865039878	Of course, for better AND worse, <span style="color: #9A14B2; font-weight: bold">PHP:[OBJECT_A]</span> is not <span style="color: #6CB219; font-weight: bold">Ruby:[OBJECT_B]</span>, but the principles of both framework looks rather similar.	Of course, for better AND worse, *PHP* is not §Ruby$, but the principles of both framework looks rather similar.	N	Ruby	PHP	TRUE	Of course, for better AND worse, PHP is not Ruby, but the principles of both framework looks rather similar.
T3237912814	You can also host a <span style="color: #9A14B2; font-weight: bold">Bluetooth:[OBJECT_A]</span> network on your laptop (a little harder to set up, but shorter range) or simply use <span style="color: #6CB219; font-weight: bold">USB:[OBJECT_B]</span> pass-through.	You can also host a *Bluetooth* network on your laptop (a little harder to set up, but shorter range) or simply use §USB$ pass-through.	N	USB	Bluetooth	TRUE	You can also host a Bluetooth network on your laptop (a little harder to set up, but shorter range) or simply use USB pass-through.
N2264142975	So perhaps the "Better remote protocol" needs to be split into subcategories based on LAN/WAN and then also which specific categories they assist with (Bitmap acceleration (<span style="color: #9A14B2; font-weight: bold">OpenGL:[OBJECT_A]</span>/<span style="color: #6CB219; font-weight: bold">Direct3D:[OBJECT_B]</span>), Flash Acceleration, Multimedia redirection, Multimedia tossing/compression, Image compression, etc).	So perhaps the "Better remote protocol" needs to be split into subcategories based on LAN/WAN and then also which specific categories they assist with (Bitmap acceleration (*OpenGL*/§Direct3D$), Flash Acceleration, Multimedia redirection, Multimedia tossing/compression, Image compression, etc).	N	OpenGL	Direct3D	TRUE	So perhaps the "Better remote protocol" needs to be split into subcategories based on LAN/WAN and then also which specific categories they assist with (Bitmap acceleration (OpenGL/Direct3D), Flash Acceleration, Multimedia redirection, Multimedia tossing/compression, Image compression, etc).
T3120156253	What You Will Need to Run MEET MANAGER MEET MANAGER for Swimming requires a Pentium, Celeron, or AMD computer of at least 500 MHz (preferably 1 GHz or faster) with at least 500 MB of RAM (preferably 1 GB of RAM or more) and either <span style="color: #9A14B2; font-weight: bold">Windows 98:[OBJECT_A]</span>, Windows NT, Windows 2000, <span style="color: #6CB219; font-weight: bold">Windows XP:[OBJECT_B]</span>, Windows Vista, or Windows 7.	What You Will Need to Run MEET MANAGER MEET MANAGER for Swimming requires a Pentium, Celeron, or AMD computer of at least 500 MHz (preferably 1 GHz or faster) with at least 500 MB of RAM (preferably 1 GB of RAM or more) and either *Windows 98*, Windows NT, Windows 2000, §Windows XP$, Windows Vista, or Windows 7.	N	Windows XP	Windows 98	TRUE	What You Will Need to Run MEET MANAGER MEET MANAGER for Swimming requires a Pentium, Celeron, or AMD computer of at least 500 MHz (preferably 1 GHz or faster) with at least 500 MB of RAM (preferably 1 GB of RAM or more) and either Windows 98, Windows NT, Windows 2000, Windows XP, Windows Vista, or Windows 7.
N2120515907	<span style="color: #9A14B2; font-weight: bold">Ruby:[OBJECT_A]</span>, <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span>, Magic, rs232, whatever.	*Ruby*, §Java$, Magic, rs232, whatever.	N	Java	Ruby	FALSE	Ruby, Java, Magic, rs232, whatever.
G986970277	How, in your view, does <span style="color: #9A14B2; font-weight: bold">Scala:[OBJECT_A]</span> have any better modularity than <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span> or C++ ?	How, in your view, does *Scala* have any better modularity than §Java$ or C++ ?	N	Java	Scala	TRUE	How, in your view, does Scala have any better modularity than Java or C++ ?
J1412024283	It is obvious off-the-shelf <span style="color: #9A14B2; font-weight: bold">MySQL:[OBJECT_A]</span> (and <span style="color: #6CB219; font-weight: bold">PostgreSQL:[OBJECT_B]</span> too) are already very good and continuing to get better.	It is obvious off-the-shelf *MySQL* (and §PostgreSQL$ too) are already very good and continuing to get better.	N	MySQL	PostgreSQL	TRUE	It is obvious off-the-shelf MySQL (and PostgreSQL too) are already very good and continuing to get better.
N2243695144	Solid programming skills in at least one compiled and interpreted language, preferably <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span> and/or <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span>.	Solid programming skills in at least one compiled and interpreted language, preferably *Python* and/or §Java$.	N	Java	Python	TRUE	Solid programming skills in at least one compiled and interpreted language, preferably Python and/or Java.
M1937579605	OS: <span style="color: #9A14B2; font-weight: bold">Windows XP:[OBJECT_A]</span> / <span style="color: #6CB219; font-weight: bold">Windows Vista:[OBJECT_B]</span> / Windows 7 (Latest Service Packs) with DirectX 9.0c or better	OS: *Windows XP* / §Windows Vista$ / Windows 7 (Latest Service Packs) with DirectX 9.0c or better	N	Windows XP	Windows Vista	TRUE	OS: Windows XP / Windows Vista / Windows 7 (Latest Service Packs) with DirectX 9.0c or better
T3186601197	Wiser acts as an SMTP server on your system and makes the messages it receives directly available to your <span style="color: #9A14B2; font-weight: bold">Groovy:[OBJECT_A]</span> (or <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span>) program.	Wiser acts as an SMTP server on your system and makes the messages it receives directly available to your *Groovy* (or §Java$) program.	N	Java	Groovy	TRUE	Wiser acts as an SMTP server on your system and makes the messages it receives directly available to your Groovy (or Java) program.
L1866194416	Of course, <span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span> and <span style="color: #6CB219; font-weight: bold">Smalltalk:[OBJECT_B]</span> are different :).	Of course, *Java* and §Smalltalk$ are different :).	N	Java	Smalltalk	FALSE	Of course, Java and Smalltalk are different :).
S3090626058	We've been using HTML5 technologies extended by a PhoneGap/Cordova container, but are starting to look at more "native" app development - using <span style="color: #9A14B2; font-weight: bold">Objective-C:[OBJECT_A]</span> for iOS and <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span> for Android - for better performance, easier system integration, and better compatibility with older versions of Android out in the wild.	We've been using HTML5 technologies extended by a PhoneGap/Cordova container, but are starting to look at more "native" app development - using *Objective-C* for iOS and §Java$ for Android - for better performance, easier system integration, and better compatibility with older versions of Android out in the wild.	N	Java	Objective-C	TRUE	We've been using HTML5 technologies extended by a PhoneGap/Cordova container, but are starting to look at more "native" app development - using Objective-C for iOS and Java for Android - for better performance, easier system integration, and better compatibility with older versions of Android out in the wild.
I1352826147	:) Is <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span> "better" than <span style="color: #6CB219; font-weight: bold">Perl:[OBJECT_B]</span>?	:) Is *Python* "better" than §Perl$?	N	Python	Perl	TRUE	:) Is Python "better" than Perl?
B271039073	and <span style="color: #9A14B2; font-weight: bold">Oracle:[OBJECT_A]</span> <span style="color: #6CB219; font-weight: bold">MySQL:[OBJECT_B]</span> 5.1.69	and *Oracle* §MySQL$ 5.1.69	N	Oracle	MySQL	FALSE	and Oracle MySQL 5.1.69
E618802557	Due to solid and stable growth, aligned with an exciting new corporate merger, we are seeking a highly skilled <span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span>/<span style="color: #6CB219; font-weight: bold">Groovy:[OBJECT_B]</span>/Grails developer for a contract opportunity of at least 6 months.	Due to solid and stable growth, aligned with an exciting new corporate merger, we are seeking a highly skilled *Java*/§Groovy$/Grails developer for a contract opportunity of at least 6 months.	N	Java	Groovy	TRUE	Due to solid and stable growth, aligned with an exciting new corporate merger, we are seeking a highly skilled Java/Groovy/Grails developer for a contract opportunity of at least 6 months.
R2922233975	To make connections easier, the Blu-Ray Disc player has HDMI 1.3 and <span style="color: #9A14B2; font-weight: bold">USB:[OBJECT_A]</span> and <span style="color: #6CB219; font-weight: bold">Ethernet:[OBJECT_B]</span> ports.	To make connections easier, the Blu-Ray Disc player has HDMI 1.3 and *USB* and §Ethernet$ ports.	N	USB	Ethernet	TRUE	To make connections easier, the Blu-Ray Disc player has HDMI 1.3 and USB and ethernet ports.
K1715211574	migration tool and an editor of your choice Experience with traditional RDBMS such as MySQL, <span style="color: #9A14B2; font-weight: bold">PostgreSQL:[OBJECT_A]</span>, <span style="color: #6CB219; font-weight: bold">Oracle:[OBJECT_B]</span>, MS SQL Server, etc. Working in a team-based environment building CRM products that aid internal end-users perform their job Writing "honest" and effective unit tests with appropriate use of mocking and tracking of code coverage Solid written and verbal communication skills, and not letting ego get in the way of discussing solutions and helping others Where possible, never working in the absence of version control.	migration tool and an editor of your choice Experience with traditional RDBMS such as MySQL, *PostgreSQL*, §Oracle$, MS SQL Server, etc. Working in a team-based environment building CRM products that aid internal end-users perform their job Writing "honest" and effective unit tests with appropriate use of mocking and tracking of code coverage Solid written and verbal communication skills, and not letting ego get in the way of discussing solutions and helping others Where possible, never working in the absence of version control.	N	Oracle	PostgreSQL	TRUE	migration tool and an editor of your choice Experience with traditional RDBMS such as MySQL, PostgreSQL, Oracle, MS SQL Server, etc. Working in a team-based environment building CRM products that aid internal end-users perform their job Writing "honest" and effective unit tests with appropriate use of mocking and tracking of code coverage Solid written and verbal communication skills, and not letting ego get in the way of discussing solutions and helping others Where possible, never working in the absence of version control.
