,_golden,_last_judgment_at,_trusted_judgments,_unit_id,_unit_state,a,also_acceptable,b,expected_label,gold_label,id,label,label:confidence,label_gold,marker,raw_text,text_html,text_readable,type
149,False,1/12/2018 16:44:33,3,1543286659,finalized,metal,,aluminum,,N,H1076325882,NONE,0.6545,,True,if i ever got serious with pedals i would go for a nicer metal/aluminum case.,"if i ever got serious with pedals i would go for a nicer <span style=""color: #9A14B2; font-weight: bold"">metal:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">aluminum:[OBJECT_B]</span> case.",if i ever got serious with pedals i would go for a nicer *metal*/§aluminum$ case.,jbt
56,False,1/5/2018 17:24:01,3,1532714435,finalized,Nvidia,,MSI,N,,B232327729,NONE,1.0,,True,"__________________ AMD AM3 720 X3 BE, 3 GHz (200x15) Thermaltake Blue Orb II CPU cooler MSI DKA790GX Socket AM2+ Mobo 4 GB (2x2GB) OCZ DDR 1066 CL5 eVGA Nvidia 8800 GTS 320mb SuperClocked 2 x Viewsonic VX922 19"" monitors (twinview) 2 x 30GB OCZ vertex turbo SSD in RAID 0, 1 x 500 GB Seagate 7200.11","__________________ AMD AM3 720 X3 BE, 3 GHz (200x15) Thermaltake Blue Orb II CPU cooler <span style=""color: #9A14B2; font-weight: bold"">MSI:[OBJECT_A]</span> DKA790GX Socket AM2+ Mobo 4 GB (2x2GB) OCZ DDR 1066 CL5 eVGA <span style=""color: #6CB219; font-weight: bold"">Nvidia:[OBJECT_B]</span> 8800 GTS 320mb SuperClocked 2 x Viewsonic VX922 19"" monitors (twinview) 2 x 30GB OCZ vertex turbo SSD in RAID 0, 1 x 500 GB Seagate 7200.11","__________________ AMD AM3 720 X3 BE, 3 GHz (200x15) Thermaltake Blue Orb II CPU cooler *MSI* DKA790GX Socket AM2+ Mobo 4 GB (2x2GB) OCZ DDR 1066 CL5 eVGA §Nvidia$ 8800 GTS 320mb SuperClocked 2 x Viewsonic VX922 19"" monitors (twinview) 2 x 30GB OCZ vertex turbo SSD in RAID 0, 1 x 500 GB Seagate 7200.11",brands
310,False,1/5/2018 17:16:21,3,1532714692,finalized,Nissan,,Renault,,,A70231596,NONE,1.0,,True,"[ 36 ] Exceptions are South Africa, Argentina, Russia, Ukraine, [ nb 5 ] Colombia, Ecuador, Israel, Egypt, Brazil, Chile, Perú and Venezuela where it is marketed as the Renault Logan , and furthermore Mexico, where the Logan was sold as the Nissan Aprio , given the better reputation of the Japanese brand in the Mexican market.","[ 36 ] Exceptions are South Africa, Argentina, Russia, Ukraine, [ nb 5 ] Colombia, Ecuador, Israel, Egypt, Brazil, Chile, Perú and Venezuela where it is marketed as the <span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span> Logan , and furthermore Mexico, where the Logan was sold as the <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> Aprio , given the better reputation of the Japanese brand in the Mexican market.","[ 36 ] Exceptions are South Africa, Argentina, Russia, Ukraine, [ nb 5 ] Colombia, Ecuador, Israel, Egypt, Brazil, Chile, Perú and Venezuela where it is marketed as the *Renault* Logan , and furthermore Mexico, where the Logan was sold as the §Nissan$ Aprio , given the better reputation of the Japanese brand in the Mexican market.",brands
190,False,1/5/2018 17:18:46,3,1532714570,finalized,Sigma,,Nikon,,,K1591759928,BETTER,1.0,,True,"Knowing the lens measurements at Dxomark I think, the Sigma is for sure better than the Nikon 4/24-120.","Knowing the lens measurements at Dxomark I think, the <span style=""color: #9A14B2; font-weight: bold"">Sigma:[OBJECT_A]</span> is for sure better than the <span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span> 4/24-120.","Knowing the lens measurements at Dxomark I think, the *Sigma* is for sure better than the §Nikon$ 4/24-120.",brands
493,False,1/12/2018 18:16:12,3,1543287007,finalized,concrete,,cement,,,H1165220604,NONE,1.0,,True,(ii).The setting time was slower compared to conventional ordinary Portland cement concrete.,"(ii).The setting time was slower compared to conventional ordinary Portland <span style=""color: #9A14B2; font-weight: bold"">cement:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">concrete:[OBJECT_B]</span>.",(ii).The setting time was slower compared to conventional ordinary Portland *cement* §concrete$.,jbt
179,False,1/5/2018 17:16:08,3,1532714559,finalized,Audi,,Lexus,,,L1863638303,WORSE,0.6386,,True,"Odd, methinks, how I can't ever seem to elicit a comment about a Lexus, Infiniti or Acura that praises their performance, style, switchgear -- oh oh oh, I take it back, once, someone told me how good the sound system in his Acura is (and speaking as a previous Acura TL SH-AWD Advance owner, I agree -- Acura has the best sound systems for mere mortals -- the only one that is better is the hyper expensive B&O option Audi offers for $6,000+).","Odd, methinks, how I can't ever seem to elicit a comment about a <span style=""color: #9A14B2; font-weight: bold"">Lexus:[OBJECT_A]</span>, Infiniti or Acura that praises their performance, style, switchgear -- oh oh oh, I take it back, once, someone told me how good the sound system in his Acura is (and speaking as a previous Acura TL SH-AWD Advance owner, I agree -- Acura has the best sound systems for mere mortals -- the only one that is better is the hyper expensive B&O option <span style=""color: #6CB219; font-weight: bold"">Audi:[OBJECT_B]</span> offers for $6,000+).","Odd, methinks, how I can't ever seem to elicit a comment about a *Lexus*, Infiniti or Acura that praises their performance, style, switchgear -- oh oh oh, I take it back, once, someone told me how good the sound system in his Acura is (and speaking as a previous Acura TL SH-AWD Advance owner, I agree -- Acura has the best sound systems for mere mortals -- the only one that is better is the hyper expensive B&O option §Audi$ offers for $6,000+).",brands
79,False,1/5/2018 18:08:10,3,1532714458,finalized,Nvidia,,MSI,N,,C370658165,NONE,1.0,,True,"A solid, if not outstanding all-purpose machine, the MSI MegaBook EX600 sports an Intel Core 2 Duo processor, an Nvidia GeForce graphics card and some nifty multimedia additions including a 1.3-megapixel webcam and a multi-card reader.","A solid, if not outstanding all-purpose machine, the <span style=""color: #9A14B2; font-weight: bold"">MSI:[OBJECT_A]</span> MegaBook EX600 sports an Intel Core 2 Duo processor, an <span style=""color: #6CB219; font-weight: bold"">Nvidia:[OBJECT_B]</span> GeForce graphics card and some nifty multimedia additions including a 1.3-megapixel webcam and a multi-card reader.","A solid, if not outstanding all-purpose machine, the *MSI* MegaBook EX600 sports an Intel Core 2 Duo processor, an §Nvidia$ GeForce graphics card and some nifty multimedia additions including a 1.3-megapixel webcam and a multi-card reader.",brands
96,False,1/5/2018 17:13:46,3,1532714475,finalized,Honda,,Nissan,N,,F889756923,NONE,1.0,,False,"HELLO KIA...GOODBYE Honda, TOYOTA & Nissan","HELLO KIA...GOODBYE <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span>, TOYOTA & <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>","HELLO KIA...GOODBYE *Honda*, TOYOTA & §Nissan$",brands
44,False,1/5/2018 14:50:10,3,1530057570,finalized,Samsung,,Toshiba,N,,R2932140769,NONE,0.6895,,True,"Toshiba and Samsung are expected to use the technology to make 10-nm flash memory chips, while Intel will make faster microprocessors that use less power.","<span style=""color: #9A14B2; font-weight: bold"">Toshiba:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> are expected to use the technology to make 10-nm flash memory chips, while Intel will make faster microprocessors that use less power.","*Toshiba* and §Samsung$ are expected to use the technology to make 10-nm flash memory chips, while Intel will make faster microprocessors that use less power.",brands
90,False,1/5/2018 14:25:45,3,1530057616,finalized,Microsoft,,Intel,N,,I1295499877,NONE,0.6471,,True,"Intel reported better-than-expected earnings and sales after the close, while Microsoft reports Thursday afternoon.","<span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> reported better-than-expected earnings and sales after the close, while <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> reports Thursday afternoon.","*Intel* reported better-than-expected earnings and sales after the close, while §Microsoft$ reports Thursday afternoon.",brands
336,False,1/5/2018 17:18:06,3,1532714718,finalized,Apple,,Sony,,,R2786509059,OTHER,0.63,,True,"They just seem to feel better about associating with PC, Apple, and Sony.","They just seem to feel better about associating with PC, <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span>, and <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span>.","They just seem to feel better about associating with PC, *Apple*, and §Sony$.",brands
470,False,1/11/2018 19:28:54,3,1534177306,finalized,Oracle,,MySQL,,,F739381770,NONE,1.0,,False,Force Oracle to Sell MySQL,"Force <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> to Sell <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>",Force *Oracle* to Sell §MySQL$,compsci
137,False,1/11/2018 17:45:52,3,1534176968,finalized,USB,,Bluetooth,N,,J1491502075,NONE,1.0,,True,It would be better to have an Micro B USB plug on the Bluetooth speaker to charge (connect).,"It would be better to have an Micro B <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> plug on the <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> speaker to charge (connect).",It would be better to have an Micro B *USB* plug on the §Bluetooth$ speaker to charge (connect).,compsci
49,False,1/12/2018 13:37:09,3,1543286557,finalized,iphone,,ipod,,N,S3109169196,NONE,1.0,,True,What ipod/iphone models would work better?,"What <span style=""color: #9A14B2; font-weight: bold"">ipod:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> models would work better?",What *ipod*/§iphone$ models would work better?,jbt
307,False,1/5/2018 17:26:01,3,1532714689,finalized,Nikon,,Leica,,,I1361562997,WORSE,1.0,,True,I switched from Nikon at the time and feel the camera build quality of the Leica was better.,"I switched from <span style=""color: #9A14B2; font-weight: bold"">Nikon:[OBJECT_A]</span> at the time and feel the camera build quality of the <span style=""color: #6CB219; font-weight: bold"">Leica:[OBJECT_B]</span> was better.",I switched from *Nikon* at the time and feel the camera build quality of the §Leica$ was better.,brands
7,False,1/5/2018 17:15:52,3,1532714385,finalized,Ibuprofen,,Advil,N,,I1291955239,OTHER,0.6667,,True,"Instead of tylenol, it may be better to take ASAs (Aspirin) or Ibuprofen (Advil), about a half-hour to hour before the appointment since these actually are anti-infammatories (reduce swelling, also i the hair follicle releasing the... READ COMMENT","Instead of tylenol, it may be better to take ASAs (Aspirin) or <span style=""color: #9A14B2; font-weight: bold"">Ibuprofen:[OBJECT_A]</span> (<span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>), about a half-hour to hour before the appointment since these actually are anti-infammatories (reduce swelling, also i the hair follicle releasing the... READ COMMENT","Instead of tylenol, it may be better to take ASAs (Aspirin) or *Ibuprofen* (§Advil$), about a half-hour to hour before the appointment since these actually are anti-infammatories (reduce swelling, also i the hair follicle releasing the... READ COMMENT",brands
149,False,1/11/2018 19:25:24,3,1534176980,finalized,Windows XP,,Windows 8,N,,M1937579131,NONE,1.0,,True,"OS: Windows XP Sp3, Windows Vista Sp2, Windows 7, Windows 8 Processor: Intel Core 2 duo 2.4Ghz or higher Memory: 2 GB RAM Graphics: Shader 3.0 or better, NVIDIA 9800 GT 512MB RAM or better, ATI 4850HD 512MB RAM or better DirectX®: DirectX 9.0c Hard Drive: 2 GB Space Free Sound: 100% DirectX 9 Compatible Other Requirements: Broadband Internet Connection","OS: <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> Sp3, Windows Vista Sp2, Windows 7, <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span> Processor: Intel Core 2 duo 2.4Ghz or higher Memory: 2 GB RAM Graphics: Shader 3.0 or better, NVIDIA 9800 GT 512MB RAM or better, ATI 4850HD 512MB RAM or better DirectX®: DirectX 9.0c Hard Drive: 2 GB Space Free Sound: 100% DirectX 9 Compatible Other Requirements: Broadband Internet Connection","OS: *Windows XP* Sp3, Windows Vista Sp2, Windows 7, §Windows 8$ Processor: Intel Core 2 duo 2.4Ghz or higher Memory: 2 GB RAM Graphics: Shader 3.0 or better, NVIDIA 9800 GT 512MB RAM or better, ATI 4850HD 512MB RAM or better DirectX®: DirectX 9.0c Hard Drive: 2 GB Space Free Sound: 100% DirectX 9 Compatible Other Requirements: Broadband Internet Connection",compsci
14,False,1/5/2018 14:25:33,3,1530057540,finalized,IBM,,Dell,O,,H1216379431,OTHER,0.6522,,True,"I'm sorry, Sony's going to have to do better or I'm going to look elsewhere - maybe IBM or Dell.","I'm sorry, Sony's going to have to do better or I'm going to look elsewhere - maybe <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span>.","I'm sorry, Sony's going to have to do better or I'm going to look elsewhere - maybe *IBM* or §Dell$.",brands
351,False,1/5/2018 17:13:35,3,1532714733,finalized,Advil,,Motrin,,,E598900728,NONE,1.0,,False,"Do not use aspirin, ibuprofen (Motrin®, Advil®) or naproxen (Aleve®).","Do not use aspirin, ibuprofen (<span style=""color: #9A14B2; font-weight: bold"">Motrin:[OBJECT_A]</span>®, <span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>®) or naproxen (Aleve®).","Do not use aspirin, ibuprofen (*Motrin*®, §Advil$®) or naproxen (Aleve®).",brands
61,False,1/5/2018 14:21:35,3,1530057587,finalized,Avaya,,Huawei,N,,P2442497601,NONE,1.0,,False,"The companies profiled in this report include AudioCodes Ltd., Avaya Inc., Cisco Systems Inc., GENBAND, Alcatel-Lucent SA, Grandstream Networks, Inc., ADTRAN, Inc., Siemens AG, Huawei Technologies Co. Ltd., and ZTE Corporation.","The companies profiled in this report include AudioCodes Ltd., <span style=""color: #9A14B2; font-weight: bold"">Avaya:[OBJECT_A]</span> Inc., Cisco Systems Inc., GENBAND, Alcatel-Lucent SA, Grandstream Networks, Inc., ADTRAN, Inc., Siemens AG, <span style=""color: #6CB219; font-weight: bold"">Huawei:[OBJECT_B]</span> Technologies Co. Ltd., and ZTE Corporation.","The companies profiled in this report include AudioCodes Ltd., *Avaya* Inc., Cisco Systems Inc., GENBAND, Alcatel-Lucent SA, Grandstream Networks, Inc., ADTRAN, Inc., Siemens AG, §Huawei$ Technologies Co. Ltd., and ZTE Corporation.",brands
262,False,1/11/2018 19:27:36,3,1534177094,finalized,Python,,PHP,,,M1996478330,BETTER,1.0,,True,"PHP is optimized for web programming, so it might be faster than Python.","<span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> is optimized for web programming, so it might be faster than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>.","*PHP* is optimized for web programming, so it might be faster than §Python$.",compsci
