,_golden,_last_judgment_at,_trusted_judgments,_unit_id,_unit_state,a,also_acceptable,b,expected_label,gold_label,id,label,label:confidence,label_gold,label_gold_reason,marker,orig__golden,raw_text,text_html,text_readable,type,better_count,worse_count,none_count,judgements,label_winner_count,most_frequent_class,most_frequent_count,ratio
780,False,2/16/2018 08:36:49,3,1576061662,finalized,Windows XP,,Windows Vista,,,R2927126996,NONE,1.0,,,True,,Too many software installed is one of the many reasons that cause Windows Vista or Windows XP running slower over the time.,"Too many software installed is one of the many reasons that cause <span style=""color: #9A14B2; font-weight: bold"">Windows Vista:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> running slower over the time.",Too many software installed is one of the many reasons that cause *Windows Vista* or §Windows XP$ running slower over the time.,compsci,0,0,3,3,0,NONE,3.0,1.0
609,False,2/3/2018 13:15:02,3,1572198539,finalized,Intel,,Dell,,,E564025158,NONE,1.0,,,True,,"Dell offers three different variants of the Inspiron 15-5547, with a faster Intel Core i7-4510U CPU and an optional touchscreen being available.","<span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> offers three different variants of the Inspiron 15-5547, with a faster <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> Core i7-4510U CPU and an optional touchscreen being available.","*Dell* offers three different variants of the Inspiron 15-5547, with a faster §Intel$ Core i7-4510U CPU and an optional touchscreen being available.",brands,0,0,5,5,0,NONE,5.0,1.0
1352,False,2/15/2018 11:27:05,3,1576123308,finalized,plastic,,cement,,,F807675842,NONE,1.0,,,True,,"Get the ""Liquid plastic Model cement in Pin Point Applicator"" glue...MUCH MUCH better.","Get the ""Liquid <span style=""color: #9A14B2; font-weight: bold"">plastic:[OBJECT_A]</span> Model <span style=""color: #6CB219; font-weight: bold"">cement:[OBJECT_B]</span> in Pin Point Applicator"" glue...MUCH MUCH better.","Get the ""Liquid *plastic* Model §cement$ in Pin Point Applicator"" glue...MUCH MUCH better.",jbt,0,0,3,3,0,NONE,3.0,1.0
925,False,2/18/2018 14:04:17,3,1572198857,finalized,Ford,,Toyota,,,H1126197463,NONE,1.0,,,True,,"If you want decent mileage, buy a Ford Focus, Honda Insight or Toyota Prius.","If you want decent mileage, buy a <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Focus, Honda Insight or <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> Prius.","If you want decent mileage, buy a *Ford* Focus, Honda Insight or §Toyota$ Prius.",brands,0,0,5,5,0,NONE,5.0,1.0
1557,False,2/17/2018 15:56:54,3,1576062443,finalized,Java,,PHP,,,J1442917993,NONE,0.6679,,,True,,It's better organized than PHP (with its absurdly large global namespace) and less ceremonious than Java (no IStrategyBuilderFactories here).,"It's better organized than <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> (with its absurdly large global namespace) and less ceremonious than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> (no IStrategyBuilderFactories here).",It's better organized than *PHP* (with its absurdly large global namespace) and less ceremonious than §Java$ (no IStrategyBuilderFactories here).,compsci,1,0,2,3,0,NONE,2.0,0.6666666666666666
412,False,1/28/2018 08:32:53,3,1532714794,finalized,Samsung,,AMD,,,B232382335,NONE,0.6923,,,True,,AMD Phenom II X4 955 (Black Edition) Processor Corsair Vengeance 8GB (2x4GB) DDR3 1600Mhz RAM Asus M4A87TD-EVO AM3 DDR3 Motherboard Sapphire Vapor-X ATI RadeonHD 4890 1024MB Graphics Card Samsung Spinpoint F1 32mb Cache 1TB HDD OCZ StealthXStream 750W PSU Coolermaster Storm Scout Case With 2 Side fans: - Xilence 120mm Silent Fan - Akasa 120mm Silent Fan with blue LED's Arctic Cooling Freezer 13 CPU Cooler,"<span style=""color: #9A14B2; font-weight: bold"">AMD:[OBJECT_A]</span> Phenom II X4 955 (Black Edition) Processor Corsair Vengeance 8GB (2x4GB) DDR3 1600Mhz RAM Asus M4A87TD-EVO AM3 DDR3 Motherboard Sapphire Vapor-X ATI RadeonHD 4890 1024MB Graphics Card <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> Spinpoint F1 32mb Cache 1TB HDD OCZ StealthXStream 750W PSU Coolermaster Storm Scout Case With 2 Side fans: - Xilence 120mm Silent Fan - Akasa 120mm Silent Fan with blue LED's Arctic Cooling Freezer 13 CPU Cooler",*AMD* Phenom II X4 955 (Black Edition) Processor Corsair Vengeance 8GB (2x4GB) DDR3 1600Mhz RAM Asus M4A87TD-EVO AM3 DDR3 Motherboard Sapphire Vapor-X ATI RadeonHD 4890 1024MB Graphics Card §Samsung$ Spinpoint F1 32mb Cache 1TB HDD OCZ StealthXStream 750W PSU Coolermaster Storm Scout Case With 2 Side fans: - Xilence 120mm Silent Fan - Akasa 120mm Silent Fan with blue LED's Arctic Cooling Freezer 13 CPU Cooler,brands,0,0,5,5,0,NONE,5.0,1.0
395,False,2/5/2018 18:15:18,3,1576061273,finalized,USB,,Bluetooth,,,F745981169,NONE,0.6552,,,True,,For example there is a decent Bluetooth speaker by the bed with a USB charging port.,"For example there is a decent <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> speaker by the bed with a <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> charging port.",For example there is a decent *Bluetooth* speaker by the bed with a §USB$ charging port.,compsci,1,0,2,3,0,NONE,2.0,0.6666666666666666
544,False,1/28/2018 09:47:31,3,1532714930,finalized,Audi,,Lexus,,,H1113768763,BETTER,1.0,,,True,,"If you go with the Audi S6, you'll have a much easier time finding a large enough space to park than you will with the Lexus LS 460.","If you go with the <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span> S6, you'll have a much easier time finding a large enough space to park than you will with the <span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span> LS 460.","If you go with the *Audi* S6, you'll have a much easier time finding a large enough space to park than you will with the §Lexus$ LS 460.",brands,5,0,0,5,0,BETTER,5.0,1.0
1513,False,2/18/2018 15:37:23,3,1572199467,finalized,Apple,,Sony,,,N2262504038,NONE,0.6809999999999999,,,True,,"Sony could start an important and interesting project with jolla os, such as windows with win phone xbox and pc, or better, like Apple or best of both.","<span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> could start an important and interesting project with jolla os, such as windows with win phone xbox and pc, or better, like <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> or best of both.","*Sony* could start an important and interesting project with jolla os, such as windows with win phone xbox and pc, or better, like §Apple$ or best of both.",brands,1,1,3,5,0,NONE,3.0,0.6
785,False,2/12/2018 18:51:36,3,1576122281,finalized,golf,,tennis,,,F751639054,WORSE,0.6659,,,True,,"For me, being a lefty who is right-eye dominant means I'm lousy at tennis but great at golf.","For me, being a lefty who is right-eye dominant means I'm lousy at <span style=""color: #9A14B2; font-weight: bold"">tennis:[OBJECT_A]</span> but great at <span style=""color: #6CB219; font-weight: bold"">golf:[OBJECT_B]</span>.","For me, being a lefty who is right-eye dominant means I'm lousy at *tennis* but great at §golf$.",jbt,0,2,1,3,0,WORSE,2.0,0.6666666666666666
268,False,1/5/2018 17:13:49,3,1532714649,finalized,Honda,,Nissan,,,L1910279283,NONE,1.0,,,False,,Only Honda and Nissan offer them.,"Only <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> offer them.",Only *Honda* and §Nissan$ offer them.,brands,0,0,5,5,0,NONE,5.0,1.0
1371,False,2/15/2018 11:31:09,3,1576123327,finalized,virginia,,michigan,,,S3086569932,NONE,1.0,,,True,,"West virginia and michigan have never met on the basketball court, so what better place to start than...Brooklyn?","West <span style=""color: #9A14B2; font-weight: bold"">virginia:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">michigan:[OBJECT_B]</span> have never met on the basketball court, so what better place to start than...Brooklyn?","West *virginia* and §michigan$ have never met on the basketball court, so what better place to start than...Brooklyn?",jbt,0,0,3,3,0,NONE,3.0,1.0
1228,False,2/16/2018 10:06:54,3,1576062112,finalized,Java,,PHP,,,O2277336081,NONE,0.67,,,True,,So when the Java team wanted to hire it was always a problem (the PHP and .NET team had it easier at least in my opinion).,"So when the <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> team wanted to hire it was always a problem (the <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> and .NET team had it easier at least in my opinion).",So when the *Java* team wanted to hire it was always a problem (the §PHP$ and .NET team had it easier at least in my opinion).,compsci,0,1,2,3,0,NONE,2.0,0.6666666666666666
1662,False,2/17/2018 15:31:09,3,1576062548,finalized,iOS,,Apple TV,,,R2936176963,NONE,0.6562,,,True,,"Touch, almost no change iPhone same(bad) form factor after 1.5 years MacBooks, no changes apart from actualizing components iOS boring changes OSX Lion, overall bad changes and direction looks bad as well Nano, classic etc.? Crickets Apple TV nada Mini, worse than before (no DVD player in a media pc?) iPad2, flatter (actually important but not really nice)","Touch, almost no change iPhone same(bad) form factor after 1.5 years MacBooks, no changes apart from actualizing components <span style=""color: #9A14B2; font-weight: bold"">iOS:[OBJECT_A]</span> boring changes OSX Lion, overall bad changes and direction looks bad as well Nano, classic etc.? Crickets <span style=""color: #6CB219; font-weight: bold"">Apple TV:[OBJECT_B]</span> nada Mini, worse than before (no DVD player in a media pc?) iPad2, flatter (actually important but not really nice)","Touch, almost no change iPhone same(bad) form factor after 1.5 years MacBooks, no changes apart from actualizing components *iOS* boring changes OSX Lion, overall bad changes and direction looks bad as well Nano, classic etc.? Crickets §Apple TV$ nada Mini, worse than before (no DVD player in a media pc?) iPad2, flatter (actually important but not really nice)",compsci,1,0,2,3,0,NONE,2.0,0.6666666666666666
404,False,2/5/2018 16:40:51,3,1576121895,finalized,california,,oregon,,,G1033818363,WORSE,0.6568,,,True,,"I changed employers once after that in order to get out of california...AFTER getting a solid (and better) offer in oregon, where I stayed until I retired.","I changed employers once after that in order to get out of <span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span>...AFTER getting a solid (and better) offer in <span style=""color: #6CB219; font-weight: bold"">oregon:[OBJECT_B]</span>, where I stayed until I retired.","I changed employers once after that in order to get out of *california*...AFTER getting a solid (and better) offer in §oregon$, where I stayed until I retired.",jbt,0,2,1,3,0,WORSE,2.0,0.6666666666666666
1381,False,2/18/2018 15:29:00,4,1572199329,finalized,Ferrari,,BMW,,,N2207103781,NONE,1.0,,,False,,"Similar Products Used: Rolls, Jag, Bentley, Lambo, Ferrari,BMW, Mecedes.","Similar Products Used: Rolls, Jag, Bentley, Lambo, <span style=""color: #9A14B2; font-weight: bold"">Ferrari:[OBJECT_A]</span>,<span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>, Mecedes.","Similar Products Used: Rolls, Jag, Bentley, Lambo, *Ferrari*,§BMW$, Mecedes.",brands,0,0,6,6,0,NONE,6.0,1.0
1606,False,2/17/2018 15:30:25,3,1576062492,finalized,MySQL,,PostgreSQL,,,E655177473,BETTER,0.6648,,,True,,EnterpriseDB claims PostgreSQL is superior in procedural language support to MySQL.,"EnterpriseDB claims <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> is superior in procedural language support to <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>.",EnterpriseDB claims *PostgreSQL* is superior in procedural language support to §MySQL$.,compsci,2,0,1,3,0,BETTER,2.0,0.6666666666666666
418,False,1/12/2018 18:12:54,3,1543286932,finalized,beer,,champagne,,,E589512893,NONE,1.0,,,True,,DJ Ben Davis laid down some solid tracks as attendees sipped beer and clutched glasses of champagne in anticipation of the countdown that ushered in 2013.,"DJ Ben Davis laid down some solid tracks as attendees sipped <span style=""color: #9A14B2; font-weight: bold"">beer:[OBJECT_A]</span> and clutched glasses of <span style=""color: #6CB219; font-weight: bold"">champagne:[OBJECT_B]</span> in anticipation of the countdown that ushered in 2013.",DJ Ben Davis laid down some solid tracks as attendees sipped *beer* and clutched glasses of §champagne$ in anticipation of the countdown that ushered in 2013.,jbt,0,0,3,3,0,NONE,3.0,1.0
719,False,1/27/2018 18:03:32,3,1543287240,finalized,virginia,,michigan,,,S3005172629,WORSE,0.3364,,,True,,"virginia Tech put together a solid drive, but michigan forced a 37-yard field goal.","<span style=""color: #9A14B2; font-weight: bold"">virginia:[OBJECT_A]</span> Tech put together a solid drive, but <span style=""color: #6CB219; font-weight: bold"">michigan:[OBJECT_B]</span> forced a 37-yard field goal.","*virginia* Tech put together a solid drive, but §michigan$ forced a 37-yard field goal.",jbt,1,1,1,3,0,BETTER,1.0,0.3333333333333333
343,False,1/12/2018 17:45:53,3,1543286854,finalized,california,,pennsylvania,,,D440746731,NONE,1.0,,,True,,"california brought an action in Los Angeles County Superior Court against Eastern Manufacturing, Inc., a pennsylvania Corporation, for advertising, offering for sale and selling uncertified catalytic converters to","<span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span> brought an action in Los Angeles County Superior Court against Eastern Manufacturing, Inc., a <span style=""color: #6CB219; font-weight: bold"">pennsylvania:[OBJECT_B]</span> Corporation, for advertising, offering for sale and selling uncertified catalytic converters to","*california* brought an action in Los Angeles County Superior Court against Eastern Manufacturing, Inc., a §pennsylvania$ Corporation, for advertising, offering for sale and selling uncertified catalytic converters to",jbt,0,0,3,3,0,NONE,3.0,1.0
187,False,2/5/2018 15:51:40,3,1576061063,finalized,Windows XP,,Windows Vista,,,R2822853821,NONE,0.6615,,,True,,This excellent PC optimizer helps your computer run faster by accelerating some key components of Windows Vista and Windows XP.,"This excellent PC optimizer helps your computer run faster by accelerating some key components of <span style=""color: #9A14B2; font-weight: bold"">Windows Vista:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>.",This excellent PC optimizer helps your computer run faster by accelerating some key components of *Windows Vista* and §Windows XP$.,compsci,1,0,2,3,0,NONE,2.0,0.6666666666666666
1394,False,2/15/2018 11:58:05,3,1576123350,finalized,concrete,,timber,,,F769960011,NONE,1.0,,,False,,Foundation Material: timber crib with concrete pier.,"Foundation Material: <span style=""color: #9A14B2; font-weight: bold"">timber:[OBJECT_A]</span> crib with <span style=""color: #6CB219; font-weight: bold"">concrete:[OBJECT_B]</span> pier.",Foundation Material: *timber* crib with §concrete$ pier.,jbt,0,0,3,3,0,NONE,3.0,1.0
