,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable,type
454,1576061334,False,finalized,3,2/5/2018 15:53:32,NONE,1.0,PHP,,Perl,,D488090180,,True,"Clean and convenient interface, quick startup, true flexibility and powerful features allow you to create and edit HTML, XHTML, CSS, JavaScript, VBScript, PHP, ASP, ASP.Net, SSI, Perl, Ruby, WML code faster and easier than ever,...","Clean and convenient interface, quick startup, true flexibility and powerful features allow you to create and edit HTML, XHTML, CSS, JavaScript, VBScript, <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, ASP, ASP.Net, SSI, <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>, Ruby, WML code faster and easier than ever,...","Clean and convenient interface, quick startup, true flexibility and powerful features allow you to create and edit HTML, XHTML, CSS, JavaScript, VBScript, *PHP*, ASP, ASP.Net, SSI, §Perl$, Ruby, WML code faster and easier than ever,...",compsci
410,1534177246,False,finalized,4,1/11/2018 19:14:12,NONE,1.0,USB,,Ethernet,,D512175358,,True,"Configure-to-order options and accessories include faster processors, 4GB of memory, MacBook Air SuperDrive® and a USB Ethernet Adapter.","Configure-to-order options and accessories include faster processors, 4GB of memory, MacBook Air SuperDrive® and a <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> Adapter.","Configure-to-order options and accessories include faster processors, 4GB of memory, MacBook Air SuperDrive® and a *USB* §Ethernet$ Adapter.",compsci
586,1534177423,False,finalized,3,1/27/2018 19:41:23,NONE,0.7062,USB,,Bluetooth,,N2215830499,,True,"Since you'll need a USB for your keyboard and mouse (unless you use bluetooth), you might be wiser to use firewire readers.","Since you'll need a <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> for your keyboard and mouse (unless you use <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span>), you might be wiser to use firewire readers.","Since you'll need a *USB* for your keyboard and mouse (unless you use §Bluetooth$), you might be wiser to use firewire readers.",compsci
1259,1576062143,False,finalized,3,2/16/2018 10:06:25,NONE,1.0,USB,,Ethernet,,I1393883963,,True,I think USB is the way to go though an ethernet connection would be even better.,"I think <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> is the way to go though an <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> connection would be even better.",I think *USB* is the way to go though an §Ethernet$ connection would be even better.,compsci
473,1534177309,False,finalized,3,1/11/2018 19:19:07,NONE,1.0,Java,,Python,,D426177624,,True,"But XML can make it easier to do effective information architecture, just like Python or Java can make it easier to do object-oriented programming.","But XML can make it easier to do effective information architecture, just like <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> can make it easier to do object-oriented programming.","But XML can make it easier to do effective information architecture, just like *Python* or §Java$ can make it easier to do object-oriented programming.",compsci
371,1534177207,False,finalized,3,1/11/2018 19:22:13,NONE,1.0,Oracle,,MySQL,,M1926920085,,False,Oracle MySQL Day Dubai,"<span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> Day Dubai",*Oracle* §MySQL$ Day Dubai,compsci
1400,1576062285,False,finalized,3,2/16/2018 10:01:38,BETTER,0.6961,Oracle,,MySQL,,L1777179630,,False,MySQL replaces Oracle.,"<span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> replaces <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>.",*MySQL* replaces §Oracle$.,compsci
338,1576061216,False,finalized,3,2/5/2018 15:52:21,NONE,0.691,Java,,Groovy,,F835979386,,True,Groovy - a very powerful object oriented language that extends Java while making it much easier to use for analytic programmers that are used to languages like SAS.,"<span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span> - a very powerful object oriented language that extends <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> while making it much easier to use for analytic programmers that are used to languages like SAS.",*Groovy* - a very powerful object oriented language that extends §Java$ while making it much easier to use for analytic programmers that are used to languages like SAS.,compsci
1357,1576062241,False,finalized,3,2/16/2018 10:03:26,NONE,1.0,Eclipse,,NetBeans,,N2151449643,,False,See Importing Eclipse Projects Into NetBeans IDE .,"See Importing <span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span> Projects Into <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span> IDE .",See Importing *Eclipse* Projects Into §NetBeans$ IDE .,compsci
1490,1576062375,False,finalized,3,2/17/2018 15:24:23,BETTER,1.0,CUDA,,OpenCL,,M1984777351,,True,Performance comparison studies revealed that CUDA works with an approximate factor of %10 better performances than OpenCL on the same NVidia card which can be neglected for the freedom gained for working on cross processor availability.,"Performance comparison studies revealed that <span style=""color: #9A14B2; font-weight: bold"">CUDA:[OBJECT_A]</span> works with an approximate factor of %10 better performances than <span style=""color: #6CB219; font-weight: bold"">OpenCL:[OBJECT_B]</span> on the same NVidia card which can be neglected for the freedom gained for working on cross processor availability.",Performance comparison studies revealed that *CUDA* works with an approximate factor of %10 better performances than §OpenCL$ on the same NVidia card which can be neglected for the freedom gained for working on cross processor availability.,compsci
733,1576061615,False,finalized,3,2/5/2018 18:15:22,NONE,1.0,USB,,Bluetooth,,R2940867682,,True,Transferring files to android phone via WiFi connection is faster than USB cable or Bluetooth.,"Transferring files to android phone via WiFi connection is faster than <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> cable or <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span>.",Transferring files to android phone via WiFi connection is faster than *USB* cable or §Bluetooth$.,compsci
1039,1576061923,False,finalized,3,2/16/2018 08:44:17,NONE,1.0,Python,,Haskell,,I1383227565,,True,"I think a lot of languages have better syntax than Java, for example languages like Haskell, Python, Clojure, and Erlang, but obj-c is definitely not an example of great syntax.","I think a lot of languages have better syntax than Java, for example languages like <span style=""color: #9A14B2; font-weight: bold"">Haskell:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, Clojure, and Erlang, but obj-c is definitely not an example of great syntax.","I think a lot of languages have better syntax than Java, for example languages like *Haskell*, §Python$, Clojure, and Erlang, but obj-c is definitely not an example of great syntax.",compsci
300,1576061178,False,finalized,3,2/5/2018 15:51:58,BETTER,1.0,Swift,,Objective-C,,R2844268311,,False,This is so much nicer in Swift than Objective-C because of the concise syntax.,"This is so much nicer in <span style=""color: #9A14B2; font-weight: bold"">Swift:[OBJECT_A]</span> than <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span> because of the concise syntax.",This is so much nicer in *Swift* than §Objective-C$ because of the concise syntax.,compsci
566,1534177403,False,finalized,3,1/27/2018 18:56:02,BETTER,0.3898,Python,,JavaScript,,M2054203759,,True,"Python skills a plus, but not required, especially if you're solid at Javascript.","<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> skills a plus, but not required, especially if you're solid at <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>.","*Python* skills a plus, but not required, especially if you're solid at §JavaScript$.",compsci
80,1576060954,False,finalized,3,2/5/2018 12:30:16,NONE,1.0,CUDA,,OpenCL,,B249811109,,True,"And CUDA can co-exist next to opencl for a long while (as it does now): since it's easier to implement for software developers, it will stay the nr.","And <span style=""color: #9A14B2; font-weight: bold"">CUDA:[OBJECT_A]</span> can co-exist next to <span style=""color: #6CB219; font-weight: bold"">OpenCL:[OBJECT_B]</span> for a long while (as it does now): since it's easier to implement for software developers, it will stay the nr.","And *CUDA* can co-exist next to §OpenCL$ for a long while (as it does now): since it's easier to implement for software developers, it will stay the nr.",compsci
834,1576061716,False,finalized,3,2/16/2018 08:42:00,WORSE,1.0,Java,,Groovy,,T3166388225,,True,"While this manipulation is all available in the standard JDK and is thus available to Java applications, Groovy is better suited for scripting needs like this.","While this manipulation is all available in the standard JDK and is thus available to <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> applications, <span style=""color: #6CB219; font-weight: bold"">Groovy:[OBJECT_B]</span> is better suited for scripting needs like this.","While this manipulation is all available in the standard JDK and is thus available to *Java* applications, §Groovy$ is better suited for scripting needs like this.",compsci
379,1534177215,False,finalized,4,1/11/2018 19:30:31,BETTER,1.0,PHP,,Perl,,H1078685465,,True,I find Perl to be easier than PHP.,"I find <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> to be easier than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>.",I find *Perl* to be easier than §PHP$.,compsci
260,1534177092,False,finalized,4,1/11/2018 19:29:48,BETTER,1.0,USB,,Ethernet,,E663367561,,True,Ethernet cables will be faster than USB and should not cause any slow down unless there is a fault or it is a particularly poor quality cable.,"<span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> cables will be faster than <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> and should not cause any slow down unless there is a fault or it is a particularly poor quality cable.",*Ethernet* cables will be faster than §USB$ and should not cause any slow down unless there is a fault or it is a particularly poor quality cable.,compsci
1389,1576062273,False,finalized,3,2/16/2018 10:00:09,NONE,1.0,Eclipse,,NetBeans,,E575806417,,False,Developing PHP Applications with NetBeans and Eclipse,"Developing PHP Applications with <span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span>",Developing PHP Applications with *NetBeans* and §Eclipse$,compsci
248,1576061124,False,finalized,3,2/5/2018 15:52:52,BETTER,1.0,Windows 7,,Windows 8,,O2274928094,,True,"So we can expect, Windows 8 will be better than Windows 7 operating system.","So we can expect, <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> will be better than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> operating system.","So we can expect, *Windows 8* will be better than §Windows 7$ operating system.",compsci
299,1576061175,False,finalized,3,2/5/2018 15:51:28,NONE,1.0,CUDA,,OpenCL,,N2243654588,,True,"-- Solid GPU and DSP experience -- Aggressive optimization experience in networking, imaging, graphics, multimedia or similar -- Comfortable working at any level of abstraction from high level design on a desktop to low level tuning on an embedded processor -- Solid programming skills in compiled CPU languages (C/C++/Objective-C), scripting languages (Python, Perl) -- Understanding of specialized GPU languages (CUDA, OpenCL, OpenGL) -- Passion for solving problems and identifying new ones","-- Solid GPU and DSP experience -- Aggressive optimization experience in networking, imaging, graphics, multimedia or similar -- Comfortable working at any level of abstraction from high level design on a desktop to low level tuning on an embedded processor -- Solid programming skills in compiled CPU languages (C/C++/Objective-C), scripting languages (Python, Perl) -- Understanding of specialized GPU languages (<span style=""color: #9A14B2; font-weight: bold"">CUDA:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">OpenCL:[OBJECT_B]</span>, OpenGL) -- Passion for solving problems and identifying new ones","-- Solid GPU and DSP experience -- Aggressive optimization experience in networking, imaging, graphics, multimedia or similar -- Comfortable working at any level of abstraction from high level design on a desktop to low level tuning on an embedded processor -- Solid programming skills in compiled CPU languages (C/C++/Objective-C), scripting languages (Python, Perl) -- Understanding of specialized GPU languages (*CUDA*, §OpenCL$, OpenGL) -- Passion for solving problems and identifying new ones",compsci
