a,also_acceptable,b,expected_label,id,marker,raw_text,text_html,text_readable
Perl,,JavaScript,,H1141829461,True,"I have a decent programming background in VB, JavaScript, VBScript, Net.Data (IBM's macro language), regular expressions, and a teensy bit of Perl.","I have a decent programming background in VB, <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span>, VBScript, Net.Data (IBM's macro language), regular expressions, and a teensy bit of <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>.","I have a decent programming background in VB, *JavaScript*, VBScript, Net.Data (IBM's macro language), regular expressions, and a teensy bit of §Perl$."
Python,,Perl,,E585452106,True,"Disadvantages: Not common outside science (e.g. for jobs), lacks features, slower development than Python/Perl.","Disadvantages: Not common outside science (e.g. for jobs), lacks features, slower development than <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>.","Disadvantages: Not common outside science (e.g. for jobs), lacks features, slower development than *Python*/§Perl$."
Java,,Ruby,,K1614856915,False,"Lee, Ruby is as old as Java.","Lee, <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> is as old as <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.","Lee, *Ruby* is as old as §Java$."
Python,,Lisp,,K1656256756,True,"Luajit, Python, Common Lisp and many other runtime implementations of the said languages deal much better with compiled DLL, rather than going through a lot of hoops to link statically with foreign code (like Go, and some other systems).","Luajit, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, Common <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span> and many other runtime implementations of the said languages deal much better with compiled DLL, rather than going through a lot of hoops to link statically with foreign code (like Go, and some other systems).","Luajit, *Python*, Common §Lisp$ and many other runtime implementations of the said languages deal much better with compiled DLL, rather than going through a lot of hoops to link statically with foreign code (like Go, and some other systems)."
Java,,Scala,,T3224932895,True,"Yes, even though Scala is primarily a JVM language and often touted as a ""better Java"", it doesn't have interfaces.","Yes, even though <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> is primarily a JVM language and often touted as a ""better <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>"", it doesn't have interfaces.","Yes, even though *Scala* is primarily a JVM language and often touted as a ""better §Java$"", it doesn't have interfaces."
OpenGL,,Direct3D,,S2973048555,True,"Unless you can't prove that OpenGL falls short in terms of the results you get out of it, Direct3D might be the better designed API - but it's not a better solution.","Unless you can't prove that <span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span> falls short in terms of the results you get out of it, <span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span> might be the better designed API - but it's not a better solution.","Unless you can't prove that *OpenGL* falls short in terms of the results you get out of it, §Direct3D$ might be the better designed API - but it's not a better solution."
Ruby,,Perl,,T3215903467,True,Writing the workflow as a CMD script or installing a Windows version of Perl or Ruby would have been better and resulted in a more reliable and faster tool.,"Writing the workflow as a CMD script or installing a Windows version of <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> would have been better and resulted in a more reliable and faster tool.",Writing the workflow as a CMD script or installing a Windows version of *Perl* or §Ruby$ would have been better and resulted in a more reliable and faster tool.
Java,,Lisp,,P2605374881,True,"The paradigm-crossingness of it may mean it's easier to pick up a wider range of languages after you've mastered Ruby; it's a bit like Lisp, a bit like Basic, a bit like Java.","The paradigm-crossingness of it may mean it's easier to pick up a wider range of languages after you've mastered Ruby; it's a bit like <span style=""color: #9A14B2; font-weight: bold"">Lisp:[OBJECT_A]</span>, a bit like Basic, a bit like <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.","The paradigm-crossingness of it may mean it's easier to pick up a wider range of languages after you've mastered Ruby; it's a bit like *Lisp*, a bit like Basic, a bit like §Java$."
Windows XP,,Windows Vista,,O2332617548,True,"System requirements: Internet connection; 1 GHz or faster processor; Windows XP, Windows Vista or Mac OS X 10.4.11+;","System requirements: Internet connection; 1 GHz or faster processor; <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span> or Mac OS X 10.4.11+;","System requirements: Internet connection; 1 GHz or faster processor; *Windows XP*, §Windows Vista$ or Mac OS X 10.4.11+;"
Java,,Smalltalk,,F749781074,False,For instance Smalltalk and Java tend to enforce the object-oriented paradigm.,"For instance <span style=""color: #9A14B2; font-weight: bold"">Smalltalk:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> tend to enforce the object-oriented paradigm.",For instance *Smalltalk* and §Java$ tend to enforce the object-oriented paradigm.
Java,,Python,,M1943144131,True,"Otherwise, Python (or sometimes Java) is used - it's simpler and quicker to write, and easier to modify.","Otherwise, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> (or sometimes <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>) is used - it's simpler and quicker to write, and easier to modify.","Otherwise, *Python* (or sometimes §Java$) is used - it's simpler and quicker to write, and easier to modify."
Python,,PHP,,Q2614461753,True,The point is that languajes like PHP and Python are easier to grasp for the OO newbie.,"The point is that languajes like <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> are easier to grasp for the OO newbie.",The point is that languajes like *PHP* and §Python$ are easier to grasp for the OO newbie.
Oracle,,MySQL,,L1777175741,False,"MySQL , Oracle, PostgreSQL,","<span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> , <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>, PostgreSQL,","*MySQL* , §Oracle$, PostgreSQL,"
Python,,Lisp,,R2823099578,True,"this explains why Python code will always be easier to read than Lisp, without being a veteran in the language.","this explains why <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> code will always be easier to read than <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span>, without being a veteran in the language.","this explains why *Python* code will always be easier to read than §Lisp$, without being a veteran in the language."
Java,,Lisp,,E669265200,True,"Even now, when I'm still much better at Java than Lisp, I'd rather write an Emacs plug-in than an Eclipse plug-in any day of the week.","Even now, when I'm still much better at <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> than <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span>, I'd rather write an Emacs plug-in than an Eclipse plug-in any day of the week.","Even now, when I'm still much better at *Java* than §Lisp$, I'd rather write an Emacs plug-in than an Eclipse plug-in any day of the week."
Oracle,,MySQL,,M1926846796,False,Oracle and MySQL,"<span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>",*Oracle* and §MySQL$
Java,,PHP,,B215779154,True,Also it's much easier to find a server for hosting php than java code (unless having your own server).,"Also it's much easier to find a server for hosting <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> code (unless having your own server).",Also it's much easier to find a server for hosting *PHP* than §Java$ code (unless having your own server).
Python,,PHP,,M2083606832,True,"Regardless of your chosen/mandated framework for building web applications: Spring, Struts, Rails, PHP, Python, etc., you want to make your life easier, and potentially less embarrassing.","Regardless of your chosen/mandated framework for building web applications: Spring, Struts, Rails, <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, etc., you want to make your life easier, and potentially less embarrassing.","Regardless of your chosen/mandated framework for building web applications: Spring, Struts, Rails, *PHP*, §Python$, etc., you want to make your life easier, and potentially less embarrassing."
Windows XP,,Windows 8,,T3184445344,True,"Windows 7 (rock solid 64-bit stability & modern, visual appeal), Windows XP (power features of NT with the beauty of Win95) and Windows 95 (Seriously, the most awesome OS of its era, a 10x improvement over Windows 3.11) were all fantastic hits; can anyone explain to me how Windows 8 will improve computing life?","Windows 7 (rock solid 64-bit stability & modern, visual appeal), <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> (power features of NT with the beauty of Win95) and Windows 95 (Seriously, the most awesome OS of its era, a 10x improvement over Windows 3.11) were all fantastic hits; can anyone explain to me how <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span> will improve computing life?","Windows 7 (rock solid 64-bit stability & modern, visual appeal), *Windows XP* (power features of NT with the beauty of Win95) and Windows 95 (Seriously, the most awesome OS of its era, a 10x improvement over Windows 3.11) were all fantastic hits; can anyone explain to me how §Windows 8$ will improve computing life?"
Ruby,,PHP,,N2120513236,True,Ruby is much better than PHP,"<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> is much better than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>",*Ruby* is much better than §PHP$
USB,,Bluetooth,,M2044770268,True,"Pros: Plays from USB, has Bluetooth streaming, has an app for my android to control and view titles easier.","Pros: Plays from <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span>, has <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> streaming, has an app for my android to control and view titles easier.","Pros: Plays from *USB*, has §Bluetooth$ streaming, has an app for my android to control and view titles easier."
