a,also_acceptable,b,id,marker,raw_text,text_html,text_readable
california,,virginia,H1112869635,True,"If you factor in population densities, then Virginia being slower than California and Oregon may likely be due to more saturation because it's covering the entire Eastern US.","If you factor in population densities, then <span style=""color: #9A14B2; font-weight: bold"">virginia:[OBJECT_A]</span> being slower than <span style=""color: #6CB219; font-weight: bold"">california:[OBJECT_B]</span> and Oregon may likely be due to more saturation because it's covering the entire Eastern US.","If you factor in population densities, then *virginia* being slower than §california$ and Oregon may likely be due to more saturation because it's covering the entire Eastern US."
bread,,sausage,Q2687649303,True,"The sausage, which is made next door at Bari , is a solid version, though the pieces are a bit small given the thickness of the bread.","The <span style=""color: #9A14B2; font-weight: bold"">sausage:[OBJECT_A]</span>, which is made next door at Bari , is a solid version, though the pieces are a bit small given the thickness of the <span style=""color: #6CB219; font-weight: bold"">bread:[OBJECT_B]</span>.","The *sausage*, which is made next door at Bari , is a solid version, though the pieces are a bit small given the thickness of the §bread$."
youtube,,hulu,O2321025800,True,"Summary: Pros: Decent picture if you are in front of the set, internet access to youtube, netflix, hulu.","Summary: Pros: Decent picture if you are in front of the set, internet access to <span style=""color: #9A14B2; font-weight: bold"">youtube:[OBJECT_A]</span>, netflix, <span style=""color: #6CB219; font-weight: bold"">hulu:[OBJECT_B]</span>.","Summary: Pros: Decent picture if you are in front of the set, internet access to *youtube*, netflix, §hulu$."
plastic,,wood,L1813954374,True,No.-Material: Plastic -Material Details: Polystyrene..-Solid Wood Construction:...,"No.-Material: <span style=""color: #9A14B2; font-weight: bold"">plastic:[OBJECT_A]</span> -Material Details: Polystyrene..-Solid <span style=""color: #6CB219; font-weight: bold"">wood:[OBJECT_B]</span> Construction:...",No.-Material: *plastic* -Material Details: Polystyrene..-Solid §wood$ Construction:...
california,,georgia,B333343448,True,"are all coaches in Texas, Georgia, Alabama, Florida, are they all foolish for making their teams practice in triple digit temperatures with WAY worse humidity than california...?","are all coaches in Texas, <span style=""color: #9A14B2; font-weight: bold"">georgia:[OBJECT_A]</span>, Alabama, Florida, are they all foolish for making their teams practice in triple digit temperatures with WAY worse humidity than <span style=""color: #6CB219; font-weight: bold"">california:[OBJECT_B]</span>...?","are all coaches in Texas, *georgia*, Alabama, Florida, are they all foolish for making their teams practice in triple digit temperatures with WAY worse humidity than §california$...?"
tea,,juice,N2225262549,True,"Snacks and beverage offerings were rather decent, with several kinds of cookies and breads, a coffee machine, tea, and juice.","Snacks and beverage offerings were rather decent, with several kinds of cookies and breads, a coffee machine, <span style=""color: #9A14B2; font-weight: bold"">tea:[OBJECT_A]</span>, and <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span>.","Snacks and beverage offerings were rather decent, with several kinds of cookies and breads, a coffee machine, *tea*, and §juice$."
concrete,,wood,D511135234,True,Concrete is cooler than wood or the same.,"<span style=""color: #9A14B2; font-weight: bold"">concrete:[OBJECT_A]</span> is cooler than <span style=""color: #6CB219; font-weight: bold"">wood:[OBJECT_B]</span> or the same.",*concrete* is cooler than §wood$ or the same.
bread,,sausage,L1831260156,True,Nothing better than beans and cabbage with smoked sausage and corn bread!,"Nothing better than beans and cabbage with smoked <span style=""color: #9A14B2; font-weight: bold"">sausage:[OBJECT_A]</span> and corn <span style=""color: #6CB219; font-weight: bold"">bread:[OBJECT_B]</span>!",Nothing better than beans and cabbage with smoked *sausage* and corn §bread$!
ds,,psp,E617137525,False,"DS - 276,000 PSP - 25,000","<span style=""color: #9A14B2; font-weight: bold"">ds:[OBJECT_A]</span> - 276,000 <span style=""color: #6CB219; font-weight: bold"">psp:[OBJECT_B]</span> - 25,000","*ds* - 276,000 §psp$ - 25,000"
football,,volleyball,N2228607891,True,"Soccer beat Saginaw Valley State on Friday, volleyball beat Northwood and Lake Superior State on Friday and Saturday and football beat Ashland Saturday.","Soccer beat Saginaw Valley State on Friday, <span style=""color: #9A14B2; font-weight: bold"">volleyball:[OBJECT_A]</span> beat Northwood and Lake Superior State on Friday and Saturday and <span style=""color: #6CB219; font-weight: bold"">football:[OBJECT_B]</span> beat Ashland Saturday.","Soccer beat Saginaw Valley State on Friday, *volleyball* beat Northwood and Lake Superior State on Friday and Saturday and §football$ beat Ashland Saturday."
bread,,pizza,F864165859,True,HEARTH DECKS hold heat for superior pizza crust and bread browning.,"HEARTH DECKS hold heat for superior <span style=""color: #9A14B2; font-weight: bold"">pizza:[OBJECT_A]</span> crust and <span style=""color: #6CB219; font-weight: bold"">bread:[OBJECT_B]</span> browning.",HEARTH DECKS hold heat for superior *pizza* crust and §bread$ browning.
wood,,cement,L1800897966,False,"Next, the cement cannot penetrate the wood.","Next, the <span style=""color: #9A14B2; font-weight: bold"">cement:[OBJECT_A]</span> cannot penetrate the <span style=""color: #6CB219; font-weight: bold"">wood:[OBJECT_B]</span>.","Next, the *cement* cannot penetrate the §wood$."
wii,,ds,N2152757119,True,Seems like the DS online is better than the Wii.,"Seems like the <span style=""color: #9A14B2; font-weight: bold"">ds:[OBJECT_A]</span> online is better than the <span style=""color: #6CB219; font-weight: bold"">wii:[OBJECT_B]</span>.",Seems like the *ds* online is better than the §wii$.
facebook,,youtube,T3191314438,True,"With Facebook, Twitter, Youtube, and Instagram, it is easier than ever to spread awareness.","With <span style=""color: #9A14B2; font-weight: bold"">facebook:[OBJECT_A]</span>, Twitter, <span style=""color: #6CB219; font-weight: bold"">youtube:[OBJECT_B]</span>, and Instagram, it is easier than ever to spread awareness.","With *facebook*, Twitter, §youtube$, and Instagram, it is easier than ever to spread awareness."
football,,golf,F837698642,True,"GT has better basketball, golf, and baseball programs, and the football team has been historically better although not recently.","GT has better basketball, <span style=""color: #9A14B2; font-weight: bold"">golf:[OBJECT_A]</span>, and baseball programs, and the <span style=""color: #6CB219; font-weight: bold"">football:[OBJECT_B]</span> team has been historically better although not recently.","GT has better basketball, *golf*, and baseball programs, and the §football$ team has been historically better although not recently."
holiday,,wedding,F855429101,True,"Having another fasting day today as last day at work tomorrow & celebrating wedding anniversary, then going on holiday early hours of Saturday morning so tomorrow will be my last half-decent weigh for a while [cream teas]","Having another fasting day today as last day at work tomorrow & celebrating <span style=""color: #9A14B2; font-weight: bold"">wedding:[OBJECT_A]</span> anniversary, then going on <span style=""color: #6CB219; font-weight: bold"">holiday:[OBJECT_B]</span> early hours of Saturday morning so tomorrow will be my last half-decent weigh for a while [cream teas]","Having another fasting day today as last day at work tomorrow & celebrating *wedding* anniversary, then going on §holiday$ early hours of Saturday morning so tomorrow will be my last half-decent weigh for a while [cream teas]"
milk,,soda,M1997837740,True,Pick your beverage for better nutrition - milk for a calcium boost or juice instead of soda.,"Pick your beverage for better nutrition - <span style=""color: #9A14B2; font-weight: bold"">milk:[OBJECT_A]</span> for a calcium boost or juice instead of <span style=""color: #6CB219; font-weight: bold"">soda:[OBJECT_B]</span>.",Pick your beverage for better nutrition - *milk* for a calcium boost or juice instead of §soda$.
suv,,minivan,O2329052380,False,SUV? Minivan?,"<span style=""color: #9A14B2; font-weight: bold"">suv:[OBJECT_A]</span>? <span style=""color: #6CB219; font-weight: bold"">minivan:[OBJECT_B]</span>?",*suv*? §minivan$?
georgia,,oregon,L1875650883,True,"Ohio State may be a decent bet to make the BCS National Championship based on schedule and hype, but Alabama, Texas A&M (with Johnny Manziel starting every game), Oregon, Georgia, Texas, South Carolina and Stanford are better teams and would be favored over the Buckeyes on a neutral field.","Ohio State may be a decent bet to make the BCS National Championship based on schedule and hype, but Alabama, Texas A&M (with Johnny Manziel starting every game), <span style=""color: #9A14B2; font-weight: bold"">oregon:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">georgia:[OBJECT_B]</span>, Texas, South Carolina and Stanford are better teams and would be favored over the Buckeyes on a neutral field.","Ohio State may be a decent bet to make the BCS National Championship based on schedule and hype, but Alabama, Texas A&M (with Johnny Manziel starting every game), *oregon*, §georgia$, Texas, South Carolina and Stanford are better teams and would be favored over the Buckeyes on a neutral field."
virginia,,georgia,S3005166114,True,"Virginia Tech, Georgia, Oklahoma and Oregon should have known better.","<span style=""color: #9A14B2; font-weight: bold"">virginia:[OBJECT_A]</span> Tech, <span style=""color: #6CB219; font-weight: bold"">georgia:[OBJECT_B]</span>, Oklahoma and Oregon should have known better.","*virginia* Tech, §georgia$, Oklahoma and Oregon should have known better."
bread,,potato,Q2615685495,True,The poorer people ate mostly bread made of potato flour.,"The poorer people ate mostly <span style=""color: #9A14B2; font-weight: bold"">bread:[OBJECT_A]</span> made of <span style=""color: #6CB219; font-weight: bold"">potato:[OBJECT_B]</span> flour.",The poorer people ate mostly *bread* made of §potato$ flour.
virginia,,georgia,Q2717974738,True,"The southern half of the U.S. East Coast fared poorly in both categories, with Florida, Georgia, South Carolina and Virginia posting particularly disappointing numbers.","The southern half of the U.S. East Coast fared poorly in both categories, with Florida, <span style=""color: #9A14B2; font-weight: bold"">georgia:[OBJECT_A]</span>, South Carolina and <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span> posting particularly disappointing numbers.","The southern half of the U.S. East Coast fared poorly in both categories, with Florida, *georgia*, South Carolina and §virginia$ posting particularly disappointing numbers."
youtube,,itunes,Q2645586396,True,"Thereâ(TM)s another damaging situation: You can complain about iTunes and subscription sites being damaging to copyright owners and having inferior audio quality, but one of the worst culprits is YouTube.","Thereâ(TM)s another damaging situation: You can complain about <span style=""color: #9A14B2; font-weight: bold"">itunes:[OBJECT_A]</span> and subscription sites being damaging to copyright owners and having inferior audio quality, but one of the worst culprits is <span style=""color: #6CB219; font-weight: bold"">youtube:[OBJECT_B]</span>.","Thereâ(TM)s another damaging situation: You can complain about *itunes* and subscription sites being damaging to copyright owners and having inferior audio quality, but one of the worst culprits is §youtube$."
carolina,,missouri,C366066168,True,"Ask Florida, LSU, South Carolina, and Missouri how our slow, nonathletic teams matched up with their superior SEC talent/speed.","Ask Florida, LSU, South <span style=""color: #9A14B2; font-weight: bold"">carolina:[OBJECT_A]</span>, and <span style=""color: #6CB219; font-weight: bold"">missouri:[OBJECT_B]</span> how our slow, nonathletic teams matched up with their superior SEC talent/speed.","Ask Florida, LSU, South *carolina*, and §missouri$ how our slow, nonathletic teams matched up with their superior SEC talent/speed."
