id	sentence	a	b	marker
N2243654588	-- Solid GPU and DSP experience -- Aggressive optimization experience in networking, imaging, graphics, multimedia or similar -- Comfortable working at any level of abstraction from high level design on a desktop to low level tuning on an embedded processor -- Solid programming skills in compiled CPU languages (C/C++/Objective-C), scripting languages (Python, Perl) -- Understanding of specialized GPU languages (CUDA, OpenCL, OpenGL) -- Passion for solving problems and identifying new ones	CUDA	OpenCL	True
D405267881	But, only because I found better books (sql joes 2 pros - its like a head first) for SQL Server, but not for Oracle and MySQL.	Oracle	MySQL	True
M1938143759	Other changes include the upgrade to Bluetooth 4.0, three USB 3.0 ports, a standard 500GB hard drive or optional solid-state drive up to 256GB and a higher capacity 8700mAh battery.	USB	Bluetooth	True
D437796337	By using an Invisible Movie Clip Instance named 'Cache' to store my data and post my variables to, I can control all the variables being sent back and forth to the PHP/Perl a lot easier.	PHP	Perl	True
Q2734408384	The ten Winter 2014 Velocity Fund finalists are: Code Connect - a plug-in for Microsoft Visual Studio that dynamically visualizes program control flow as the developer types, making software development and design easier.	Visual Studio	Microsoft Visual Studio	True
P2520047169	The ideas in this post are not restricted to just iOS, they are also applicable to other mobile platforms (Android, Windows Mobile, maybe Blackberry) to a large extent.	Windows Mobile	iOS	False
O2342770116	Taylor Swift and Miranda Lambert 's inclusion on 'The Hunger Games' soundtrack is just one of the big stories in today's Taste of Country Daily Roundup.	Swift	Miranda	False
D550526903	Databases such as Microsoft SQL Server, MySQL, Microsoft Access, PostgreSQL, SQLite, Firebird, Paradox Oracle, Sybase and MongoDB.	Oracle	Microsoft Access	False
O2342778838	Taylor Swift, Jennifer Hudson, Jason Aldean, Lady Antebellum, Miranda Lambert, Brad Paisley, George Strait, and Sugarland are joining the previously announced Kenny Chesney, Rascal Flatts, Reba McEntire, Carrie Underwood and Keith Urban.	Swift	Miranda	False
K1713713646	Microsoft has said that users running IE 7 under Windows Vista are better protected from the malicious effects of Web exploits such as the animated cursor exploit than users running IE 7 under Windows XP because of the introduction of a new "sandbox" element (called Protected Mode) within the new operating system.	Windows XP	Windows Vista	True
D554763948	Day 19 - Swift Current, Maple Creek, Herbert, Caronport, Moose Jaw (172 km).	Swift	Maple	False
D550527054	Databases supported: Microsoft Access, dBase, FoxPro, Microsoft Excel, Interbase/Firebird, Lotus 1-2-3, MySQL, Oracle, Paradox, SQL Server, Text files.	Oracle	Microsoft Access	False
C343429981	Artists scheduled to perform include: Kenny Chesney, Rascal Flatts, Reba McEntire, Carrie Underwood, Keith Urban, Jason Aldean, Lady Antebellum, Miranda Lambert, Brad Paisley, George Strait, Taylor Swift and Sugarland.	Swift	Miranda	False
D540907320	Currently only for MySQL and Microsoft SQL Server, some ORACLE and some PostgreSQL.	PostgreSQL	Microsoft SQL Server	False
A149681686	ADO.NET enables an application to communicate with any OLE database source (including Oracle, Sybase, Microsoft Access, even text files).	Oracle	Microsoft Access	False
E712703944	File handles can be marked as accepting Perl's internal encoding of Unicode ( UTF-8 or UTF-EBCDIC depending on platform) by a pseudo layer '':utf8'' :	UTF-8	EBCDIC	False
H1120247908	If you really want to use PHP, and other free tools, I suggest you use PostgreSQL as the DBMS, because it supports the SQL standards much better than MySQL, giving you a much more portable data environment.	MySQL	PostgreSQL	True
G976759861	However, it is a thing to be aware of if you're writing world class 3D Windoze apps, but not in determining whether OpenGL is better than Direct3D.	OpenGL	Direct3D	True
M2041284787	- Proficiency in at least one of the following languages: Java, C++, R, Matlab, Ruby, Python - Solid grasp of mathematical modeling and statistical methods - Self-starter with an entrepreneurial spirit Headquartered in Chicago, Illinois, Allston Trading, LLC is a premier high frequency market maker in over 40 financial exchanges, in 20 countries, and in nearly every conceivable product class.	Java	Ruby	True
A131494503	a cheap laptop i got given for free was this fujitsu amilo li 2727, so i thought i would do a hackintosh (i haven't done one since kalyway on 10.5.2) so its a lot easier i stress a lot lol but anyways this laptop has everything working on lion except the wifi so i brought a dongle from ebay for under 5 quid, so trackpad display wifi ethernet keyboard mouse usb everything works fine.	USB	Ethernet	True
K1585709252	Keyless entry, power windows with auto up/down for the driver, a trip meter, height-adjustable driver's seat, leather-upholstered steering wheel a USB input and Bluetooth telephony are all standard on the ES, which makes it one of the better-equipped sub-$13k cars around.	USB	Bluetooth	True
A149681912	ADO.NET is a group of libraries used to create powerful databases using various sources that include Microsoft SQL Server, Microsoft Access, Oracle, Paradox, XML, etc. ADO.NET relies on the .NET Framework's various classes to process requests and perform the transition between a database system and the user.	Oracle	Microsoft Access	False
K1635163829	Links from these etyma are available to Unicode 3 , Unicode 2 , and ISO-8859- 1 page variants.	Unicode	ISO 8859-1	False
D460450717	Celebrities loving Dr. Alkaitis: Miranda Kerr, Gwyneth Paltrow, Alexandra Knight, Alana Zimmer, Karolina Kurkova, Rosanna Arquette, Alicia Minshew, Rose Marie Swift, Angela Lindvall, Kelly Brook, Gisele Bundchen, Doutzen Kroes, Jade Jagger, Minnie Driver, Lenny Kraviz, and many, many more.	Swift	Miranda	False
M2042726436	proliferation of standards (YAML and JSON are just two among many) largely precludes the creation of common utilities for processing these files except as octet streams (or possibly as 'text' by assuming ASCII, UTF-8, UTF-16, EBCDIC, etc.).	UTF-8	EBCDIC	False
R2888532715	Those smaller systems are better in PHP (web page content), Perl (short utility) or Python (typically for things which are more than just a few lines, but don't come up to the Java size).	PHP	Perl	True
E634625511	Easy, Sheryl Crow American Heart, Faith Hill WINNER Mama's Broken Heart, Miranda Lambert Begin Again, Taylor Swift Two Black Cadillacs, Carrie Underwood	Swift	Miranda	False
H1181495400	"I'll attest to the fact that it is much easier for someone to break into Ruby programming versus Java programming."	Java	Ruby	True
F729852776	Florida Georgia Line, "Cruise"  Miranda Lambert, "Mama's Broken Heart"  Tim McGraw with Taylor Swift and Keith Urban, "Highway Don't Care"  Kacey Musgraves, "Merry Go Round"  Darius Rucker, "Wagon Wheel"	Swift	Miranda	False
G1067231924	(If another encoding like UTF-16 or UTF-32 would work better for Unicode I can use that instead).	Unicode	UTF-32	False
M1960383635	Over time IBM added hardware-accelerated services to perform translation to and between larger codes, hardware-specific service for Unicode transforms and software support of, e.g., ASCII , ISO/IEC 8859 , UTF-8 , UTF-16 , and UTF-32 .	Unicode	UTF-32	False
S3053110678	We have PostgreSQL for solid opensource database needs, and we can buy Oracle or DB2/ licenses if we need something better.	Oracle	PostgreSQL	True
O2423716596	The Bridge Traffic Analyzer is a report generation utility that reads the call and queue log files on the Cisco Unity Bridge server and generates a graph and a summary table that can be saved as a comma-separated value (CSV) file.	Graph	Queue	False
E696321838	(Far easier than getting MySQL or PostgreSQL installed on a system.)	MySQL	PostgreSQL	True
G940290359	Highlights: Intel 4th Generation Core i5 4570T - 2.90GHz Core Processor 8GB RAM - 2 Memory Modules installed 1TB Solid State Hybrid Hard Drive USB / DVD-RW Optical Drive Memory Card Reader Webcam 802.11a/g/n + Bluetooth Wireless Networking Intel HD4600... more	USB	Bluetooth	True
J1553053666	Joaquin Quintas : Experienced python/django developer, solid knowledge of CSS/HTML, JS frameworks like JQuery, database systems like Mysql, Postgresql, sqlite3, Oracle, Db2.	Oracle	MySQL	True
O2332622011	System Requirements: Windows XP (Home & Pro) SP3, Windows Vista SP2, Windows 7 AMD Intel Celeron or Pentium IV 1.0GHz processor or faster 512MB RAM (1GB RAM recommended) 3GB free hard drive space DirectX 9.0c 16-bit compatible video card, 800x600 minimum screen resolution DirectX 9.0c sound card DirectX 9.0c DVD-ROM drive, keyboard, mouse	Windows XP	Windows Vista	True
N2211013679	Since Intel's recent performance numbers have managed to wrest that advantage back, AMD has argued that tests that give Intel the advantage have been staged on Windows XP rather than Windows Vista, where improved NUMA drivers would make better use of memory handling, possibly helping AMD processors close the gap.	Windows XP	Windows Vista	True
T3153166290	Whether you're moving up from Windows Vista or Windows XP, keep reading to learn what's new and better in the main building blocks of Windows 7 networking.	Windows XP	Windows Vista	True
F746480218	For example, Virtual Family, a SWIFT project, was an educational tool developed by female computer science co-op students to teach Java programming in a way that would appeal to females.	Java	Swift	False
P2597640620	The Open Graph, combined with News Feed and Timeline, helps people discover new apps through friends, regardless of the technology stack used.	Graph	Stack	False
I1259084919	In fact, network interface 108 can be of a type to access virtually any known networking scheme, i.e.: ethernet; token ring; the internet through dial-up, cellular connection, dsl, cable TV, T1, etc.; IEEE-1394 schemes; USB schemes; wireless schemes; and the like.	USB	Token ring	False
L1791485311	NetBeans works better than the Eclipse plugin.	Eclipse	NetBeans	True
K1720021761	Miranda Lambert and Carrie Underwood are next with six nominations, Taylor Swift has five and Kenny Chesney and Brad Paisley each have four.	Swift	Miranda	False
G1024566179	IBM has in its portfolio some products offering mail and secure connectivity capabilities for Apple iOS, Android and Windows Mobile - specifically Mobile Connect and Lotus Traveler.	Windows Mobile	iOS	False
Q2694673696	The Second edition is well worth getting as it is updated with the SQL language definitions for Microsoft SQL Server, Oracle, MySQL, and PostgreSQL.	PostgreSQL	Microsoft SQL Server	False
K1731334866	More fighters will come out, Smash Bros. will come out and they are all screwed in the internet department because most people will use wifi anyways and even if everyone used the USB add ons it'd still be a worse situation than straight ethernet.	USB	Ethernet	True
R2941342491	Translating application QoS to system and network QoS in order to reserve and allocate operating-system and network resources, and configure the protocol stack (i.e., Da CaPo protocol graph).	Graph	Stack	False
A103280751	7. The system of claim 1, the immutable stack is a rooted directed, acyclic graph that saves multiple pasts.	Graph	Stack	False
P2456923045	The data layer relies on MySQL, PostgreSQL, Microsoft SQL Server or SQLite.	PostgreSQL	Microsoft SQL Server	False
K1638311394	Little USB light USB bluetooth adapter iSight Kensington mouse Mouse pad w/ wrist padding Coolpad to put my powerbook on so that it can breath a little better A couple powerbook batteries All the wires needed to mirror on a TV Ethernet wire AC adapter phone cord Digital voice recorder iPod w/ iTrip	Ethernet	Bluetooth	True
A121872732	Abstract: PCOM-B212VG Intel® CoreTM 2 Duo or Celeron® M processor based Type II COM Express module with DDR2 SDRAM, VGA, Gigabit Ethernet and USB 200-pin DIMM socket Socket P Active Heat Sink Intel® ICH8M Intel® GME965 GME965 Passive Heat Sink FEATURES GENERAL n The Intel® GME965 GME965 integrated GMA X3100 X3100 graphic provides better performance and variable display interfaces.	USB	Ethernet	True
K1708323980	Mervyn Edward Curry was born 4th of August 1975 to his mum Ruby and his late father Eddie, the youngest in a family of four.	Curry	Ruby	False
M1957141009	Overall, iOS devices like the iPhone and iPad accounted for 58% of deployments, while Android clocked in at 35%, with legacy Windows Mobile making up the remaining 7%.	Windows Mobile	iOS	False
N2130903424	Samsung kept their 32 nm HKMG process for themselves as long as they could, till they debuted in their Galaxy S3 ( the quad core Exynos SoC in which uses their latest 32 nm HKMG procvess to great advantage : smaller & faster die @ 2 GHz but power consumption 30 % lower than the dual core S2 etc etc. ).	S2	S3	True
L1834837640	Not only can you import and export data into and out of SQL Server, but this unique tool can connect to several data sources, from text files to Microsoft Access, Microsoft Excel and Oracle data.	Oracle	Microsoft Access	False
S3114504469	What's faster than C++, more concise than Perl, more regular than Python, more flexible than Ruby, more typeful than C#, more robust than Java, and has absolutely nothing in common with PHP?	Java	Ruby	True
J1492049392	It would be nice to have a graph of this average over time for at least Stack Overflow.	Graph	Stack	False
P2525567435	The integrated touchscreen LCD entertainment system produced better than average sound quality, it comes equipped with iPod, USB, and Bluetooth connectivity with an Aux-In port, as well as a back-up camera display.	USB	Bluetooth	True
M2044314836	Pros: awesome board for the price nice having multiple Ethernet ports lots of usb ports good onboard sound sound better then my creative sound card that i had	USB	Ethernet	True
M2076327004	Recent feature/function additions from us include Quora-like Q&A capabilities; innovation management; badging and recognition (the beginnings of the gamification of the enterprise in our world); and YouTube-like video management, all on top of a horizontal social layer we add (activity streams, microblogging, communities, social graph, etc), all leveraging directly the pre-existing Microsoft stack (our stuff looks to enterprise architects like more Microsoft stuff, not web parts bolted on).	Graph	Stack	False
H1082427636	if it weren't for multiculturalism and immigrants, were would the defenders of Democracy (EDL) go after a drunken night out... Chip shops close at 10! Bring on the Ruby Murray (cockneye rhyming slang for curry) & Doner Kebabs!	Curry	Ruby	False
