id	sentence	a	b	without_marker
O2277902718	So, while the team is stuck at the precinct, Charles judges a pie contest between Gina and Rosa, and Holt helps Terry look better in the eyes of his in-laws in the all-new "48 Hours" episode of BROOKLYN NINE-NINE airing Tuesday, Nov. 5 (8:30-9:00 PM ET/PT) on FOX.	Terry	Pie	False
L1801094488	Next Time ................................. Curtis Harding Ha Ha In The Day Time ............. Percy Mayfield Funny Face ................................. Patti Austin Tanga ......................................... Paquito D' Rivera On A Clear Day .......................... PM Dawn Mal Da Mim ................................ Djavan City Country City ........................ War Rough God Goes Running .......... Van Morrison I'm A Fool For You ........................ Undisputed Truth Baby Take A Chance With Me ...... Tampa Red Better Things Custard Pie Blues .......................... Sonny Terry	Terry	Pie	False
M2078629867	Recorded live at the B.B. King Blues Club & Grill in New York City on September 10, 2003, this stirring set features guitarist Jeff Beck , backed by drummer Terry Bozzio and keyboardist Tony Hymas , spinning out solid and often hauntingly beautiful instrumental versions of an eclectic array of songs, including wonderful takes on Charles Mingus ' "Goodbye Pork Pie Hat," the Beatles ' "A Day in the Life," and the Impressions ' "People Get Ready," among other gems.	Terry	Pie	False
L1775552060	My research shows these apples are superior for eating or baking: Courtland, Fuji, golden delicious, Granny Smith, Rome and Jonathan.	Smith	Fuji	False
F829979846	Granny Smith and Rome apples are also great for baking, with Red Delicious and Fuji apples being better for salads.	Smith	Fuji	False
K1699737508	Meanwhile, I cut up 1 Fuji apple (Granny Smith would have been better, but this is what I had).	Smith	Fuji	False
O2356653944	Thanks to national breeding programs, we have superb new strains of apples, like Red Delicious, Granny Smith, and Fuji, with better disease resistance and storage quality.	Smith	Fuji	False
J1467753981	It's the perfect get well gift basket for health fans, friends and family everywhereTied with a pretty Feel Better Soon ribbon Real willow hand-woven gift basket Succulent Imperial Comice Pears Sweet Red Sensation Pears Ripe Buerre Bosc Pear Crisp Fuji Apples Fresh Granny Smith Apple California Navel Oranges Kiwi and more!	Smith	Fuji	False
T3276717746	You struggle now to find a decent granny Smith for a pie.	Smith	Pie	False
N2259520340	Some varieties are better suited for use in cooking, and the premiere pie apple is the Granny Smith.	Smith	Pie	False
L1829437646	(note: this pie is best prepared with Granny Smith apples, as these apples seem to hold up better, and not become soft and soggy when baked).	Smith	Pie	False
Q2769836619	They are also wonderful in a Crisp or Pie (even better if you add one tart Granny Smith to the batch).	Smith	Pie	False
N2224524041	Smith says that: "The Federal Coalition hopes the satellite solution for better television access in the bush doesn't end up as yet more Labor pie in the sky.	Smith	Pie	False
O2319833624	Sugar Pie better stick her little paw out, because Anna Nicole Smith is about to shed one single tear from heaven over this hurtful shit.	Smith	Pie	False
T3189369385	With apple season in full swing, and cooler weather on the way, here's a casserole pie that combines sweet Italian sausage with Granny Smith apples, and a mix of cheeses.	Smith	Pie	False
J1495713269	I used to go to about 10 games a year...at the "GAHDEN"...saw some pretty decent players...a guy by the name of Orr...Esposito...Cheevers...The Chief...Pie McKenzie...Don Awrey...Dallas Smith...etc.	Smith	Pie	False
J1448358202	It's focus speed is a bit better then my Fuji 3800 but I've seen a bit faster.	Focus	Fuji	False
Q2767149196	They adapt great, and manual focus is easier and more precise than the wonky Fuji AF.	Focus	Fuji	False
B292697885	And yes, i know fuji is making the auto focus better and better, which is nice.	Focus	Fuji	False
T3200871556	With the Fuji, the lens moves (slower than the Nikon) but goes straightaway to the correct focus point.	Focus	Fuji	False
E668429788	Even in good light, it's noticeably slower to lock focus than the Canon G9 X and Fuji X30 .	Focus	Fuji	False
B195894296	All I read about the various cameras, the focus peeking with the Sony cameras is better and easier than with the Fuji.	Focus	Fuji	False
E700388725	Featuring Alexis Georgeopolous (Arp), Jefre Cantu-Ledesma (Tarantel) and Scott Hewicker (Troll), the Alps make music that is made to move the mountains in your mind, and help you to take some time for yourself, out of focus from the rest of the world, and think about what you can do today to make the world better.	Focus	Alps	True
A35216446	1982 Kuwahara KYZ Tange Forks Sugino "E.T" stem Alps cro-mo V-bars Sugino cranks Araya 7x wheels Shimano hubs Swallow motocross tyres (i wish they were in better nic, so cool) Dia-compe hinged seatclamp (not in good shape)	Kuwahara	Alps	False
J1500813353	I've blasted a 1950 Lightning around the Austrian Alps, but this Egli, with decent suspension and killer brakes, is a completely different animal.	Lightning	Alps	False
D503942984	Comments: I have tried Quantums,Revos STX's,Ardent XS but this shimano is better casting and smooth as silk,easier to handle and casts llighter lures better than the above plus it has a great drag too.	Silk	Shimano	True
S3062130780	well for sure I never expected it really break at that stain but I expect it should be slighty better than the shimano silk shock 0.14 / 5.4lb which I always use.	Silk	Shimano	True
O2290745470	Stainless steel and chromoly parts, Decent to good Shimano Groupos with some life left in them, Raleigh, Peugeot, Batavus, Giant and other quality frames, Lots of hubs, worn Brooks Saddles, etc etc. can all be found.	Peugeot	Shimano	True
H1135948420	I had another stroke of luck at the used-only bike shop where I got the peugeot -- I found both some aluminum 24" road wheels with nice shimano hubs and a better-fitting stem.	Peugeot	Shimano	True
A88890355	54cm black and gold Peugeot CR01, it's had little use and is fitted with mainly shimano 105 groupset, Mavic Aksium wheels and decent finishing kit (Charge Knife ti saddle, 3T bars) - top tube is 55cm, bars are 44cm centre to centre - £700	Peugeot	Shimano	True
D457274442	Cateye was one of the first and remains among the better known, but POLAR , with their models Polar S725 and Polar S720i Sigma, and Hactronic all have good reputations, and the big bicycle names of Shimano, Campagnolo, and Mavic all produce their own lines of computers.	CatEye	Shimano	False
A149890772	Adorned with trinkets that came from all corners of the Roman Empire - rock crystal from the Alps, amber from the Baltic and shells from the Indian Ocean - the jewellery is a poignant reminder of the human cost that befell both Herculaneum and better-known Pompeii when Vesuvius unleashed its fury in the first century AD.	Fury	Alps	False
M1941926635	Other than that it's a very good spec for the price, decent sturdy eyeletted rims, surprisingly nice frame (based on last year's £500 Fury, though I think slightly heavier), hydros (Tektro Auriga Pro, which are Shimano LX ripoffs and better than you'd think) and X5 shifters etc.	Fury	Shimano	True
B276587200	And tell us why suntour barcons are better than shimano.	Suntour	Shimano	False
P2499695709	The front Suntour fork and aluminum frame absorb bumps and the Shimano disk brakes provide solid stopping.	Suntour	Shimano	False
O2275426097	So we might all be better off sticking to Shimano freewheels or looking for the better versions of the old Suntour and European units.	Suntour	Shimano	False
P2499589177	The front is a Suntour which should have been original and the rear is a Shimano 400CX, but solid other wise.	Suntour	Shimano	False
Q2695313613	The second one is the SR Suntour front derailleur which is well nothing like a solid SRAM/SHIMANO one you can believe me that.	Suntour	Shimano	False
D391915617	But if you're looking for a decent workhorse derailleur for a commuter or rough mtn use where it may get sacrificed anyway, I think SunTour delivers better quality than Shimano dollar for dollar at the low to mid range.	Suntour	Shimano	False
I1377979306	It had better components than the run of the mill Walmart bikes-Shimano Tourney with SRAM MRX pro shifters, Suntour SR cranks and fork, Alex aluminum wheels, decent stem and bars.	Suntour	Shimano	False
D409515954	Butted Aluminum frame (sounds ok) SR Suntour KXCT 29 Fork (an actual brand name) Shimano Atlus rear derailleur (this just keeps getting better).	Suntour	Shimano	False
C384001868	Asuka Sawaguchi, Mayura Hoshizuki, Ami Hinata , Miyuki..	Asuka	Miyuki	True
B205343733	All twelve girls (Akira, Asuka, Chie, Emiru, Honoka, Kaho, Manami, Miyuki, Rurika, Taeko, Wakana, Yuu) from Sentimental Journey.	Asuka	Miyuki	True
J1544016165	Japan Kobayashi, Yuko - Saitama, Japan Kochi, Miyuki - Toyota AICHI, Japan Kondo, Madoka - Kasugaishi, Japan Matsumoto, Eri - Hamamatsu-shi, Japan Nakata, Asuka - Mihara-shi, Japan	Asuka	Miyuki	True
K1727161687	mom porn catalina cruz boobs jenne haze anne-sophie briest playboy huge boobs wallpapers alice miyuki gina calderoni deauxma latex paula marshall topless playboy hot pics kate dickie breast juliane nua playboy hot pic pac 10 girls asuka sex mrs.	Asuka	Miyuki	True
P2501644973	The game features accurate and well-drawn representations of all twelve of the cute Graffiti girls : Asuka, Akira, Honoka, Emiru, Chie, Kaho, Manami, Miyuki, Rurika, Taeko, Wakana, and Yuu.	Asuka	Miyuki	True
M1942592361	Other vocalists include Märchen von Friedhof, Joelle, Miki, and Crypton Future Media's "Junger März_Prototype β." Akio Ohtsuka, Rica Fukami, Nobuo Tobita, Miyuki Sawashiro, Asuka Tanii, Toru Ohkawa, Saki Fujita, and Sascha contributed their voices, while former Megadeth guitarist Marty Friedman (Detroit Metal City) and former Siam Shade (Rurouni Kenshin) drummer Junji can also be heard.	Asuka	Miyuki	True
M2025796267	pp HorseName, Jockey 1 Fleet Street, Hayato Yoshida 2 Brightline, Yuichi Fukunaga 3 Solor, Kohei Matsuyama 4 Uncoiled(FR), Yuji Hishida 5 Grape Brandy, Yuichi Kitamura 6 Grand Prix Blood, Kosei Miura 7 A Shin Moreover, Shinji Fujita 8 Roman Legend, Yasunari Iwata 9 Asuka Kurichan, Nash Rawiller 10 Kurino Star O, Hideaki Miyuki 11 Courir Passion, Akihide Tsumura 12 Incantation, Takuya Ono 13 Jebel Musa, Hironobu Tanabe	Asuka	Miyuki	True
C360151948	Asia 12 : 1 DVD @25.000 1. Asiansweety.tv - Charmane Star (0:14) 2. 03.Mayu Mochizuki - My Beautiful CosLady (44:18) 3. 04.The Work Of Million Girls - Nao , Asuka Sawaguchi , Kyoko Nakajima , Miyuki Uehara (122:25) 4. 05.Hime Kamiya (2005.09.23) 5. 06.Yua-Aida (24:14) 6. 07.Kyoko Nakajima (121:14) 7. 08.Akari Hoshino - The Body Mission (60:01) 8. Aika.Miura-Between.The.Semen (20:45) 9. Chinesse (6:18) 10.	Asuka	Miyuki	True
M1948135320	Our gorgeous antique oak trestle table is hand-crafted from solid reclaimed oak floor joists and beams, but looks like it came right out of a storybook tavern in the bavarian alps!	Crafted	Alps	False
P2601646317	The other side of the DeCastro coin is that Ramon Foster is having a very solid camp.	CAMP	Coin	False
E679183052	Every species of Provision brought to my Camp will be paid for at an equitable rate and in solid Coin.	CAMP	Coin	False
K1690361192	Maybe decent coin and stayed in camp (everything paid for) but being away for 3 weeks makes it impossible to maintain any sort of personal life.	CAMP	Coin	False
J1572744845	Just my opinion, but items that have that level of camp value, tend to fetch for a decent amount of coin later on.	CAMP	Coin	False
O2422699082	The 'Boys dished out $70,000 in guaranteed money to Magee, meaning he's probably better than a coin flip to be on the team after training camp.	CAMP	Coin	False
D402400715	But mostly the attendees gave the impression of music diehards who paid some decent coin-$1,100 to camp on the grounds; $2,000 for lodging-and had their expectations surpassed.	CAMP	Coin	False
E615298866	-Drop decent amount of loot and coin -plenty of mobs outside the fortress so you don't need to go inside -After killing the 2 sarnaks that guard the entry to the fortress go right and run up the wall, i setup camp there and pull mobs, they run a little bit but won't go far enough to aggro anything even without a snare.	CAMP	Coin	False
G919669170	He showed up in camp in the best shape of his career, worked this winter with pitching coach Juan Nieves on making some technical adjustments to his delivery to give him better command, is full of confidence after pitching some huge postseason innings in relief, and has reached that point of his career where top performance will be rewarded with some serious coin.	CAMP	Coin	False
B186221505	A large cooler of food, a portable camp burner, and some cook ware 7. Hard sucking candy	CAMP	Candy	False
O2328542562	Susan Sontag notwithstanding, it's hard to think of a better definition of camp than 20th Century Fox's candy-colored adaptation of Jacqueline Susann's smash trash novel.	CAMP	Candy	False
J1450610425	"...It's hard to think of a better definition of camp than 20th Century Fox's candy-colored adaptation of Jacqueline Susann's smash trash novel..." 06/13/2003 p.64	CAMP	Candy	False
L1775064932	My question is in this type of climate in the event of emergency feeding would it be better to do the mountain camp method, or make candy boards.	CAMP	Candy	False
O2322469467	Sungold F1 Black Cherry Green Doctors ( a green when ripe much better than Green Grape) Chadwick's Cherry, aka Camp Joy Gardener's Delight Isis Candy Dr. Carolyn	CAMP	Candy	False
E655351159	Entertainment Weekly - 06/13/2003 "...It's hard to think of a better definition of camp than 20th Century Fox's candy-colored adaptation of Jacqueline Susann's smash trash novel..."	CAMP	Candy	False
O2286843561	Spooky Nymph (2, 2): Scary Fairy Lousy Tut (2, 2): Crummy Mummy Phantom Tweet (1, 1): Ghost Post Hag Camp (1, 1): Witch Kitsch Saccharine Confection (1, 1): Sweet Treat Mint Souvenir (2, 3): Mento Memento Candy Bar Priest- (2, 2): Snicker Vicar Anagram/Interjection, Chocolate/ Caramel Confection (2,2): Yolo Rolo Jason's Pits (2, 2): Voorhees Quarries	CAMP	Candy	False
