,id,domain,object_a,object_b,sentence,it_1_confidence,it_2_confidence,better_count,worse_count,none_count,most_frequent_label,most_frequent_count,it_1_judgments,it_2_judgments,sentence_html,judgments,confidence,most_frequent_percentage
2408,C370666791,jbt,pizza,pasta,A solid pizza/pasta/chicken red now much easier to access under screwcap.,1.0,1.0,0,0,5,NONE,5,3,2,"A solid <span style=""color: #9A14B2; font-weight: bold"">pizza:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">pasta:[OBJECT_B]</span>/chicken red now much easier to access under screwcap.",5,1.0,1.0
2204,J1529462347,compsci,USB,Bluetooth,I wonder if going through the USB port would be better then Bluetooth overall?,1.0,1.0,0,0,5,NONE,5,3,2,"I wonder if going through the <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> port would be better then <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> overall?",5,1.0,1.0
2024,N2146522675,jbt,kennedy,nixon,"Second, how can someone seriously argue that kennedy is worse than nixon or Hoover or Harding?",0.6758,0.5,1,3,1,WORSE,3,3,2,"Second, how can someone seriously argue that <span style=""color: #9A14B2; font-weight: bold"">kennedy:[OBJECT_A]</span> is worse than <span style=""color: #6CB219; font-weight: bold"">nixon:[OBJECT_B]</span> or Hoover or Harding?",5,0.60548,0.6
1330,N2120510358,compsci,Ruby,JavaScript,"Ruby is a beautiful language, much easier to learn (syntactically) than JavaScript.",1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> is a beautiful language, much easier to learn (syntactically) than <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>.",5,1.0,1.0
908,T3194959853,jbt,amazon,youtube,"With Netflix as the cornerstone, amazon content as a supplement and youtube supposedly on the way, the $99 Roku box keeps looking better and better.",0.66,0.5039,2,0,3,NONE,3,3,2,"With Netflix as the cornerstone, <span style=""color: #9A14B2; font-weight: bold"">amazon:[OBJECT_A]</span> content as a supplement and <span style=""color: #6CB219; font-weight: bold"">youtube:[OBJECT_B]</span> supposedly on the way, the $99 Roku box keeps looking better and better.",5,0.5975600000000001,0.6
2023,G1030841812,jbt,youtube,itunes,"I can't find a decent instrumental flute version on youtube, but I did buy it for 99c on itunes.",1.0,0.5227,0,1,4,NONE,4,3,2,"I can't find a decent instrumental flute version on <span style=""color: #9A14B2; font-weight: bold"">youtube:[OBJECT_A]</span>, but I did buy it for 99c on <span style=""color: #6CB219; font-weight: bold"">itunes:[OBJECT_B]</span>.",5,0.80908,0.8
1717,T3277591717,jbt,youtube,facebook,"youtube is really solid though, but how about facebook?",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">youtube:[OBJECT_A]</span> is really solid though, but how about <span style=""color: #6CB219; font-weight: bold"">facebook:[OBJECT_B]</span>?",5,1.0,1.0
956,D402103900,jbt,michigan,pennsylvania,"But Minnesota would be harder for a Republican to win than Wisconsin, it doesn't border michigan, and it's a little farther removed from Ohio and pennsylvania.",0.6818,1.0,0,1,4,NONE,4,3,2,"But Minnesota would be harder for a Republican to win than Wisconsin, it doesn't border <span style=""color: #9A14B2; font-weight: bold"">michigan:[OBJECT_A]</span>, and it's a little farther removed from Ohio and <span style=""color: #6CB219; font-weight: bold"">pennsylvania:[OBJECT_B]</span>.",5,0.80908,0.8
976,R2910235039,compsci,Objective-C,Java,"To be fair, iOS is much easier to develop for; fewer device configurations and tighter conventions (as well as the use of Objective-C over Java) allow developers to focus on building their app instead of fixing bugs to make it work on multiple devices.",0.6707,1.0,1,0,4,NONE,4,3,2,"To be fair, iOS is much easier to develop for; fewer device configurations and tighter conventions (as well as the use of <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span> over <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>) allow developers to focus on building their app instead of fixing bugs to make it work on multiple devices.",5,0.8024199999999999,0.8
1807,T3191778139,compsci,Groovy,Java,"With Groovy you can accomplish many task faster than in Java ( see how easy is to work with List, Maps ) or how fast is to create POGOs.",1.0,1.0,5,0,0,BETTER,5,3,2,"With <span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span> you can accomplish many task faster than in <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> ( see how easy is to work with List, Maps ) or how fast is to create POGOs.",5,1.0,1.0
1670,G1030513906,jbt,bread,pasta,"I can't eat hamburgers, bread, pasta, etc, anything solid.",1.0,1.0,0,0,5,NONE,5,3,2,"I can't eat hamburgers, <span style=""color: #9A14B2; font-weight: bold"">bread:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">pasta:[OBJECT_B]</span>, etc, anything solid.",5,1.0,1.0
1804,C357990099,jbt,kennedy,reagan,"As for Tricky Dicky, I think he was no worse when it came to naughty behaviour than kennedy, perhaps Johnston and certainly reagan.",1.0,1.0,0,0,5,NONE,5,3,2,"As for Tricky Dicky, I think he was no worse when it came to naughty behaviour than <span style=""color: #9A14B2; font-weight: bold"">kennedy:[OBJECT_A]</span>, perhaps Johnston and certainly <span style=""color: #6CB219; font-weight: bold"">reagan:[OBJECT_B]</span>.",5,1.0,1.0
1893,K1744926772,brands,Motorola,Samsung,", Motorola , PHILIPS , Samsung , TI , NEC , SGS , TRW",1.0,1.0,0,0,5,NONE,5,3,2,", <span style=""color: #9A14B2; font-weight: bold"">Motorola:[OBJECT_A]</span> , PHILIPS , <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> , TI , NEC , SGS , TRW",5,1.0,1.0
594,H1184992533,compsci,Python,PHP,I'll wager that this will prove remarkably faster than having Python or PHP stream the data directly (it seems like it is faster than my browser).,1.0,1.0,0,0,7,NONE,7,5,2,"I'll wager that this will prove remarkably faster than having <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> stream the data directly (it seems like it is faster than my browser).",7,1.0,1.0
972,S2959865847,jbt,steel,timber,"Typical uses: Block and brickwork, concrete, fibre cement, G.R.C. panels, primed galvanised steel, primed timber, solid plaster, wallboards.",1.0,1.0,0,0,5,NONE,5,3,2,"Typical uses: Block and brickwork, concrete, fibre cement, G.R.C. panels, primed galvanised <span style=""color: #9A14B2; font-weight: bold"">steel:[OBJECT_A]</span>, primed <span style=""color: #6CB219; font-weight: bold"">timber:[OBJECT_B]</span>, solid plaster, wallboards.",5,1.0,1.0
759,T3243285103,compsci,AWK,Sed,"You can probably talk it into being multi line, but it would be easier to start the job with AWK or perl rather than trying to do it in Sed.",1.0,0.5079,4,0,1,BETTER,4,3,2,"You can probably talk it into being multi line, but it would be easier to start the job with <span style=""color: #9A14B2; font-weight: bold"">AWK:[OBJECT_A]</span> or perl rather than trying to do it in <span style=""color: #6CB219; font-weight: bold"">Sed:[OBJECT_B]</span>.",5,0.80316,0.8
464,F851041030,jbt,carolina,missouri,Has never been seeded worse than a No. 3 (1986 North carolina and 1990 missouri earned those seedings).,1.0,1.0,0,0,5,NONE,5,3,2,"Has never been seeded worse than a No. 3 (1986 North <span style=""color: #9A14B2; font-weight: bold"">carolina:[OBJECT_A]</span> and 1990 <span style=""color: #6CB219; font-weight: bold"">missouri:[OBJECT_B]</span> earned those seedings).",5,1.0,1.0
245,P2477745907,compsci,Sed,AWK,"The 'every Unix system has Perl' argument applies even more so to Sed and AWK, and these two are easier to get hold off if you need (shudder) to work on Windoze.",1.0,1.0,0,0,7,NONE,7,5,2,"The 'every Unix system has Perl' argument applies even more so to <span style=""color: #9A14B2; font-weight: bold"">Sed:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">AWK:[OBJECT_B]</span>, and these two are easier to get hold off if you need (shudder) to work on Windoze.",7,1.0,1.0
1521,R2844151802,compsci,PHP,Java,This is something PHP specific and does not apply to other languages' so don't go modifying your C or Java code thinking it'll suddenly become faster' it won't.,1.0,1.0,0,0,5,NONE,5,3,2,"This is something <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> specific and does not apply to other languages' so don't go modifying your C or <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> code thinking it'll suddenly become faster' it won't.",5,1.0,1.0
1370,J1568612332,compsci,MySQL,PostgreSQL,Just because MySQL or PostgreSQL are easier to install (not really) and you can 'forget' about them doesn't mean thats a good thing.,1.0,1.0,0,0,5,NONE,5,3,2,"Just because <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> are easier to install (not really) and you can 'forget' about them doesn't mean thats a good thing.",5,1.0,1.0
1517,I1329819607,jbt,ipod,iphone,ipod Touch faster than latest iphone,1.0,0.5046,4,0,1,BETTER,4,3,2,"<span style=""color: #9A14B2; font-weight: bold"">ipod:[OBJECT_A]</span> Touch faster than latest <span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span>",5,0.80184,0.8
888,M1940540382,compsci,Perl,Python,"others be better off if you stuck with Perl, or migrated to Python or Ruby?",1.0,1.0,0,0,5,NONE,5,3,2,"others be better off if you stuck with <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span>, or migrated to <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> or Ruby?",5,1.0,1.0
2109,E666188087,jbt,psp,ps2,Even better news when one considers how well the psp and ps2 did.,1.0,1.0,0,0,5,NONE,5,3,2,"Even better news when one considers how well the <span style=""color: #9A14B2; font-weight: bold"">psp:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">ps2:[OBJECT_B]</span> did.",5,1.0,1.0
1841,Q2658819321,compsci,PHP,Python,"There is nothing particularly wrong about PHP, but it is much uglier than Python.",1.0,1.0,0,5,0,WORSE,5,3,2,"There is nothing particularly wrong about <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, but it is much uglier than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>.",5,1.0,1.0
1742,G967614876,jbt,harvard,princeton,"How can we be better than harvard or princeton-or Amherst or Williams, for that matter?",1.0,1.0,0,0,5,NONE,5,3,2,"How can we be better than <span style=""color: #9A14B2; font-weight: bold"">harvard:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">princeton:[OBJECT_B]</span>-or Amherst or Williams, for that matter?",5,1.0,1.0
27,B232382086,brands,AMD,Samsung,"AMD Phenom II X2 955 Processor 3.2 GB 700W PSU (Cooler Master) 8 GB DDR2 RAM 24"" Samsung Monitor 1920 x 1200 Windows 7 64bit",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">AMD:[OBJECT_A]</span> Phenom II X2 955 Processor 3.2 GB 700W PSU (Cooler Master) 8 GB DDR2 RAM 24"" <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> Monitor 1920 x 1200 Windows 7 64bit",5,1.0,1.0
502,Q2658659944,jbt,steak,sandwich,There is nothing better than a grilled venison steak sandwich out ice fishing!,0.6698,1.0,0,0,5,NONE,5,3,2,"There is nothing better than a grilled venison <span style=""color: #9A14B2; font-weight: bold"">steak:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">sandwich:[OBJECT_B]</span> out ice fishing!",5,0.8018799999999999,1.0
130,J1491502075,compsci,USB,Bluetooth,It would be better to have an Micro B USB plug on the Bluetooth speaker to charge (connect).,1.0,1.0,0,0,5,NONE,5,3,2,"It would be better to have an Micro B <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> plug on the <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> speaker to charge (connect).",5,1.0,1.0
246,A70123538,compsci,Windows XP,Windows Vista,3663)   Speed PC 3X Faster Free 4.80 SpeedItUp Free will speed up any computer system running Windows XP or Microsoft Windows Vista.,1.0,1.0,0,0,5,NONE,5,3,2,"3663)   Speed PC 3X Faster Free 4.80 SpeedItUp Free will speed up any computer system running <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> or Microsoft <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span>.",5,1.0,1.0
1954,J1433056709,jbt,truck,suv,"Its a bouncy, poorly riding, poorly handling live axled truck, while the ML has an independent suspension, smooth and solid modern suv.",0.6605,1.0,0,4,1,WORSE,4,3,2,"Its a bouncy, poorly riding, poorly handling live axled <span style=""color: #9A14B2; font-weight: bold"">truck:[OBJECT_A]</span>, while the ML has an independent suspension, smooth and solid modern <span style=""color: #6CB219; font-weight: bold"">suv:[OBJECT_B]</span>.",5,0.7963,0.8
1719,R2865573172,brands,Dell,IBM,"This result surpasses all single-JVM submission from HP and Dell, and is faster than all 8-core or less single-JVM submissions from IBM.",0.6466,0.5185,3,0,2,BETTER,3,3,2,"This result surpasses all single-JVM submission from HP and <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span>, and is faster than all 8-core or less single-JVM submissions from <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span>.",5,0.59536,0.6
2147,S2992214625,brands,Chevrolet,Ford,"Utility The Chevrolet Traverse offers greater seating capacity than the Ford Explorer, making it a better choice for those who find themselves chauffeuring others around.",1.0,1.0,5,0,0,BETTER,5,3,2,"Utility The <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> Traverse offers greater seating capacity than the <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> Explorer, making it a better choice for those who find themselves chauffeuring others around.",5,1.0,1.0
1385,F743484485,compsci,Java,PHP,(For example if the challenge you gave them can be done better in Ruby on Rails or Java versus PHP),0.6583,0.5185,2,0,3,NONE,3,3,2,"(For example if the challenge you gave them can be done better in Ruby on Rails or <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> versus <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>)",5,0.60238,0.6
892,I1272731840,brands,IBM,Apple,"In my experience, IBM and Apple laptops tend to have the best reception, but individual laptops may do better or worse in various locations.",1.0,1.0,0,0,5,NONE,5,3,2,"In my experience, <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> laptops tend to have the best reception, but individual laptops may do better or worse in various locations.",5,1.0,1.0
969,L1861364949,jbt,tennis,football,Obviously the prize money clause can be better applied to tennis than football.,1.0,1.0,5,0,0,BETTER,5,3,2,"Obviously the prize money clause can be better applied to <span style=""color: #9A14B2; font-weight: bold"">tennis:[OBJECT_A]</span> than <span style=""color: #6CB219; font-weight: bold"">football:[OBJECT_B]</span>.",5,1.0,1.0
401,E653083136,compsci,OpenCL,CUDA,"Enhanced, cross-platform support for OpenCL and CUDA promises to helo you render less often and work faster with third-party effects.",0.674,1.0,0,0,5,NONE,5,3,2,"Enhanced, cross-platform support for <span style=""color: #9A14B2; font-weight: bold"">OpenCL:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">CUDA:[OBJECT_B]</span> promises to helo you render less often and work faster with third-party effects.",5,0.8044,1.0
1479,P2453387593,brands,Toyota,Chrysler,"The CR ""excellent"" rating is not only enough to beat out its regular competitors, like the Ford Taurus, Toyota Avalon and Chrysler 300, it means Consumer Reports believes the Impala is a better overall sedan than imported heavy-hitters like the Audi A6.",1.0,1.0,0,0,5,NONE,5,3,2,"The CR ""excellent"" rating is not only enough to beat out its regular competitors, like the Ford Taurus, <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> Avalon and <span style=""color: #6CB219; font-weight: bold"">Chrysler:[OBJECT_B]</span> 300, it means Consumer Reports believes the Impala is a better overall sedan than imported heavy-hitters like the Audi A6.",5,1.0,1.0
1485,E642381108,brands,Audi,Lexus,"Either costs are cut and the engineers are limited to what they can or can't do so they don't waste time trying and therefore poorly engineered vehicles are marketed and sales go down because for the same price as this piece of crap you can buy a finely engineered BMW X5, Audi Q7, Toyota Sequoia, or a Lexus RX 400h.",1.0,1.0,0,0,5,NONE,5,3,2,"Either costs are cut and the engineers are limited to what they can or can't do so they don't waste time trying and therefore poorly engineered vehicles are marketed and sales go down because for the same price as this piece of crap you can buy a finely engineered BMW X5, <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span> Q7, Toyota Sequoia, or a <span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span> RX 400h.",5,1.0,1.0
