,sentence,object_a,object_b,predicted,gold,origin
7831,That's BETTER CITY FUEL ECONOMY 2010 Ford THAN A SIX-CYLINDER TOYOTA CAMRY AND F-150 4.6L V8 15/21 Honda ACCORD.3,Ford,Honda,NONE,BETTER,sentence embedding
7834,Windows 8 slower out of the traps than predecessor Windows 7 - StatCounter,Windows 7,Windows 8,BETTER,WORSE,sentence embedding
7836,The change initially started as part of a personal crusade against Michael Widenius' selfish attack on the Oracle Sun deal but the fact that PostgreSQL also happens to be awesome makes the transition even easier!,Oracle,PostgreSQL,WORSE,NONE,sentence embedding
7847,"(Printers connected via Ethernet have widely varying bandwidth, but sometimes perform even worse than USB.)",USB,Ethernet,BETTER,WORSE,sentence embedding
7850,"According to recent tests, the performance improvements were significant: 26 percent faster for Windows XP and 84 percent for Windows Vista.",Windows XP,Windows Vista,BETTER,NONE,sentence embedding
7857,IBM WebSphere is 17% faster per core on Intel Sandy Bridge at less than half the cost compared to Oracle WebLogic,IBM,Intel,BETTER,NONE,sentence embedding
7859,Will he have a harder time somehow signing a deal when he goes pro with Nike because he wore Adidas?,Nike,Adidas,BETTER,NONE,sentence embedding
7865,"The notebook's SYSmark 2004 SE performance scores were in line with those of the Dell Inspiron E1505 , which houses a slightly slower, 1.6-GHz Intel Core Duo T2300.",Intel,Dell,WORSE,NONE,sentence embedding
7868,"HDMI has to be severely bent, USB ports are worse, and even the Ethernet only has about 1/4"" of cable exposed before the wall.",USB,Ethernet,WORSE,NONE,sentence embedding
7872,"For a complicated query, MySQL is faster, but for my current projects, SQLite ""wins"" due to admin simplicity (none required!).",MySQL,SQLite,NONE,WORSE,sentence embedding
1195,"(By analogy, however, getting hit by a bus is no worse than getting hit by a truck!)",bus,truck,WORSE,NONE,unigrams
1197,It's more explicit and faster (especially since regex in Python is not super optimized like Perl).,Python,Perl,NONE,WORSE,unigrams
1201,2. Ease-of-learning: Scala is probably a bit easier for Java folks.,Java,Scala,NONE,BETTER,unigrams
1212,"Sony, though having slower updates, does manage to optimize the OS much better than Google, yielding better results.",Google,Sony,WORSE,BETTER,unigrams
1213,"Apart from the fact that languages such as Python, Ruby, Haskell do have very powerful functional programming support for like 10-15 years - and IMHO better one than C# or LINQ - all this goes back to Lisp , which will be celebrating 50th anniversary next year.",Python,Lisp,BETTER,NONE,unigrams
1216,I totally agree with your conclusion that Sony products are better off tham Apple products.,Apple,Sony,NONE,BETTER,unigrams
1226,GM & Ford have just as good if not better quality that Toyota.,Ford,Toyota,NONE,BETTER,unigrams
1229,So Scala is no better off then Java.,Java,Scala,NONE,WORSE,unigrams
1236,I said: Perl isn't even always faster than Java at text processing.,Java,Perl,BETTER,WORSE,unigrams
1238,"From here on out the skiing will get worse, but fishing and flower gazing will improve.",fishing,skiing,NONE,WORSE,unigrams
1241,I think that Scala probably is not better than Java yet.,Java,Scala,BETTER,WORSE,unigrams
1242,JavaScript is not made to build files... PHP is probably a better tool to build js files with text files.,PHP,JavaScript,NONE,WORSE,unigrams
1246,Tis the season and what better way to kick off my annal holiday inspiration advent calendar  than with a winter woodland wedding!,holiday,wedding,BETTER,NONE,unigrams
1251,"The Amazon ""service"" makes the Kindle superior to the Sony Reader in many ways, hands down.",Sony,Amazon,NONE,BETTER,unigrams
1253,"It is powered (OTS) by SQLite, but for larger systems can use MySQL (obviously quite capable), supports multiple playlists, global hotkeys, a decent search (no support for regex tho, AFAIK), etc.",MySQL,SQLite,NONE,WORSE,unigrams
1256,"The Nissan was better, it never left me walking like the Toyota did on several occasions.",Toyota,Nissan,WORSE,BETTER,unigrams
1262,We were glad that Apple was a niche product compared with the ubiquity of the competition of mediocre IBM clones.,Apple,IBM,NONE,BETTER,unigrams
1264,"I know I'm coming late to the party, but tennis is (in my mind) indisputably harder than baseball.",baseball,tennis,BETTER,WORSE,unigrams
1270,google Video was good but youtube was better.,google,youtube,NONE,WORSE,unigrams
1275,"This lets Ballmer swing the entire company behind a particular initiative, which it couldn't do before, and should make Microsoft much better able to compete with companies like Google, Apple and Amazon.""",Microsoft,Amazon,BETTER,NONE,unigrams
1276,"Yes, even though Scala is primarily a JVM language and often touted as a ""better Java"", it doesn't have interfaces.",Java,Scala,NONE,BETTER,unigrams
1278,"Also, softball is weak, basketball is a much better sport, luckily I kept my cardio because I don't smoke spice.",basketball,softball,NONE,WORSE,unigrams
1281,"Following a wedding trip to the North Shore of Lake Superior, the couple is living in Willmar where the bride is employed as the director of catering by the Green Mill and holiday Inn and Willmar Conference Center.",holiday,wedding,BETTER,NONE,unigrams
1283,"Overall, the Nike Elite sock has better padding, better compression, better fit but the Adidas SpeedCrew has better ventilation.",Nike,Adidas,BETTER,NONE,unigrams
1291,This is easier for some languages who have more syntactic sugar (like Ruby or Scala) and much more difficult for others (like Java).,Java,Scala,NONE,BETTER,unigrams
1292,Alonso/Renault got the better of Michael/Ferrari in 2006.,Ferrari,Renault,NONE,BETTER,unigrams
1296,"Surfing the web on an iphone is far superior, surfing the web on my laptop is far superior still.",laptop,iphone,NONE,BETTER,unigrams
1304,"Windows 7 (rock solid 64-bit stability & modern, visual appeal), Windows XP (power features of NT with the beauty of Win95) and Windows 95 (Seriously, the most awesome OS of its era, a 10x improvement over Windows 3.11) were all fantastic hits; can anyone explain to me how Windows 8 will improve computing life?",Windows XP,Windows 8,BETTER,NONE,unigrams
1313,"In the age of BP, deploying solid Perl web applications was significantly harder than say deploying PHP applications.",PHP,Perl,BETTER,WORSE,unigrams
1316,The process of converting it to Java resulted in a 100x speed up - despite Perl possibly having a faster regex implementation.,Java,Perl,NONE,BETTER,unigrams
1322,"However, I think Scala makes it easier to build and test JBoss AS extensions/subsystems compared to Java .",Java,Scala,NONE,BETTER,unigrams
1333,"There are a lot of folks out there ready to adopt Scala simply as a ""better Java.",Java,Scala,NONE,BETTER,unigrams
1338,"A sweep this weekend would put them 1 point behind harvard for second, and move them to no worse than a tie with dartmouth.",harvard,dartmouth,WORSE,NONE,unigrams
1341,"The sandwich would have been perfect with a better cooked egg, but the sausage was fennelly, tasty, and totally worth the extra 100% saturated fat.",sandwich,sausage,WORSE,NONE,unigrams
1346,google+ is a better facebook.,google,facebook,NONE,BETTER,unigrams
1347,Perl isn't inherently a better language than Java.,Java,Perl,BETTER,WORSE,unigrams
1348,"Volkswagen improves slightly slower than the market at +28% to 10% share in May, followed by Peugeot (+52%), Mercedes (+29%), BMW (+14%), Nissan up a gargantuan 79% and Ford up an equally impressive 78%.",Ford,Nissan,NONE,BETTER,unigrams
1353,north carolina is not safer than california.,california,carolina,BETTER,WORSE,unigrams
1356,Also I think the high end canon lenses are better than the top Nikon ones these day (although neither matches zeiss/Leica lenses).,Nikon,Leica,NONE,WORSE,unigrams
1365,After 15+ years of C++/Java and OO we would still all be better off programming in Lisp.,Java,Lisp,NONE,WORSE,unigrams
1367,"Yes, Toyota sells more vehicles but BMW makes a vehicle that delivers a much better driving experience.",Toyota,BMW,NONE,BETTER,unigrams
1374,"Server side JavaScript does exist, but wouldn't it be easier just to reimplement the JS function in your PHP code?",PHP,JavaScript,BETTER,NONE,unigrams
1375,"Chevrolet has the pickup truck launch coming this year,"" she says, ""which will make a big impact, but with the new Corolla coming later this year, Toyota should be in a better place -- fixing a weak link in their lineup.""",Toyota,Chevrolet,WORSE,NONE,unigrams
1379,Numerical Python with lots of loops is much slower than the equivalent C or Java code.,Java,Python,BETTER,WORSE,unigrams
1389,"My 9800GTX+ does 0% Blanked OpenCL AP tasks in a bit under 4 hours (13,600 secs), while my GTX460 does them in just over half an hour (2,100 secs), so my 9800GTX+ is about 6½ times slower than my GTX460, while at CUDA MB the 9800GTX+ is only around twice as slow as the GTX460, for a 0.37 AR the 9800GTX+ does it around 1250 secs, while the GTX460 does it in 565 secs.",CUDA,OpenCL,WORSE,NONE,unigrams
1400,I have seen PostgreSQL perform much better in areas that Oracle isn't very suitable.,Oracle,PostgreSQL,NONE,BETTER,unigrams
1401,"IMHO Python has a much better underlying model, just take JavaScript ""null",Python,JavaScript,NONE,BETTER,unigrams
1407,"Amidst a game going poorly against carolina, fans blamed Jones for drafting Carter earlier than Quincy's pedigree at georgia dictated.",georgia,carolina,BETTER,NONE,unigrams
1408,Similarly if you are talking client side processing JavaScript is much faster since PHP doesn't run at all.,PHP,JavaScript,NONE,BETTER,unigrams
1409,"Play To, almost completely worthless in Windows 7, is now even harder to use in Windows 8.",Windows 7,Windows 8,NONE,BETTER,unigrams
1414,"I like the Sigma (Nex) 30mm even better then the Nikon, and I do want a faster, wider lens then the 50mm for this trip.",Sigma,Nikon,NONE,BETTER,unigrams
1417,Regarding this C/C++/D/Java/C#/etc are worse and Python and Go are better.,Java,Python,NONE,WORSE,unigrams
1420,Perl is surely harder to learn than Python.,Python,Perl,BETTER,WORSE,unigrams
1433,"The pasta was mediocre, not as memorable as the pizza.",pizza,pasta,NONE,WORSE,unigrams
1434,"georgia looked much better against missouri, particularly in the second half than it did at any point against Buffalo and might be putting things together now.",georgia,missouri,NONE,BETTER,unigrams
1439,"misunderstanding to think that Ruby is an attempt at better Perl,",Ruby,Perl,NONE,WORSE,unigrams
1441,JavaScript is just as bad as PHP if not worse now that someone's tried to port it to server side.,PHP,JavaScript,NONE,WORSE,unigrams
1450,This makes JavaScript in my experience harder to debug than Python.,Python,JavaScript,NONE,WORSE,unigrams
1469,But they did look better against oregon and Stanford than michigan did yesterday.,michigan,oregon,BETTER,NONE,unigrams
1471,"My use of Scala to date has been as a ""better Java.",Java,Scala,NONE,BETTER,unigrams
1472,I'm so glad people here have finally remembered that fox isn't actually better than espn!,fox,espn,BETTER,WORSE,unigrams
1482,"Also, Eclipse has more plugins that NetBeans.",Eclipse,NetBeans,NONE,BETTER,unigrams
1484,"The Sony Xperia Z is already a TechRadar-recommended smartphone, but the Android device's interface may get even better thanks to a report that says a Google Nexus edition is on the way.",Google,Sony,WORSE,NONE,unigrams
1486,In terms of connectivity the 2230s comes with Marvell 10/100/1000 Ethernet and built-in modem.Â While the modem is probably largely obsolete for Internet connectivity it is handy if you need to send or receive a fax while on the move.Â Wireless connectivity is provided through a Broadcom wireless adaptor that supports 802.11a/b/g/n draft 2.0 standard as well as Bluetooth 2.0.Â Although it's not difficult to hook the unit up to a wireless network within Windows the supplied HP Wireless Assist software makes it even easier.,Ethernet,Bluetooth,WORSE,NONE,unigrams
1487,"tl;dr To me, Haskell is better sold as ""that one language that allows you to make the same that in Java, only with 5 times less code and 5 times more trust in your code"" than ""that one language that's good for teaching purposes, like Pascal or good ol' Caml"".",Java,Haskell,WORSE,BETTER,unigrams
1503,"The Google Books implementation will still be superior, because it will offer both the ASCII text and the backup page images, which are presumably not in the Sony versions.",Google,Sony,NONE,BETTER,unigrams
1506,"The ps2 games were miles better, though, and I'm sure the ds one I mentioned would be great, too.",ds,ps2,NONE,BETTER,unigrams
1508,Python is easier to read (Matlab is more like Ruby or Lua).,Ruby,Python,NONE,BETTER,unigrams
1511,"This is more of a cafe bar rather than a restaurant, but it is none the worse for that.",restaurant,cafe,BETTER,NONE,unigrams
1515,"In other news, Apple is upgrading its current lineup of MacBook Air laptops with faster processors from Intel.",Apple,Intel,NONE,BETTER,unigrams
1516,The extra Nokia apps give it an edge over Samsung and HTC and L920's design is just better.,Nokia,Samsung,NONE,BETTER,unigrams
1518,"Even when Sony entered the market with its own streaming box, it was an inferior product with nothing to differentiate it from Apple TV, Roku, or Google TV.",Apple,Sony,WORSE,NONE,unigrams
1520,"On March 30, Dell released eight new black-and-white printers as the PC maker looks to better compete against Hewlett-Packard, which continues to dominate the printing and imaging market.",Dell,Hewlett-Packard,NONE,BETTER,unigrams
1523,The wii version is inferior to the ps3 version in many ways though.,wii,ps3,NONE,WORSE,unigrams
1525,"Gladow's take: A loss to Florida State is worse than a loss at oregon, true, but Boston College still boasts wins over virginia Tech, Georgia Tech and Wake Forest.",virginia,oregon,BETTER,NONE,unigrams
1526,"The developers explained that Direct3D, the 3D component of DirectX, was a miserable hack and was very much inferior to OpenGL",OpenGL,Direct3D,BETTER,WORSE,unigrams
1529,"The ds versions looks really good, but wii could look alot better.",wii,ds,NONE,WORSE,unigrams
1531,"lacrosse was harder than Soccer by far, and still didn't come close to football.",football,lacrosse,BETTER,WORSE,unigrams
1542,"I like Java very much but it causes severe RSI, so Groovy is a welcome addition it makes life easier for the 10% of the APIs/language we use 90% of the time.",Java,Groovy,NONE,WORSE,unigrams
1551,What better ingredient to pair with cranberry juice than tea!,tea,juice,BETTER,NONE,unigrams
1555,There is nothing simple or readable about Python that can not be expressed better in JavaScript or Ruby for example..,Python,JavaScript,NONE,WORSE,unigrams
1559,"I know, you might expect me to be a PHP-GTK fan, but Perl-GTK just seems nicer.",PHP,Perl,NONE,WORSE,unigrams
1561,The wii was mostly built using faster but nearly identical processors as the gamecube.,wii,gamecube,WORSE,BETTER,unigrams
1565,":-) That said, MySQL still doesn't handle parallel load nearly as well as PostgreSQL, it's just better than it once was.",MySQL,PostgreSQL,NONE,WORSE,unigrams
1588,"If OpenGL is faster, and it has a comparable feature set, and hardware support is excellent... why is Direct3D still the de facto API?",OpenGL,Direct3D,NONE,BETTER,unigrams
1591,"However, unlike Google Maps, a new (superior) version is downloadable via the Apple App Store.",Apple,Google,BETTER,NONE,unigrams
1597,"Ruby is arguably a nicer language once you know it, given PHP is an ugly piece of shit.",Ruby,PHP,NONE,BETTER,unigrams
1612,Right now Apple is worse then Microsoft ever was.,Microsoft,Apple,NONE,WORSE,unigrams
1615,"All in all, cafe Habana was a solid, but not spectacular restaurant.",restaurant,cafe,WORSE,NONE,unigrams
1616,"As a Netflix subscriber (and also short since $140) I do agree with most of the comments about the indy-type films being better views than Starz content; however, I can get the indy stuff elsewhere, most of the Stars -- especially Sony content is the high priced stuff that's harder to find elsewhere (ie Amazon, Hulu).",Sony,Amazon,NONE,BETTER,unigrams
1617,"As for performance, this primarily comes down to the individual driver implementations of GPU makers, which in NVIDIA's case, we've seen it's possible to achieve OpenGL performance in-line with and, even superior to that, of Direct3D, once the firm had enough incentive to optimise its drivers and remove pesky bugs.",OpenGL,Direct3D,NONE,BETTER,unigrams
1619,"One you match a better product with the power of so many manufacturers pushing (HP, Toshiba, Asus, Dell, Sony, etc) it's a mathematical certainty that Microsoft will dominate once again.",Microsoft,Dell,NONE,WORSE,unigrams
1621,"In addition, with eight pole positions and six victories, the new Audi A4 DTM in its debut year was the most successful car of the season and superior to the Mercedes-Benz C-Class.",Audi,Mercedes-Benz,NONE,BETTER,unigrams
1633,"Honda and Toyota may have factories here, but they're not controlled by an outside and (IMO) inferior corporate source such as Renault or Ford.",Ford,Toyota,WORSE,NONE,unigrams
1638,"Neither is a clear winner on performance; Perl is faster for some things, Python for others.",Python,Perl,NONE,BETTER,unigrams
1639,"The Windows 8 Desktop is essentially a much, much faster and cleaner version of Windows 7. People are morons.",Windows 7,Windows 8,NONE,BETTER,unigrams
1648,And what better to wash down that chocolate donut beer than with a little milk?,milk,beer,BETTER,NONE,unigrams
1662,"There is nothing particularly wrong about PHP, but it is much uglier than Python.",Python,PHP,BETTER,WORSE,unigrams
1663,"The old Sigma was not that great, Tokina and Tamron (of course Nikon) was better.",Sigma,Nikon,NONE,WORSE,unigrams
1664,"The Java-Cocoa bridge was maintained for years, but the advice every third-party Mac developer would give you if you asked them was that you were much better off taking the time to learn Objective-C.",Java,Objective-C,BETTER,NONE,unigrams
1671,"My new Dell M90 (Dual Core 2 @ 2.33Ghz, 2GB RAM, Quadro3500, SATA 7200RPM) running Vista x64 is SLOWER than building the same solution on my IBM/Lenovo T43 (Pentium M @ 1.8Ghz, 2 GB RAM..) running Windows 2003 Server.",IBM,Dell,WORSE,NONE,unigrams
1676,"But when I do a qrun, an Apple node is designated the mother superior node but the job runs on the IBM nodes.",Apple,IBM,BETTER,NONE,unigrams
1688,but I've found PostgreSQL to be generally superior to MySQL for essentially all of my needs).,MySQL,PostgreSQL,NONE,BETTER,unigrams
1703,"These days we have the more-green-than-you symbol (hybrids, electrics, SmartCars in the US), the faster-than-you symbol (declining, but still there), the whole array of bigger-than-you symbols (extended-axle crew-cab XDuty pickups, Hummer anything, Cadillac Escalade), and the persistence of the richer-than-you symbols (denoted by brands such as Lexus at the bottom and increasing up through Porsche, and on into the boutique makers).",Cadillac,Lexus,BETTER,NONE,unigrams
1708,"Ethernet will always be faster, but if your machines are not networked, order the USB cable and use it.",USB,Ethernet,WORSE,BETTER,unigrams
1714,"Don't know Perl much, its language-syntax is much harder than PHP .",PHP,Perl,BETTER,WORSE,unigrams
1720,"Unlike Ford (and the MUCH WORSE) Toyota service departments, Lincoln seems to offer very good service here in the Sunbelt.",Ford,Toyota,NONE,BETTER,unigrams
1721,"Toyota gave us cheaper and better cars, not Ford/GM/Chrysler competition.",Ford,Toyota,NONE,BETTER,unigrams
1724,"Yet, Americans keep coming to the trough, to lap up the syrupy slogans like: ""We Can Do Better"" (kennedy) ""Are You Better Off Than You Were Four Years Ago?"" (reagan) ""A Safer World and a More Hopeful America"" (G.W. Bush), ""A Stronger America"" (Kerry), ""Yes, We Can"", ""Change We Can Believe In"", ""Forward"" (Obama), and ""Believe in America"" (Romney).",kennedy,reagan,BETTER,NONE,unigrams
1725,"A mid-size BMW sedan equipped with a diesel engine returned better fuel economy on a 545-mile, London-to-Geneva, run than a gasoline-powered Toyota Prius.",Toyota,BMW,BETTER,NONE,unigrams
1728,michigan is no better than california.,california,michigan,BETTER,WORSE,unigrams
1745,"Nissan did worse than Ford or GM, its sales skidding 9.1% in May.",Ford,Nissan,NONE,WORSE,unigrams
1749,Setting up Python running as FastCGI on either Apache or lighttpd is much harder than creating a page of PHP.,Python,PHP,WORSE,NONE,unigrams
1752,"Sigma makes some decent lenses, but Nikon knows their own exposure system better than anyone.",Sigma,Nikon,NONE,WORSE,unigrams
1754,"We use tennis balls to start because it's safer -- less chance of getting hurt,"" said Wes Hogan of Bartlett, Wolf Pack hockey Club organizer.",tennis,hockey,NONE,BETTER,unigrams
1755,"Ruby 1.9 is about 3x faster, which should put it in the 20x slower than native ballpark that Perl and Python are at today.",Ruby,Python,WORSE,BETTER,unigrams
1757,"Perhaps if they had more time and test code, they could've caught these problems earlier, but as it is, the Haskell code lagged far behind the Java and C++ solutions, which are so much faster that they are barely visible on this chart:",Java,Haskell,NONE,WORSE,unigrams
1762,"I'll get my AOL instantly on my Blackberry, and instantly on my ipod Touch, but it's a lot slower coming through on my MacBook Pro laptop.",laptop,ipod,NONE,WORSE,unigrams
1771,"Remember the Dell display is a little smaller, but I am guessing the Intel processer is a little better (not sure though).",Intel,Dell,NONE,WORSE,unigrams
1772,"Unless you can't prove that OpenGL falls short in terms of the results you get out of it, Direct3D might be the better designed API - but it's not a better solution.",OpenGL,Direct3D,NONE,WORSE,unigrams
1773,"I'm a Perl guy myself, but sometimes AWK is faster and cleaner for extracting data.",Perl,AWK,NONE,WORSE,unigrams
1774,"kennedy was searching for a political weapon to offset the superior background in national security affairs of his opponent, nixon.",kennedy,nixon,BETTER,NONE,unigrams
1778,I often use it to transfer medium-sized files because it is faster than Bluetooth and easier to start compared to USB wired transfers.,USB,Bluetooth,NONE,BETTER,unigrams
1793,"I've heard of AJAX and whatnot, not particularly sure how I can use it, I'm a pretty decent PHP coder, know some HTML, but never touched any JavaScript.",PHP,JavaScript,WORSE,NONE,unigrams
1801,The move from System p to Intel-based blades was made easier by the fact that the IBM has embraced the Linux platform.,IBM,Intel,NONE,BETTER,unigrams
1806,"cnn, at this point you're no better than fox News.",fox,cnn,BETTER,WORSE,unigrams
1809,"As unlikely as it sounds, Amazon is pushing far harder than Microsoft or Apple to get its technology into the hands of other companies.",Apple,Amazon,WORSE,BETTER,unigrams
1814,Nam Tai then obtained a commission for out of state discovery from the california Superior Court to depose AOL's custodian of records in the state of virginia.,california,virginia,BETTER,NONE,unigrams
1816,You can listen to it on youtube but the recording on itunes is better--and worth it!,youtube,itunes,NONE,WORSE,unigrams
1820,No wonder why Ford has now been named better overall quality vs Toyota.,Ford,Toyota,NONE,BETTER,unigrams
1832,"While the $750 price tag of the Editors' Choice Dell Inspiron 14z may be a bit more than the budget-minded shopper wants to pay, alternatives closer in price to the Lifebook LH532, like the Acer Aspire TimelineX AS4830T-6841 and the Sony VAIO VPC-EH25FM  provide superior performance, longer battery life, and better value for your dollar.",Sony,Dell,BETTER,NONE,unigrams
1833,South carolina needs better start this week against georgia,georgia,carolina,NONE,BETTER,unigrams
1834,"The defense looked pretty good against missouri, even better against Vandy, so what happened to that looking pretty good against South carolina?",carolina,missouri,BETTER,NONE,unigrams
1835,"I've been going through Ruby, enjoy it, like it better then Python, never really dug PHP.",Ruby,Python,NONE,BETTER,unigrams
1837,"Although this is still roughly 2 times faster than Wi-Fi and 50 times faster than Bluetooth, it fell well short of its wired USB counterpart.",USB,Bluetooth,NONE,WORSE,unigrams
1840,The coffee really improved a mediocre base beer.,coffee,beer,NONE,BETTER,unigrams
1845,The specimens with solid concrete slabs carried higher load compared to those with metal deck slabs.,metal,concrete,NONE,BETTER,unigrams
1846,"What if I have an integrated Intel card that only supports OpenGL 2.1, but for some reason supports Direct3D 10, which is apparently the better ""programmable"" version?",OpenGL,Direct3D,NONE,WORSE,unigrams
1847,"I will admit that I do tend to slide into ""Scala as a better Java"" state of mind when I should know better.",Java,Scala,NONE,BETTER,unigrams
1848,What's better with pasta than fresh baked bread?,bread,pasta,BETTER,NONE,unigrams
1851,"After years of both OO, as much RM as I could get through SQL, and functional programming through Lisp, I feel that OO is the inferior abstraction framework, especially as implemented in Java and C++ (and Ruby and Python don't give me any special reason to re-embrace OO, though I appreciate their functional aspects).",Python,Lisp,WORSE,NONE,unigrams
1853,"That said, Amazon will never produce better hardware than Apple does, even if it tries.",Apple,Amazon,BETTER,WORSE,unigrams
1880,"Many who insist on FOSS compromise for proprietary software and if the openwashing PR works (many thing of Oracle and VMware as 'Linux-friendly' due to marketing), then better options like PostgreSQL or MySQL (and KVM) get ignored or only scarcely explored.",Oracle,PostgreSQL,BETTER,NONE,unigrams
1885,"I was merely Kidding :) ... As a photographer who does large prints(and needs a MF camera) the hasselblad is visibly superior than a Dx format camera, and as a street photographer the Leica is unnoticeable and often can foil as a Point n shoot but, If you want to go out and just take great pictures (like the ones you have)a Nikon is perfect.",Nikon,Leica,NONE,WORSE,unigrams
1886,"While the visuals for the ps2 version were better than average and mostly effective, they're just downright mediocre on the ps3.",ps3,ps2,BETTER,WORSE,unigrams
1889,"In brief, Nokia will never win Motorola.",Nokia,Motorola,NONE,WORSE,unigrams
1892,"Update 2007-01-26: Of course, the Python version is not easier to grok than this alternative Haskell version:",Python,Haskell,BETTER,WORSE,unigrams
1895,Scala enums are inferior to Java enums _and_ are incompatible.,Java,Scala,NONE,WORSE,unigrams
1902,"The lens from Sigma just as good(or better) as any other lenses from Nikon , Cannon or Minolta.",Sigma,Nikon,NONE,BETTER,unigrams
1903,"I have written similar mechanisms in Perl, but prefer the PHP solution as it is easier.",PHP,Perl,NONE,WORSE,unigrams
1904,"Perl tries harder than Java by offering a taint mode, but you can still shoot yourself in the foot.",Java,Perl,NONE,BETTER,unigrams
1905,"I still used Joystick's metal backing plates, but only to better distribute the load to the marine plywood.",metal,plywood,BETTER,NONE,unigrams
1906,"Scala is not a better Java, it's an ML for JVM",Java,Scala,BETTER,WORSE,unigrams
1910,"Come On Man georgia is not better than oregon, no way and they almost beat them.",georgia,oregon,BETTER,WORSE,unigrams
1919,"To put its performance in perspective, that's just over 4min faster than the dual-core Intel Atom-equipped HP Mini 5103 netbook and 33sec faster than the AMD E-350 APU-equipped Dell Inspiron M102z netbook.",Intel,Dell,BETTER,NONE,unigrams
1938,"Should the starting quarterback for the football team be paid as much as, for lack of a better example, the starting goaltender on the lacrosse team?",football,lacrosse,BETTER,NONE,unigrams
1943,"harvard has the overall better record, owns first place and has already beaten princeton this season.",harvard,princeton,NONE,BETTER,unigrams
1947,"You would use Groovy instead of JRuby because it plugs into the average Java developer's brain easier since it doesn't require you learn a whole new library, API, syntax, and new way of doing things.",Java,Groovy,BETTER,NONE,unigrams
1970,"Perl, Python, Ruby, etc. are very robust for handling text and, in most cases, much easier to maintain then a set of piped calls to cut, AWK, grep, ... For example, something simple in Ruby might look like:",Perl,AWK,BETTER,NONE,unigrams
1978,"That's true for Perl too I guess, but I like Python better order of magnitudes myself",Python,Perl,NONE,WORSE,unigrams
1979,Tethering over Bluetooth is slower but being wireless is a great advantage over USB.,USB,Bluetooth,WORSE,BETTER,unigrams
1986,One was for pistol barrels and one with a much slower twist was for rifle barrels.,rifle,pistol,NONE,BETTER,unigrams
1987,"Toyota continues to dominate the market with an excellent 21.2% share this month thanks to 884 sales, ahead of BMW very solid at 631 units and 15.1% vs. 13% year-to-date, Mercedes with 510 sales and 12.2% and Volkswagen at 456 units and 10.9% vs. 9.1% year-to-date.",Toyota,BMW,NONE,BETTER,unigrams
1989,"Although the far superior football program, West virginia doesn't boast nearly the population that missouri does.",virginia,missouri,NONE,WORSE,unigrams
1994,"Unlike Windows 7, which provided Microsoft's large user base with an evolutionary path forward from Windows XP, with a look, feel and overall experience that was better - Windows 8 is a different beast.",Windows XP,Windows 8,NONE,BETTER,unigrams
1996,"The rankings have not changed since April, though Nintendo's wii did do quite a bit better while the ds fared slightly worse.",wii,ds,NONE,BETTER,unigrams
1997,"Apple is just as bad as Microsoft, if not worse.",Microsoft,Apple,NONE,WORSE,unigrams
1999,"This is all done via the gigabit Ethernet interface, rather than the much slower USB interface.",USB,Ethernet,WORSE,BETTER,unigrams
2001,"In some ways, especially with the Ford heavy duty trucks, they are superior to BMW and Cadillac, imo.)",Ford,BMW,NONE,BETTER,unigrams
2002,As much as I love PHP would it not be easier to implement this using JavaScript by hiding and showing layers dynamically depending on what is selected?,PHP,JavaScript,NONE,WORSE,unigrams
2016,"While the 1.6GHz Intel Core i7 720QM processor runs at a slower base clockspeed than the 2.66GHz 620M chip of the Advent Sienna 700 and Sony VAIO VPC-Z12V9E/X, it is in fact far more powerful, due to its quad-core design, increased Hyper-Threading and efficient overclocking abilities.",Sony,Intel,WORSE,NONE,unigrams
2017,"Much better to ask what the strengths and weaknesses are of particular languages, eg. for programming a particular kind of task, for future employability of developers and maintainers, for compiler efficiency, for expressive completeness, for FFI, etc. Python clearly has many strengths that Lisp/scheme lack, also vica versa.",Python,Lisp,NONE,BETTER,unigrams
2019,"# SQLite seems to be faster in almost all cases, and in some cases MySQL can be much slower.",MySQL,SQLite,NONE,BETTER,unigrams
2021,Conclusion: Google is acting the same (arguably even worse) as Microsoft used to in the 90s.,Microsoft,Google,NONE,WORSE,unigrams
