id,caption,sentence,object_a,object_b,predicted,gold,most_frequent_percentage,origin,sentencer,paths,s_len
C347275538,middle_paths_unrestricted_16,"As a Netflix subscriber (and also short since $140) I do agree with most of the comments about the indy-type films being better views than Starz content; however, I can get the indy stuff elsewhere, most of the Stars -- especially Sony content is the high priced stuff that's harder to find elsewhere (ie Amazon, Hulu).",Sony,Amazon,NONE,BETTER,1.0,lex (unique),"As a Netflix subscriber (and also short since $140) I do agree with', 'most of the comments about the indy-type films being better views than', 'Starz content; however, I can get the indy stuff elsewhere, most of', ""the Stars -- especially Sony content is the high priced stuff that's"", 'harder to find elsewhere (ie Amazon, Hulu).","[['X/PROPN/compound/> be/VERB/ROOT/^ Y/PROPN/appos/<'], ['X/PROPN/compound/> be/VERB/ROOT/^ ie/X/compound/V Y/PROPN/appos/<']]",319
C350099621,middle_paths_unrestricted_16,"As a rule of thumb, Floating-point is about 2x slower than Integer on Android-powered devices.",Floating-point,Integer,BETTER,WORSE,1.0,lex (unique),"As a rule of thumb, Floating-point is about 2x slower than Integer on', 'Android-powered devices.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ about/ADP/prep/< 2x/NOUN/pobj/<', 'slow/ADJ/amod/< than/ADP/prep/< Y/PROPN/pobj/<']]",94
C352476483,middle_paths_unrestricted_16,"As Dell has always been a big, fat Windows/Office customer for Microsoft, suing them would have been worse than idiotic.",Dell,Microsoft,BETTER,NONE,1.0,lex (unique),"As Dell has always been a big, fat Windows/Office customer for', 'Microsoft, suing them would have been worse than idiotic.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ customer/NOUN/attr/< for/ADP/prep/<', 'Y/PROPN/pobj/<']]",120
C353491095,middle_paths_unrestricted_16,"A second reason: it turns out that Intel chips are faster and better than PowerPC chips after all, despite decades of vehement Apple fanboy arguments to the contrary.",Intel,Apple,NONE,BETTER,1.0,lex (unique),"A second reason: it turns out that Intel chips are faster and better', 'than PowerPC chips after all, despite decades of vehement Apple fanboy', 'arguments to the contrary.","[['X/ADJ/amod/> be/VERB/ROOT/^ decade/NOUN/pobj/< of/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/ADJ/amod/> be/VERB/ROOT/^ decade/NOUN/pobj/< of/ADP/prep/<', 'vehement/ADJ/amod/V Y/PROPN/pobj/<']]",166
C354897231,middle_paths_unrestricted_16,"As far as buy back concern, I believe Amazon is offering better deals then even the Microsoft croperate trade in program, especially for win8 tablets and etc.",Amazon,Microsoft,NONE,BETTER,1.0,lex (unique),"As far as buy back concern, I believe Amazon is offering better deals', 'then even the Microsoft croperate trade in program, especially for', 'win8 tablets and etc.","[['X/PROPN/nsubj/> offer/VERB/ROOT/^ Y/PROPN/appos/<'], ['X/PROPN/nsubj/> offer/VERB/ROOT/^ even/ADV/advmod/V Y/PROPN/appos/<'], ['X/PROPN/nsubj/> offer/VERB/ROOT/^ the/DET/det/V Y/PROPN/appos/<']]",158
C354912866,middle_paths_unrestricted_16,"As far as cleaner appearance... It's easier and safer to paint plastic electronic parts than wood, and MUCH easier to get a nice, shiny metallic appearance on it.",plastic,wood,WORSE,BETTER,1.0,lex (unique),"As far as cleaner appearance... It's easier and safer to paint plastic"", 'electronic parts than wood, and MUCH easier to get a nice, shiny', 'metallic appearance on it.",[['X/PROPN/amod/> part/NOUN/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<']],162
C358395075,middle_paths_unrestricted_16,"As good as she was in volleyball, I thought she was even better in football,"" Huser said.",volleyball,football,WORSE,NONE,1.0,lex (unique),"As good as she was in volleyball, I thought she was even better in', 'football,"" Huser said.","[['X/PROPN/npadvmod/> think/VERB/ROOT/^ be/VERB/ccomp/< good/ADJ/acomp/<', 'in/ADP/prep/< Y/PROPN/pobj/<']]",89
C358901539,middle_paths_unrestricted_16,"As he explained, ""Writing, reading, and organising e-mails is usually faster on my mobile device than on a laptop.",mobile,laptop,NONE,BETTER,0.8,lex (unique),"As he explained, ""Writing, reading, and organising e-mails is usually', 'faster on my mobile device than on a laptop.","[['X/ADJ/amod/> device/NOUN/ROOT/^ than/ADP/prep/< on/ADP/prep/<', 'Y/PROPN/pobj/<']]",114
C369095799,middle_paths_unrestricted_16,As much as I love PHP would it not be easier to implement this using JavaScript by hiding and showing layers dynamically depending on what is selected?,PHP,JavaScript,BETTER,WORSE,1.0,lex (unique),"As much as I love PHP would it not be easier to implement this using', 'JavaScript by hiding and showing layers dynamically depending on what', 'is selected?","[['X/PROPN/npadvmod/> be/VERB/ROOT/^ implement/VERB/xcomp/<', 'use/VERB/dobj/< Y/PROPN/dobj/<']]",151
C370643168,middle_paths_unrestricted_16,"A solid argument could be made for retrofuturism as one of automotive design's defining themes over the past few years... witness offerings like the Chrysler PT Cruiser, Volkswagen New Beetle, MINI Cooper, and more recently, the Chevrolet HHR and Toyota FJ.",Chrysler,Toyota,BETTER,NONE,1.0,lex (unique),"A solid argument could be made for retrofuturism as one of automotive', ""design's defining themes over the past few years... witness offerings"", 'like the Chrysler PT Cruiser, Volkswagen New Beetle, MINI Cooper, and', 'more recently, the Chevrolet HHR and Toyota FJ.","[['X/PROPN/compound/> cruiser/PROPN/ROOT/^ hhr/PROPN/conj/<', 'Y/PROPN/conj/<']]",257
C370644780,middle_paths_unrestricted_16,"A solid beer, no doubt, but just not my cup of tea.",beer,tea,BETTER,NONE,1.0,lex (unique),"A solid beer, no doubt, but just not my cup of tea.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ doubt/ADV/advmod/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ but/CONJ/cc/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ cup/NOUN/conj/V Y/PROPN/pobj/<']]",51
C370649244,middle_paths_unrestricted_16,A solid concrete base is important for firmly setting wood or metal posts.,concrete,metal,BETTER,NONE,1.0,lex (unique),"A solid concrete base is important for firmly setting wood or metal', 'posts.","[['X/ADJ/amod/> be/VERB/ROOT/^ for/ADP/prep/< set/VERB/pcomp/<', 'wood/NOUN/dobj/< Y/PROPN/conj/<']]",74
C375165985,middle_paths_unrestricted_16,Assigning Java objects to Ruby objects,Java,Ruby,BETTER,NONE,1.0,lex (unique),Assigning Java objects to Ruby objects,[['X/ADJ/amod/> object/NOUN/ROOT/^ to/ADP/prep/< Y/PROPN/pobj/<']],38
D390021810,middle_paths_unrestricted_16,"But I don't think that has anything to do with the subject at hand, really, unless we're going to start gathering grudges against Amazon because they're good at their business and better at marketing than Sony.",Amazon,Sony,NONE,BETTER,1.0,lex (unique),"But I don't think that has anything to do with the subject at hand,"", ""really, unless we're going to start gathering grudges against Amazon"", ""because they're good at their business and better at marketing than"", 'Sony.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], [""X/PROPN/ROOT/^ 're/VERB/advcl/V Y/PROPN/pobj/<""]]",210
D404375057,middle_paths_unrestricted_16,But now version 2.7.6 is over two times faster than MySQL and over twenty times faster than PostgreSQL.,MySQL,PostgreSQL,NONE,BETTER,0.6,lex (unique),"But now version 2.7.6 is over two times faster than MySQL and over', 'twenty times faster than PostgreSQL.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ faster/ADV/conj/V Y/PROPN/pobj/<']]",103
D406091925,middle_paths_unrestricted_16,"But perhaps better to have a Full frame body with a 24-70, or a Sigma 35mm or 50mm f/1.4 Art or a Nikon 24mm f/1.4.",Sigma,Nikon,WORSE,NONE,1.0,lex (unique),"But perhaps better to have a Full frame body with a 24-70, or a Sigma', '35mm or 50mm f/1.4 Art or a Nikon 24mm f/1.4.",[['X/PROPN/nsubj/> mm/NOUN/ROOT/^ art/NOUN/conj/< Y/PROPN/conj/<']],115
D414243132,middle_paths_unrestricted_16,"But then Motorola fell behind (when Apple switched to Intel, its computers were suddenly 4x faster).",Apple,Intel,BETTER,NONE,0.8,lex (unique),"But then Motorola fell behind (when Apple switched to Intel, its', 'computers were suddenly 4x faster).",[['X/PROPN/nsubj/> switch/VERB/ROOT/^ to/ADP/prep/< Y/PROPN/pobj/<']],100
D425381324,middle_paths_unrestricted_16,But why is OpenGL better than Direct3D?,OpenGL,Direct3D,NONE,BETTER,1.0,lex (unique),But why is OpenGL better than Direct3D?,[['NOPATH']],39
D426042321,middle_paths_unrestricted_16,"but with vr/ar you could also have interaction with virtual individual/avatars....a better 2nd place of IBM or other social interaction...gaming, sexual , or other.....you'd need your smartphone in the Google vr cardboard or newer device form factor, dual screen support, arbitrary object and framework, granular archiving, ability to change that part of the screen which changes( like with motion vector estimation) but would also entail , hopefully, 744 in how you build apps/web pages/ and cooperation of autodesk/msft project spark?",IBM,Google,BETTER,NONE,1.0,lex (unique),"but with vr/ar you could also have interaction with virtual', 'individual/avatars....a better 2nd place of IBM or other social', ""interaction...gaming, sexual , or other.....you'd need your smartphone"", 'in the Google vr cardboard or newer device form factor, dual screen', 'support, arbitrary object and framework, granular archiving, ability', 'to change that part of the screen which changes( like with motion', 'vector estimation) but would also entail , hopefully, 744 in how you', 'build apps/web pages/ and cooperation of autodesk/msft project spark?","[['X/PROPN/dep/> need/VERB/ROOT/^ smartphone/NOUN/dobj/< in/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/dep/> or/CONJ/cc/V need/VERB/ROOT/^ smartphone/NOUN/dobj/<', 'in/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/dep/> interaction/NOUN/conj/V need/VERB/ROOT/^', 'smartphone/NOUN/dobj/< in/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/dep/> need/VERB/ROOT/^ smartphone/NOUN/dobj/< in/ADP/prep/<', 'the/DET/det/V Y/PROPN/pobj/<']]",536
D433233727,middle_paths_unrestricted_16,"By most accounts, dealing with Amazon is actually much worse for developers than dealing with Apple.",Amazon,Apple,NONE,WORSE,1.0,lex (unique),"By most accounts, dealing with Amazon is actually much worse for', 'developers than dealing with Apple.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ bad/ADJ/acomp/< than/ADP/prep/<', 'deal/VERB/pcomp/< with/ADP/prep/< Y/PROPN/pobj/<']]",100
D439556328,middle_paths_unrestricted_16,"Cadillac will be able to command a higher price than Buick would be able to, thus helping to pay off development costs of teh Voltec and allow GM to lower the prices for this technology faster.",Cadillac,Buick,WORSE,BETTER,0.8,lex (unique),"Cadillac will be able to command a higher price than Buick would be', 'able to, thus helping to pay off development costs of teh Voltec and', 'allow GM to lower the prices for this technology faster.",[['X/PROPN/nsubj/> be/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<']],193
D440848821,middle_paths_unrestricted_16,california is doing worse than pennsylvania and Ohio ... the two Rust Belt states that have figured prominently in the presidential primary elections because of their lost manufacturing jobs.,california,pennsylvania,BETTER,WORSE,0.6,lex (unique),"california is doing worse than pennsylvania and Ohio ... the two Rust', 'Belt states that have figured prominently in the presidential primary', 'elections because of their lost manufacturing jobs.","[['X/PROPN/nsubj/> do/VERB/ROOT/^ bad/ADJ/advmod/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",191
D454459821,middle_paths_unrestricted_16,"Carsten asked why the use of SQLite was not recommended because, for smaller installations, it is easier to maintain than MySQL.",SQLite,MySQL,NONE,BETTER,0.8,lex (unique),"Carsten asked why the use of SQLite was not recommended because, for', 'smaller installations, it is easier to maintain than MySQL.","[['X/PROPN/nsubjpass/> recommend/VERB/ROOT/^ be/VERB/advcl/<', 'easy/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<']]",128
D465083528,middle_paths_unrestricted_16,Chances Rodriguez will have better offensive linemen on his michigan teams than he had at West virginia: roughly 120%.,michigan,virginia,NONE,BETTER,1.0,lex (unique),"Chances Rodriguez will have better offensive linemen on his michigan', 'teams than he had at West virginia: roughly 120%.","[['X/ADJ/amod/> team/NOUN/ROOT/^ have/VERB/advcl/< at/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/ADJ/amod/> team/NOUN/ROOT/^ have/VERB/advcl/< at/ADP/prep/<', 'west/PROPN/compound/V Y/PROPN/pobj/<']]",118
D473121402,middle_paths_unrestricted_16,"Chevrolet has the pickup truck launch coming this year,"" she says, ""which will make a big impact, but with the new Corolla coming later this year, Toyota should be in a better place -- fixing a weak link in their lineup.""",Chevrolet,Toyota,WORSE,NONE,1.0,lex (unique),"Chevrolet has the pickup truck launch coming this year,"" she says,', '""which will make a big impact, but with the new Corolla coming later', 'this year, Toyota should be in a better place -- fixing a weak link in', 'their lineup.""","[['X/PROPN/nsubj/> have/VERB/ccomp/> have/VERB/ROOT/^ Y/PROPN/nsubj/<'], ['X/PROPN/nsubj/> have/VERB/ccomp/> have/VERB/ROOT/^ with/ADP/prep/V', 'Y/PROPN/nsubj/<']]",221
D481149317,middle_paths_unrestricted_16,"cider, generally, is slower then beer to develop flavors so don't rush it and you will enjoy the results.",cider,beer,BETTER,WORSE,1.0,lex (unique),"cider, generally, is slower then beer to develop flavors so don't rush"", 'it and you will enjoy the results.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/npadvmod/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ then/ADV/advmod/V Y/PROPN/npadvmod/<']]",105
D484229809,middle_paths_unrestricted_16,"claim 16 , wherein said solid unitary metal housing comprises aluminum.",metal,aluminum,BETTER,NONE,1.0,lex (unique),"claim 16 , wherein said solid unitary metal housing comprises', 'aluminum.",[['X/PROPN/nsubj/> comprises/NOUN/ROOT/^ Y/PROPN/dobj/<']],71
D489227210,middle_paths_unrestricted_16,"Clearly you've never used good Leica or Zeiss lenses, they sure produce better image quality than ostensive good Nikon lenses.",Leica,Nikon,WORSE,BETTER,1.0,lex (unique),"Clearly you've never used good Leica or Zeiss lenses, they sure"", 'produce better image quality than ostensive good Nikon lenses.","[['X/PROPN/poss/> produce/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/poss/> or/CONJ/cc/V produce/VERB/ROOT/^ than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/poss/> zeiss/PROPN/conj/V produce/VERB/ROOT/^ than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/poss/> produce/VERB/ROOT/^ than/ADP/prep/<', 'ostensive/ADJ/amod/V Y/PROPN/pobj/<'], ['X/PROPN/poss/> produce/VERB/ROOT/^ than/ADP/prep/< good/ADJ/amod/V', 'Y/PROPN/pobj/<']]",126
D494459880,middle_paths_unrestricted_16,"cnn, at this point you're no better than fox News.",cnn,fox,BETTER,WORSE,1.0,lex (unique),"cnn, at this point you're no better than fox News.","[[""X/PROPN/npadvmod/> 're/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/<"", 'Y/PROPN/pobj/<']]",50
D494503195,middle_paths_unrestricted_16,cnn is truly become worse than fox was during the bush admin.,cnn,fox,BETTER,WORSE,1.0,lex (unique),cnn is truly become worse than fox was during the bush admin.,"[['X/PROPN/nsubj/> become/VERB/ROOT/^ bad/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",61
D495617313,middle_paths_unrestricted_16,"Coca-Cola per say is not worse than any other type of cola, like Pepsi, or generic branded cola.",Coca-Cola,Pepsi,BETTER,NONE,0.8,lex (unique),"Coca-Cola per say is not worse than any other type of cola, like', 'Pepsi, or generic branded cola.","[['X/NOUN/nsubj/> be/VERB/ROOT/^ bad/ADJ/acomp/< than/ADP/prep/<', 'type/NOUN/pobj/< like/ADP/prep/< Y/PROPN/pobj/<'], ['X/NOUN/nsubj/> per/ADP/prep/V be/VERB/ROOT/^ bad/ADJ/acomp/<', 'than/ADP/prep/< type/NOUN/pobj/< like/ADP/prep/< Y/PROPN/pobj/<']]",96
D501552780,middle_paths_unrestricted_16,"Come On Man georgia is not better than oregon, no way and they almost beat them.",georgia,oregon,BETTER,WORSE,1.0,lex (unique),"Come On Man georgia is not better than oregon, no way and they almost', 'beat them.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",80
D501575099,middle_paths_unrestricted_16,"Come on now Windows 8 may not be Windows 7 in popularity but it is actually a better, faster and more secure OS.",Windows 8,Windows 7,NONE,BETTER,1.0,lex (unique),"Come on now Windows 8 may not be Windows 7 in popularity but it is', 'actually a better, faster and more secure OS.",[['X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/attr/<']],112
D502588699,middle_paths_unrestricted_16,"Coming from the PHP ""language"", we have far worse problems than the explicit self required in Python.",PHP,Python,NONE,WORSE,1.0,lex (unique),"Coming from the PHP ""language"", we have far worse problems than the', 'explicit self required in Python.","[['X/PROPN/npadvmod/> have/VERB/ROOT/^ problem/NOUN/dobj/<', 'than/ADP/prep/< self/NOUN/pobj/< require/VERB/acl/< in/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/npadvmod/> language/NOUN/dobj/V have/VERB/ROOT/^', 'problem/NOUN/dobj/< than/ADP/prep/< self/NOUN/pobj/<', 'require/VERB/acl/< in/ADP/prep/< Y/PROPN/pobj/<']]",101
D506840548,middle_paths_unrestricted_16,"Compared to PHP, TCL, REXX (or C for that matter), it is a lot easier to make nicely modular and object-oriented code in Python.",PHP,Python,BETTER,NONE,1.0,lex (unique),"Compared to PHP, TCL, REXX (or C for that matter), it is a lot easier', 'to make nicely modular and object-oriented code in Python.","[['X/PROPN/npadvmod/> be/VERB/ROOT/^ easy/ADJ/acomp/< make/VERB/xcomp/<', 'in/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/npadvmod/> tcl/PROPN/conj/V be/VERB/ROOT/^ easy/ADJ/acomp/<', 'make/VERB/xcomp/< in/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/npadvmod/> for/ADP/prep/V be/VERB/ROOT/^ easy/ADJ/acomp/<', 'make/VERB/xcomp/< in/ADP/prep/< Y/PROPN/pobj/<']]",128
