,sentence,object_a,object_b,predicted,gold,origin
1444,"misunderstanding to think that Ruby is an attempt at better Perl,",Ruby,Perl,NONE,ARG,unigrams
1445,"Along with iPad2, Apple is also releasing iOS 4.3: faster Safari for web browsing, iTunes home sharing to get all of your content directly over WiFi, automatically finds & connects to Apple TV, personal hotspot (iPhone 4 only)",iOS,Apple TV,ARG,NONE,unigrams
1447,You don't want super sticky rubber though because it will wear out faster on concrete tees.,concrete,rubber,NONE,ARG,unigrams
1449,"So, yes, PHP is getting better and better while catching up with Java.",Java,PHP,NONE,ARG,unigrams
1451,"I will admit that I do tend to slide into ""Scala as a better Java"" state of mind when I should know better.",Java,Scala,NONE,ARG,unigrams
1453,The problems with DRM and finding books make Borders and the Sony Reader not that much better in my opinion from Amazon and the Kindle.,Sony,Amazon,ARG,NONE,unigrams
1455,"No, I've had some very bad experiences with a bad language :-) And having started getting into Groovy, I might say that time spent on something like, say, closures, would be time better spent in the Java world then parametric polymorphism.",Java,Groovy,NONE,ARG,unigrams
1466,It's more explicit and faster (especially since regex in Python is not super optimized like Perl).,Python,Perl,NONE,ARG,unigrams
1469,"Apple is just as bad as Microsoft, if not worse.",Microsoft,Apple,NONE,ARG,unigrams
1480,30% better in MySQL 5.0.20a and 37% better in PostgreSQL 8.2-dev.,MySQL,PostgreSQL,NONE,ARG,unigrams
1482,"So then it comes down to Intel, will they provide another new SL9x00 CPU faster than 2.13 GHz for Apple?",Apple,Intel,ARG,NONE,unigrams
1483,"The player is working just as well as my older Toshiba 1080p upconverting DVD player/recorder and I think the quality is actually better on my Samsung 61"" DLP 1080p HDTV.",Samsung,Toshiba,NONE,ARG,unigrams
1488,"For production I prefer PostgreSQL because it's free,fast(comparing to Oracle it's almost twice faster on my projects), easy to use and distribute and quite powerful.",Oracle,PostgreSQL,NONE,ARG,unigrams
1491,I totally agree with your conclusion that Sony products are better off tham Apple products.,Apple,Sony,NONE,ARG,unigrams
1492,"Even when Sony entered the market with its own streaming box, it was an inferior product with nothing to differentiate it from Apple TV, Roku, or Google TV.",Apple,Sony,ARG,NONE,unigrams
1493,"Play To, almost completely worthless in Windows 7, is now even harder to use in Windows 8.",Windows 7,Windows 8,NONE,ARG,unigrams
1494,"From here on out the skiing will get worse, but fishing and flower gazing will improve.",fishing,skiing,NONE,ARG,unigrams
1499,"Its Azure PaaS/IaaS platform hasn't overtaken Amazon yet in market share, but Microsoft has enjoyed nine straight quarters of growth at 10 percent or better .",Microsoft,Amazon,NONE,ARG,unigrams
1504,"kennedy was searching for a political weapon to offset the superior background in national security affairs of his opponent, nixon.",kennedy,nixon,ARG,NONE,unigrams
1507,"If the SEC felt like dipping into the ACC, Clemson or North carolina would make more sense, but I still think missouri is a better fit.",carolina,missouri,NONE,ARG,unigrams
1508,The 2012 numbers provides better news for Samsung fans as it dethrones Nokia as the world's top cellphone manufacturer.,Nokia,Samsung,NONE,ARG,unigrams
1523,Nam Tai then obtained a commission for out of state discovery from the california Superior Court to depose AOL's custodian of records in the state of virginia.,california,virginia,ARG,NONE,unigrams
1528,"The ds versions looks really good, but wii could look alot better.",wii,ds,NONE,ARG,unigrams
1530,ur kidding right ?? i use core i5 and 4gb ram with this graphics 45 fps no less than that number iam sure i can i make it (and any game) hit 120 fps simply doing 1 thing which is installing the ugly Windows XP sp3 (it dont even compare to Windows 8 beauty) but its about 3 times faster,Windows XP,Windows 8,NONE,ARG,unigrams
1532,"I really had been leaning to a 61"" Samsung but after looking at both again decided the Toshiba was just as good, 4"" larger AND a much better buy.",Samsung,Toshiba,NONE,ARG,unigrams
1545,After working for years in PHP he finally found the far superior Ruby on Rails.,Ruby,PHP,NONE,ARG,unigrams
1546,"All in all, cafe Habana was a solid, but not spectacular restaurant.",restaurant,cafe,ARG,NONE,unigrams
1551,I have found that OpenGL games run better on Linux+Intel 3000 and Direct3D games could go either way(PlayOnLinux+Intel vs native+AMD) usually with only a 5-10% difference.,OpenGL,Direct3D,NONE,ARG,unigrams
1553,"Toyota continues to dominate the market with an excellent 21.2% share this month thanks to 884 sales, ahead of BMW very solid at 631 units and 15.1% vs. 13% year-to-date, Mercedes with 510 sales and 12.2% and Volkswagen at 456 units and 10.9% vs. 9.1% year-to-date.",Toyota,BMW,NONE,ARG,unigrams
1554,"CatZilla is a stern test and it's shown in how far down the graph you have to scan to come across the MSI, and although the overclock helps the situation there is obviously better performance to be had from the 290X, as it should be, and the Nvidia cards.",Nvidia,MSI,ARG,NONE,unigrams
1556,You also shouldn't know whether the SSD is a decent quality Samsung a much slower and lower quality Toshiba.,Samsung,Toshiba,NONE,ARG,unigrams
1570,It's like giving up my Toyota because somebody promises that the new Ford is better.,Ford,Toyota,NONE,ARG,unigrams
1571,"Something discovered courtesy of the Google Art Project is James Cox's splendid Peacock Clock automaton, an exhibit at the Hermitage Museum, St Petersburg: The history of the Hermitage's Peacock Clock begins in 1777, when the Duchess of Kingston visited St Petersburg.",Google,Kingston,ARG,NONE,unigrams
1573,With my super fast SSD I find that Windows 7 loads no slower Windows 8.,Windows 7,Windows 8,NONE,ARG,unigrams
1576,"In fact, Amazon did poorly in Google overall in general.",Google,Amazon,NONE,ARG,unigrams
1577,"Python skills a plus, but not required, especially if you're solid at JavaScript.",Python,JavaScript,NONE,ARG,unigrams
1581,In terms of connectivity the 2230s comes with Marvell 10/100/1000 Ethernet and built-in modem.Â While the modem is probably largely obsolete for Internet connectivity it is handy if you need to send or receive a fax while on the move.Â Wireless connectivity is provided through a Broadcom wireless adaptor that supports 802.11a/b/g/n draft 2.0 standard as well as Bluetooth 2.0.Â Although it's not difficult to hook the unit up to a wireless network within Windows the supplied HP Wireless Assist software makes it even easier.,Ethernet,Bluetooth,ARG,NONE,unigrams
1584,"In this environment having less is more, few models like Apple, creates better volumes of manufacturing efficiency, thus undermining the Dell manufacturing model of the 1990's.",Apple,Dell,NONE,ARG,unigrams
1585,"football was lousy, basketball was worse and baseball -- though far more successful than the others -- didn't make money.",football,baseball,NONE,ARG,unigrams
1587,"The lens from Sigma just as good(or better) as any other lenses from Nikon , Cannon or Minolta.",Sigma,Nikon,NONE,ARG,unigrams
1589,"I've written largish scripts / apps in Python and Ruby and I've written some decent Java in the past, but I'm really a high performance LAMP, JavaScript hacker, Drupal expert and Scrum master / Sales engineer.",Python,JavaScript,ARG,NONE,unigrams
1592,PHP is definitely far worse that Perl .,PHP,Perl,NONE,ARG,unigrams
1597,"Money is available, but authorization to use it is being withheld until Chevrolet does better in this little sales tussle with Ford.",Ford,Chevrolet,NONE,ARG,unigrams
1598,I say Google is the new Microsoft and in many cases they are even worse.,Microsoft,Google,NONE,ARG,unigrams
1608,"IMHO Lisp is way too heavy on the parenthesis, a Java program is easier to read.",Java,Lisp,NONE,ARG,unigrams
1614,Python is easier to read (Matlab is more like Ruby or Lua).,Ruby,Python,NONE,ARG,unigrams
1619,"Many who insist on FOSS compromise for proprietary software and if the openwashing PR works (many thing of Oracle and VMware as 'Linux-friendly' due to marketing), then better options like PostgreSQL or MySQL (and KVM) get ignored or only scarcely explored.",Oracle,PostgreSQL,ARG,NONE,unigrams
1620,"Recently, however, I've ditched the laptop for a small VGA adaptor that plugs directly into my iphone ... so much easier!",laptop,iphone,NONE,ARG,unigrams
1621,"That's true, function passing is painless in Python and a little harder in Ruby.",Ruby,Python,NONE,ARG,unigrams
1622,"Following a wedding trip to the North Shore of Lake Superior, the couple is living in Willmar where the bride is employed as the director of catering by the Green Mill and holiday Inn and Willmar Conference Center.",holiday,wedding,ARG,NONE,unigrams
1624,"These days we have the more-green-than-you symbol (hybrids, electrics, SmartCars in the US), the faster-than-you symbol (declining, but still there), the whole array of bigger-than-you symbols (extended-axle crew-cab XDuty pickups, Hummer anything, Cadillac Escalade), and the persistence of the richer-than-you symbols (denoted by brands such as Lexus at the bottom and increasing up through Porsche, and on into the boutique makers).",Cadillac,Lexus,ARG,NONE,unigrams
1625,"But with the 3.73 rear axle as tested, the Chevrolet Silverado finished in third place pulling the trailer from 0 to 60-mph in 22.6 seconds, 6.5-seconds behind the Toyota Tundra and 1.1-seconds slower than the Dodge Ram.",Toyota,Chevrolet,NONE,ARG,unigrams
1631,"Ruby is arguably a nicer language once you know it, given PHP is an ugly piece of shit.",Ruby,PHP,NONE,ARG,unigrams
1632,"My new Dell M90 (Dual Core 2 @ 2.33Ghz, 2GB RAM, Quadro3500, SATA 7200RPM) running Vista x64 is SLOWER than building the same solution on my IBM/Lenovo T43 (Pentium M @ 1.8Ghz, 2 GB RAM..) running Windows 2003 Server.",IBM,Dell,ARG,NONE,unigrams
1633,"My last PC had Windows 7 and I would use it from time to time until I realized Windows 8 was better, faster and had less problems.",Windows 7,Windows 8,NONE,ARG,unigrams
1640,"However, I do wish it was optimized better, but PHP is not Java.",Java,PHP,NONE,ARG,unigrams
1642,"This is where Scala stops being a better Java, in the sense Groovy is, and becomes its own language.",Java,Scala,NONE,ARG,unigrams
1646,"Windows 7 (rock solid 64-bit stability & modern, visual appeal), Windows XP (power features of NT with the beauty of Win95) and Windows 95 (Seriously, the most awesome OS of its era, a 10x improvement over Windows 3.11) were all fantastic hits; can anyone explain to me how Windows 8 will improve computing life?",Windows XP,Windows 8,ARG,NONE,unigrams
1649,"Other JVM languages - Java is a solid od workhorse, but the real innovation is happening with the new JVM langauges (Scala, Clojure in particular).",Java,Scala,NONE,ARG,unigrams
1650,michigan  ran into one of the nation's better defenses in a 12 point loss at virginia.,virginia,michigan,NONE,ARG,unigrams
1651,This is easier for some languages who have more syntactic sugar (like Ruby or Scala) and much more difficult for others (like Java).,Java,Scala,NONE,ARG,unigrams
1661,espn gets much better and fox falls apart - how can that be?,fox,espn,NONE,ARG,unigrams
1665,"In many ways, Scala is a superior language because it relieves many of the age-old, time-consuming Java programming headaches.",Java,Scala,NONE,ARG,unigrams
1666,"Honda and Toyota may have factories here, but they're not controlled by an outside and (IMO) inferior corporate source such as Renault or Ford.",Ford,Toyota,ARG,NONE,unigrams
1672,"The Nissan was better, it never left me walking like the Toyota did on several occasions.",Toyota,Nissan,NONE,ARG,unigrams
1678,If you detect a decent OpenGL implementation you could use that as the primary path; then back off to Direct3D for the 35% that don't have GL drivers; then finally to GDI.,OpenGL,Direct3D,ARG,NONE,unigrams
1680,Soriano produced a steel prototype in Palo Alto that was never put into production - timber was easier.,steel,timber,NONE,ARG,unigrams
1685,Try shooting a wedding on a manual focus Hasselblad and a Nikon F3 or worse still a Leica ;),Nikon,Leica,NONE,ARG,unigrams
1688,Alonso/Renault got the better of Michael/Ferrari in 2006.,Ferrari,Renault,NONE,ARG,unigrams
1689,"TidBits discovered you can connect pretty much any USB headset, headphones, or microphone, which turns the iPad into a pretty decent little Skype device (with better quality sound than you'd get with Bluetooth).",USB,Bluetooth,ARG,NONE,unigrams
1703,"Even if this juice isn't your typical cider, it's just as good if not better in our opinion!",juice,cider,NONE,ARG,unigrams
1709,"georgia looked much better against missouri, particularly in the second half than it did at any point against Buffalo and might be putting things together now.",georgia,missouri,NONE,ARG,unigrams
1716,"In our panel on The Future of Code I observed that IBM was a company that had gone through a near-death experience yet had come through to the other side wiser and stronger, that Microsoft was a company undergoing a midlife crisis, and that Google was a company in serious need of adult supervision - at which point Vint Cerf piped up from the audience saying ""why do you think they hired me?"" Another highlight of these past months was my appointment to the board of trustees for the Computer History Museum .",Google,IBM,ARG,NONE,unigrams
1724,"All my friends who have computers was still running Windows 98, and I recall that Windows XP ran muuuuuuuuuuuch faster than 98 in my (still outdated) AMD Athlon 700MHz.",Windows XP,Windows 98,NONE,ARG,unigrams
1726,Conclusion: Google is acting the same (arguably even worse) as Microsoft used to in the 90s.,Microsoft,Google,NONE,ARG,unigrams
1728,"The rankings have not changed since April, though Nintendo's wii did do quite a bit better while the ds fared slightly worse.",wii,ds,NONE,ARG,unigrams
1733,You could make it in Java but its probably going to be a lot easier in PHP.,Java,PHP,NONE,ARG,unigrams
1744,"Sigma makes some decent lenses, but Nikon knows their own exposure system better than anyone.",Sigma,Nikon,NONE,ARG,unigrams
1762,JavaScript is just as bad as PHP if not worse now that someone's tried to port it to server side.,PHP,JavaScript,NONE,ARG,unigrams
1765,"Currently the implementation uses SQLite database (I'm quite addicted to its dynamic typing), but if migrated to MySQL or larger RDBMS, it would run tons faster.",MySQL,SQLite,NONE,ARG,unigrams
1769,Cooler server side scripting languages of the day like Ruby and Python are a lot less like C. Therefore learning PHP and JavaScript is a great place to start.,Python,JavaScript,NONE,ARG,unigrams
1777,"Why is Honda still in F1? Like Toyota, year-in-and-year-out they continue to show they are inferior to Ferrari, Mercedes, BMW and Renault.",Honda,BMW,NONE,ARG,unigrams
1779,She enjoys pointing out how much nicer the weather is in california compared to michigan.,california,michigan,NONE,ARG,unigrams
1780,"Python isn't perfect, but it sure made a lot of things easier when coming from C++/Java/Perl",Java,Python,NONE,ARG,unigrams
1785,Also I think the high end canon lenses are better than the top Nikon ones these day (although neither matches zeiss/Leica lenses).,Nikon,Leica,NONE,ARG,unigrams
1786,"The old Sigma was not that great, Tokina and Tamron (of course Nikon) was better.",Sigma,Nikon,NONE,ARG,unigrams
1790,"I would think that dynamic languages (new dialects of Lisp, etc.) will see a renaissance in the medium-term future, simply because hardware is now available to accomodate these systems and languages like Java, Python are all moving in that direction (especially when mixed with Javascript and XML to provide some poor man's S-expressions), and more ambitious projects in dynamic modelling and simulation can be attempted because of more powerful hardware and better understood problem domains than 20 years ago.",Python,Lisp,ARG,NONE,unigrams
1792,"Google is the main player now, Microsoft are just plain inferior in Mobile.",Microsoft,Google,NONE,ARG,unigrams
1794,"Perl, Python, Ruby, etc. are very robust for handling text and, in most cases, much easier to maintain then a set of piped calls to cut, AWK, grep, ... For example, something simple in Ruby might look like:",Perl,AWK,ARG,NONE,unigrams
1797,95% of the the things I do with my laptop on the road will be accomplished far easier and faster with the iphone.,laptop,iphone,NONE,ARG,unigrams
1804,As much as I love PHP would it not be easier to implement this using JavaScript by hiding and showing layers dynamically depending on what is selected?,PHP,JavaScript,NONE,ARG,unigrams
1810,":-) That said, MySQL still doesn't handle parallel load nearly as well as PostgreSQL, it's just better than it once was.",MySQL,PostgreSQL,NONE,ARG,unigrams
1812,"Remember, you're the one that said the wii was the better Mercedez and the ps3 was the worse KIA.",wii,ps3,NONE,ARG,unigrams
1815,The move from System p to Intel-based blades was made easier by the fact that the IBM has embraced the Linux platform.,IBM,Intel,NONE,ARG,unigrams
1817,"But those games are both available for ds and Wii as well, its just simply that we were able to get better deals on the ps2 versions.",ds,ps2,NONE,ARG,unigrams
1818,2. Ease-of-learning: Scala is probably a bit easier for Java folks.,Java,Scala,NONE,ARG,unigrams
