,caption,sentence,object_a,object_b,predicted,gold,binary,occ
1338,"unigrams ('middle part', ExtractMiddlePart(processing=None))","A sweep this weekend would put them 1 point behind harvard for second, and move them to no worse than a tie with dartmouth.",harvard,dartmouth,WORSE,NONE,False,2
1339,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Sony can now build up from the Cell and just make it more powerful and faster in the way Intel advances their tech.,Sony,Intel,NONE,BETTER,False,2
1340,"unigrams ('middle part', ExtractMiddlePart(processing=None))","In other words, CoffeeScript is an attempt to replace JavaScript syntax with a better one based on experiences from Ruby and Python worlds.",Python,JavaScript,NONE,WORSE,False,2
1341,"unigrams ('middle part', ExtractMiddlePart(processing=None))","The sandwich would have been perfect with a better cooked egg, but the sausage was fennelly, tasty, and totally worth the extra 100% saturated fat.",sandwich,sausage,WORSE,NONE,False,2
1342,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Python/Django/GeoDjango are a mature combination, with a somewhat slower, steadier development pace than Ruby/Rails/RGeo, which ...",Ruby,Python,WORSE,BETTER,False,1
1343,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Exactly like Windows XP and 7 and nothing like Windows 8. but with better performance,Windows XP,Windows 8,NONE,WORSE,False,2
1344,"unigrams ('middle part', ExtractMiddlePart(processing=None))","There are other languages which may be better suited than PHP if you want to see things from a different angle - I suggest that you try a functional language like Lisp, Scheme, Haskell, F#, or a weakly typed language like Python.",Python,Lisp,NONE,BETTER,False,2
1345,"unigrams ('middle part', ExtractMiddlePart(processing=None))","No car drives nicer and safer than this one, made of a real steel, not plastic or aluminum.",steel,aluminum,NONE,BETTER,False,2
1346,"unigrams ('middle part', ExtractMiddlePart(processing=None))",google+ is a better facebook.,google,facebook,NONE,BETTER,False,2
1347,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Perl isn't inherently a better language than Java.,Java,Perl,BETTER,WORSE,False,1
1348,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Volkswagen improves slightly slower than the market at +28% to 10% share in May, followed by Peugeot (+52%), Mercedes (+29%), BMW (+14%), Nissan up a gargantuan 79% and Ford up an equally impressive 78%.",Ford,Nissan,NONE,BETTER,False,2
1349,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Now that I think about it, the beer being distilled couldn't be any worse than the tomato juice being distilled.",beer,juice,WORSE,BETTER,False,1
1350,"unigrams ('middle part', ExtractMiddlePart(processing=None))",So why is Mario golf World Tour superior to Mario tennis Open?,golf,tennis,NONE,BETTER,False,2
1351,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Lo and behold, the same code runs 280 times slower when compiled as a Groovy class than its Java counterpart.",Java,Groovy,BETTER,NONE,False,2
1352,"unigrams ('middle part', ExtractMiddlePart(processing=None))","- QUICK MOVEMENT The speed of your player is based on the weight of your gun, so when the round starts, switching to the pistol or even better, your knife, will result in much faster movement.",knife,pistol,NONE,WORSE,False,2
1353,"unigrams ('middle part', ExtractMiddlePart(processing=None))",north carolina is not safer than california.,california,carolina,BETTER,WORSE,False,1
1354,"unigrams ('middle part', ExtractMiddlePart(processing=None))","With most Java code I seldom have to use the source, but for the Scala code it seems easier to start with the source.",Java,Scala,NONE,WORSE,False,1
1355,"unigrams ('middle part', ExtractMiddlePart(processing=None))",I think the problem that both Apple and Google have is that Intel is getting better at making low power x86 chips.,Google,Intel,NONE,WORSE,False,2
1356,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Also I think the high end canon lenses are better than the top Nikon ones these day (although neither matches zeiss/Leica lenses).,Nikon,Leica,NONE,WORSE,False,2
1357,"unigrams ('middle part', ExtractMiddlePart(processing=None))",The emphasis is surprisingly different: Scala is very much about better component oriented programming for the Java platform.,Java,Scala,BETTER,NONE,False,2
1358,"unigrams ('middle part', ExtractMiddlePart(processing=None))","It would be faster to turn on Windows XP, wait 10 minutes for it to boot, and check email that way."" - TechTarget news director Bridget Botelho's husband, on the non-intuitive nature of Windows 8 on a Samsung Series 7 Slate tablet .",Windows XP,Windows 8,NONE,BETTER,False,1
1359,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Indeed is even worse; Ruby shows about 10K hits there, compared to 20K for PHP and 100K for Java.",Java,PHP,NONE,WORSE,False,2
1360,"unigrams ('middle part', ExtractMiddlePart(processing=None))",steel will oxidize (rust) faster than aluminum.,steel,aluminum,BETTER,WORSE,False,1
1361,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Anyway, I think OpenGL is as fast as Direct3D or faster...",OpenGL,Direct3D,NONE,BETTER,False,2
1362,"unigrams ('middle part', ExtractMiddlePart(processing=None))",You also shouldn't know whether the SSD is a decent quality Samsung a much slower and lower quality Toshiba.,Samsung,Toshiba,NONE,BETTER,False,2
1363,"unigrams ('middle part', ExtractMiddlePart(processing=None))",harvard is better than Western New England and stanford is better than GGU.,harvard,stanford,BETTER,NONE,False,2
1364,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Now this last system used only a 1.8GHz Opteron 144 processor as opposed to the 2.0GHz Opteron 246 of the IBM systems, so the Intel compiler is actually faster at 1093/1162.",IBM,Intel,NONE,WORSE,False,2
1365,"unigrams ('middle part', ExtractMiddlePart(processing=None))",After 15+ years of C++/Java and OO we would still all be better off programming in Lisp.,Java,Lisp,NONE,WORSE,False,2
1366,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Amazon literally bulldozed upcoming competitors like Microsoft and Google by using its far superior product offerings and extensive networks.,Google,Amazon,NONE,BETTER,False,2
1367,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Yes, Toyota sells more vehicles but BMW makes a vehicle that delivers a much better driving experience.",Toyota,BMW,NONE,BETTER,False,2
1368,"unigrams ('middle part', ExtractMiddlePart(processing=None))","But, that Acer does not have a dedicated video card (it's using built in Intel Graphics instead) and it uses a slightly slower Core i7 4770 CPU (versus the slightly faster Core i7 4790 CPU in the Dell config you're looking at).",Intel,Dell,NONE,WORSE,False,1
1369,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Terrible football field; worse baseball field.,football,baseball,NONE,BETTER,False,2
1370,"unigrams ('middle part', ExtractMiddlePart(processing=None))","FMHR trader Stephanie Link is a bull on Coca-Cola, while Mike Murphy likes Pepsi's stock better.",Coca-Cola,Pepsi,NONE,WORSE,False,2
1371,"unigrams ('middle part', ExtractMiddlePart(processing=None))",OO (with Smalltalk being much more heavily OO than Java).,Java,Smalltalk,BETTER,WORSE,False,1
1372,"unigrams ('middle part', ExtractMiddlePart(processing=None))",The Buick is a far better driver but doesn't have the wretched excess appeal of the Cadillac.,Cadillac,Buick,WORSE,NONE,False,2
1373,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Yeah, it's much easier to compete with Nokia than Samsung.",Nokia,Samsung,BETTER,NONE,False,2
1374,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Server side JavaScript does exist, but wouldn't it be easier just to reimplement the JS function in your PHP code?",PHP,JavaScript,BETTER,NONE,False,2
1375,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Chevrolet has the pickup truck launch coming this year,"" she says, ""which will make a big impact, but with the new Corolla coming later this year, Toyota should be in a better place -- fixing a weak link in their lineup.""",Toyota,Chevrolet,WORSE,NONE,False,1
1376,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Its the same with Windows 8 over Windows 7 it runs better on older hardware.,Windows 7,Windows 8,NONE,BETTER,False,2
1377,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Although IBM has extensive retail offerings, that's no excuse for a bumpy shopping site; Dell seems to manage its extensive retail much better.",IBM,Dell,NONE,WORSE,False,2
1378,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Google is the main player now, Microsoft are just plain inferior in Mobile.",Microsoft,Google,NONE,BETTER,False,2
1379,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Numerical Python with lots of loops is much slower than the equivalent C or Java code.,Java,Python,BETTER,WORSE,False,1
1380,"unigrams ('middle part', ExtractMiddlePart(processing=None))","As good as michigan has been defensively this season, virginia has been even better.",virginia,michigan,NONE,WORSE,False,2
1381,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I think your program might be better suited for Bash, but I like you answer and I like Python.",Python,Bash,NONE,WORSE,False,2
1382,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Further he claims that while youtube ""hides behind"" the safe harbor of the DMCA, hulu has s superior advantage because it is able to license its conten t:",youtube,hulu,NONE,WORSE,False,2
1383,"unigrams ('middle part', ExtractMiddlePart(processing=None))","But in less-than-expert hands or worse, in the hands of those that resent Scala, it's less good than Java.",Java,Scala,BETTER,WORSE,False,1
1384,"unigrams ('middle part', ExtractMiddlePart(processing=None))","Jimmy Clark wrote: To be concise, the application in this post written in Java may perform faster that the application written in Perl.",Java,Perl,NONE,BETTER,False,2
1385,"unigrams ('middle part', ExtractMiddlePart(processing=None))","harvard Head Coach Tim Murphy on the team's win versus cornell and the upcoming game versus Lehigh Overall, our win was a very solid effort.",harvard,cornell,NONE,BETTER,False,2
1386,"unigrams ('middle part', ExtractMiddlePart(processing=None))","You can use JavaScript server side too, and you could take a look at Ruby which is much nicer to write than PHP.",PHP,JavaScript,BETTER,NONE,False,2
1387,"unigrams ('middle part', ExtractMiddlePart(processing=None))","But with the 3.73 rear axle as tested, the Chevrolet Silverado finished in third place pulling the trailer from 0 to 60-mph in 22.6 seconds, 6.5-seconds behind the Toyota Tundra and 1.1-seconds slower than the Dodge Ram.",Toyota,Chevrolet,NONE,WORSE,False,2
1388,"unigrams ('middle part', ExtractMiddlePart(processing=None))","DavidKorn For a few years after the release of Perl in 1987, AWK remained competitive simply because it had a smaller, faster implementation.",Perl,AWK,NONE,WORSE,False,2
1389,"unigrams ('middle part', ExtractMiddlePart(processing=None))","My 9800GTX+ does 0% Blanked OpenCL AP tasks in a bit under 4 hours (13,600 secs), while my GTX460 does them in just over half an hour (2,100 secs), so my 9800GTX+ is about 6½ times slower than my GTX460, while at CUDA MB the 9800GTX+ is only around twice as slow as the GTX460, for a 0.37 AR the 9800GTX+ does it around 1250 secs, while the GTX460 does it in 565 secs.",CUDA,OpenCL,WORSE,NONE,False,2
1390,"unigrams ('middle part', ExtractMiddlePart(processing=None))","I loved the look of Chevrolet and that's what I really wanted, but if the price was better, a Ford would have suited me just fine.",Ford,Chevrolet,NONE,BETTER,False,1
1391,"unigrams ('middle part', ExtractMiddlePart(processing=None))",Why does my Android phone download files slower over the same network than my laptop?,phone,laptop,BETTER,WORSE,False,1
