Concept,Source,Type
BSP tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Rapidly exploring random tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Abstract syntax tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Parse tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Decision tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Alternating decision tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Minimax tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Expectiminimax tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Finger tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Expression tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Log-structured merge-tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Lexicographic Search Tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Bloom filter,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Count-Min sketch,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Distributed hash table,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Double Hashing,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Dynamic perfect hash table,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Hash array mapped trie,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Hash list,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Hash table,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Hash tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Hash trie,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Koorde,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Prefix hash tree,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Rolling hash,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
MinHash,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Quotient filter,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Ctrie,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Graph,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Adjacency list,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Adjacency matrix,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Graph-structured stack,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Scene graph,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Binary decision diagram,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Zero-suppressed decision diagram,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
And-inverter graph,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Directed graph,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Directed acyclic graph,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Propositional directed acyclic graph,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Multigraph,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Hypergraph,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Lightmap,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Winged edge,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Doubly connected edge list,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Quad-edge,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Routing table,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Symbol table,https://en.wikipedia.org/wiki/List_of_data_structures,datastructure
Programming paradigm,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Declarative programming,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Programs as mathematical objects,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Function-level programming,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Purely functional programming,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Lambda programming,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Static scoping,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Higher-order function,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Referential transparency,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Currying,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Lambda abstraction,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Church–Rosser theorem,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Extensionality,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Church numeral,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Fixed point combinator,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
SKI combinator calculus,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
"B, C, K, W system",https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
SECD machine,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Graph reduction machine,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
"Sequent, sequent calculus",https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Natural deduction,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Intuitionistic type theory,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
BHK interpretation,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Curry–Howard correspondence,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Linear logic,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Game semantics,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Typed lambda calculus,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Typed and untyped languages,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Type signature,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Type inference,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Datatype,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Algebraic data type,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Type variable,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
First-class value,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Polymorphism,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Calculus of constructions,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Domain theory,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Directed complete partial order,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Knaster–Tarski theorem,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Cartesian closed category,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Yoneda lemma,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Graph reduction,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Combinator graph reduction,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Strict programming language,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
"Lazy evaluation, eager evaluation",https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Speculative evaluation,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Side effect,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Assignment,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Setq,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Closure,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Continuation,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Continuation passing style,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Operational semantics,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
State transition system,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Simulation preorder,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Bisimulation,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Monads in functional programming,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Exception handling,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Garbage collection,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,concept
Abstract rewriting machine,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Clean,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Clojure,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Elixir,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Erlang,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
FP,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
F#,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Haskell,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Glasgow Haskell Compiler,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Gofer,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Hugs,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Template Haskell,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
ISWIM,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
JavaScript,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Kent Recursive Calculator,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Kogut,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Lisp,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
AutoLISP,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Common Lisp,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Emacs Lisp,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Scheme,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Lush,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Mercury,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Miranda,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
ML (Category:ML programming language family),https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Mythryl,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
OCaml,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Standard ML,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
"Pure, predecessor Q",https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Q (programming language from Kx Systems),https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Quantum programming,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Scala,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
SISAL,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Ωmega,https://en.wikipedia.org/wiki/List_of_functional_programming_topics,language
Multi-Agent Programming Contest,https://en.wikipedia.org/wiki/List_of_programming_contests,event
Google Summer of Code,https://en.wikipedia.org/wiki/List_of_programming_contests,event
Ruby Summer of Code,https://en.wikipedia.org/wiki/List_of_programming_contests,event
Fedora Summer Coding program,https://en.wikipedia.org/wiki/List_of_programming_contests,event
Google Highly Open Participation Contest,https://en.wikipedia.org/wiki/List_of_programming_contests,event
Halite AI Challenge,https://en.wikipedia.org/wiki/List_of_programming_contests,event
"200,000$ OpenWRT firmware/UI challenge",https://en.wikipedia.org/wiki/List_of_programming_contests,event
Eirrcon Application Awards,https://en.wikipedia.org/wiki/List_of_programming_contests,event
Allinea MAP by Allinea Software,https://en.wikipedia.org/wiki/List_of_performance_analysis_tools,software
AQtime by SmartBear Software,https://en.wikipedia.org/wiki/List_of_performance_analysis_tools,software
CodeAnalyst by AMD,https://en.wikipedia.org/wiki/List_of_performance_analysis_tools,software
AMD CodeXL by AMD,https://en.wikipedia.org/wiki/List_of_performance_analysis_tools,software
DevPartner,https://en.wikipedia.org/wiki/List_of_performance_analysis_tools,software
DTrace by Sun Microsystems,https://en.wikipedia.org/wiki/List_of_performance_analysis_tools,software
dynamoRIO by RIO,https://en.wikipedia.org/wiki/List_of_performance_analysis_tools,software
Dynatrace,https://en.wikipedia.org/wiki/List_of_performance_analysis_tools,software
Frida,https://en.wikipedia.org/wiki/List_of_performance_analysis_tools,software
FusionReactor,https://en.wikipedia.org/wiki/List_of_performance_analysis_tools,software
GlowCode,https://en.wikipedia.org/wiki/List_of_performance_analysis_tools,software
gprof,https://en.wikipedia.org/wiki/List_of_performance_analysis_tools,software
