,id,caption,sentence,object_a,object_b,predicted,gold,most_frequent_percentage,origin,sentencer,paths,idr,s_len
1540,381,middle_paths_unrestricted_16,Little USB light USB Bluetooth adapter iSight Kensington mouse Mouse pad w/ wrist padding Coolpad to put my powerbook on so that it can breath a little better A couple powerbook batteries All the wires needed to mirror on a TV Ethernet wire AC adapter phone cord Digital voice recorder iPod w/ iTrip,Bluetooth,Ethernet,BETTER,NONE,0.6,lex (unique),"You'd be a great fit to our team if you have: - 2+ years of software"", 'engineering experience in production - Proven yourself as an A+', 'engineer through great work results, interesting hobby projects, open', 'source contributions, or superior academic results - Deep experience', 'with multiple programming languages including Python, C, Java, Ruby,', 'JavaScript",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],T3248461120,299
1542,256,middle_paths_unrestricted_16,"I recommend Eclipse, but others like NetBeans.",Eclipse,NetBeans,BETTER,NONE,1.0,lex (unique),"It's faster than facebook and google Plus, which is significant.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",J1448176127,46
1547,1512,middle_paths_unrestricted_16,"2. Dennis Dixon, oregon The West Coast's version of Pat White, except he's a better passer than the West virginia star.",oregon,virginia,NONE,BETTER,1.0,lex (unique),"Win32 Scripting: Whether it's VBS, Java, Perl, command line, Python,"", 'Rexx or Kixstart, you are going to find a decent sample here.",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],T3184120351,119
1554,2269,middle_paths_unrestricted_16,"So, why are steel plates better than a pizza stone?",steel,stone,NONE,BETTER,1.0,lex (unique),"Prospects were never better in virginia, as well as ia georgia and', 'Mississippi.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ as/ADP/cc/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ ia/PRON/compound/V Y/PROPN/conj/<']]",M2044744771,51
1556,1176,middle_paths_unrestricted_16,"After some basic performances checking as seen in my Common Lisp Sudoku Solver project where I did get up to ten times faster code when compared to Python, it felt like the amazing set of features of the language could be put to good use here.",Lisp,Python,NONE,BETTER,1.0,lex (unique),"A second generation is planned for the mid-year point with Toshiba', 'flash chips replacing the Samsung ones, and a Marvell controller,', 'possibly a faster 6Gbit/s model.","[['X/PROPN/compound/> chip/NOUN/ROOT/^ replace/VERB/acl/< Y/PROPN/dobj/<'], ['X/PROPN/compound/> chip/NOUN/ROOT/^ replace/VERB/acl/< the/DET/det/V', 'Y/PROPN/dobj/<']]",C353336788,243
1558,964,middle_paths_unrestricted_16,"If you've been wondering why your Toshiba SSD benchmarks slower than someone else's Samsung, check to see what sort of data the benchmark tool is writing to the drive.",Toshiba,Samsung,BETTER,WORSE,1.0,lex (unique),I don't need my phone to be faster than my laptop.,"[['X/PROPN/nsubj/> be/VERB/ROOT/^ faster/ADV/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ faster/ADV/acomp/< than/ADP/prep/<', 'my/ADJ/poss/V Y/PROPN/pobj/<']]",G1055757376,167
1560,301,middle_paths_unrestricted_16,O: pretty decent fruit forward beer that just wasn't my cup of tea.,beer,tea,BETTER,NONE,1.0,lex (unique),"The 2011 BMW Z4 sDrive35is wants to play with the big boys and take', 'its place next to the Audi TT-RS, Mercedes-Benz SLK and Porsche', 'Boxster S/Cayman S. BMW has given the 3.0L engine better intake', 'breathing and higher boost pressure for a new output of 335 hp at 5900', 'rpm and 332 lb-ft from 1500 rpm, with overboost providing quick bursts', 'of 369 lb-ft.",[['X/PROPN/compound/> rs/PROPN/ROOT/^ Y/PROPN/appos/<']],O2389182276,67
1561,1537,middle_paths_unrestricted_16,"Perl can compile, optimise, and execute some activities faster than Java can load, initialise itself, and execute a pre-compiled .class",Perl,Java,NONE,BETTER,0.6,lex (unique),"Motorola moto x, Nokia X, hmmm.....",[['X/PROPN/compound/> x/PROPN/ROOT/^ Y/PROPN/appos/<']],K1744924465,135
1562,2196,middle_paths_unrestricted_16,"KDA_Defacto - --dish machine plate temperature 177.6F --food in freezer frozen solid --Peanut butter and jelly sandwiches in the dining area reach in cooler, 41F Polish sausages in the concession stand fridge, 39F soda pop in the concession stand Pepsi reach in cooler, 42.2F milk in the east walk in cooler, 40F sliced tomatoes in the west walk in cooler, 39F",soda,milk,BETTER,NONE,1.0,lex (unique),It served as a ice cooler for canned beer and soda!,"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",J1447629642,360
1563,1171,middle_paths_unrestricted_16,"However, Python looks nicer and in many ways is actually much simpler and for many tasks much easier than PHP.",Python,PHP,NONE,BETTER,1.0,lex (unique),"Google is worse than most other greedy giants like Microsoft, Apple,', 'etc.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ bad/ADJ/acomp/< than/ADP/prep/<', 'giant/NOUN/pobj/< like/ADP/prep/< Y/PROPN/pobj/<']]",F824568415,110
1564,1716,middle_paths_unrestricted_16,"1994 October: IBM released OS/2 version 3.0, an operating system far superior to anything Microsoft had, or would have for years.",IBM,Microsoft,NONE,BETTER,1.0,lex (unique),"Python, Ruby and even PHP handle this sort of thing much better than', 'Bash.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ ruby/PROPN/conj/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ even/ADV/advmod/V Y/PROPN/conj/<']]",M2054198493,129
1565,1727,middle_paths_unrestricted_16,"WordPress recommends doing this all over the place in PHP, so I can't see how this is any worse in JavaScript.",PHP,JavaScript,BETTER,NONE,1.0,lex (unique),"MochiKit brings many wonderful Python-ic functions and tools to the', 'JavaScript table that make general development much easier.","[['X/PROPN/compound/> function/NOUN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/compound/> function/NOUN/ROOT/^ the/DET/det/V Y/PROPN/pobj/<']]",K1724572716,110
1566,300,middle_paths_unrestricted_16,How many would argue that a traditional MLS program at michigan or Chapel Hill wouldn't be superior to the online programs at Clarion or North carolina Central University?,michigan,carolina,BETTER,NONE,1.0,lex (unique),"So guess what, I now know Perl a lot better than Ruby.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ good/ADJ/acomp/V Y/PROPN/pobj/<']]",N2233329683,171
1567,365,middle_paths_unrestricted_16,i.e. counting the number of lines of the diff of Groovy v Java is not that interesting by itself; its much better to consider the real semantic differences in the grammar James,Groovy,Java,WORSE,NONE,1.0,lex (unique),"SpeedItup - Make pc 302% faster for free - Utilities/System Utilities', '... SpeedItUp Free will speed up any computer system running Windows', 'XP or Microsoft Windows Vista.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ microsoft/PROPN/compound/V Y/PROPN/conj/<']]",O2284784669,176
1568,2062,middle_paths_unrestricted_16,So Scala is no better off then Java.,Scala,Java,BETTER,WORSE,0.4,lex (unique),"So perhaps the ""Better remote protocol"" needs to be split into', 'subcategories based on LAN/WAN and then also which specific categories', 'they assist with (Bitmap acceleration (OpenGL/Direct3D), Flash', 'Acceleration, Multimedia redirection, Multimedia tossing/compression,', 'Image compression, etc).",[['NOPATH']],N2264142975,36
1569,580,middle_paths_unrestricted_16,I remember the Dems pushing Muskie because he polled better then Carter or kennedy did against reagan.,kennedy,reagan,BETTER,NONE,0.8,lex (unique),"it's very quite and runs faster than my pc(Dell 4550 Intel"", ""2.53ghz/512mb ram).i'm","[['X/PROPN/compound/> Y/PROPN/ROOT/^'], ['X/PROPN/compound/> 4550/NUM/compound/V Y/PROPN/ROOT/^']]",J1470678403,102
1570,317,middle_paths_unrestricted_16,Is Java really that much faster than Python or is there some serious optimization going on?,Java,Python,NONE,BETTER,1.0,lex (unique),"According to GM North America President Mark Reuss, the new Cadillac', 'ATS is not only comparable to models form Audi, BMW and Mercedes-Benz', 'but is superior to them.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ bmw/PROPN/conj/V Y/PROPN/conj/<']]",A126619823,91
1574,420,middle_paths_unrestricted_16,Java 8X Faster than Python,Java,Python,NONE,BETTER,0.6,lex (unique),"To me, as a georgia fan, hating Tech is like hating South carolina, or', 'your infinitely less cool, uglier, dumber little brother.","[['X/ADJ/amod/> be/VERB/ROOT/^ hat/VERB/pcomp/< Y/PROPN/dobj/<'], ['X/ADJ/amod/> be/VERB/ROOT/^ hat/VERB/pcomp/< south/PROPN/compound/V', 'Y/PROPN/dobj/<']]",R2923122999,26
1579,982,middle_paths_unrestricted_16,Windows Vista ran slower than Windows XP with all three methods and on the Fujitsu notebook.,Windows Vista,Windows XP,BETTER,WORSE,1.0,lex (unique),"High End Default Lenovo W 520 CPU: i7 2.4Ghz Memory: 4G Solid State', 'Drive: 128G Screen Size: 15.6"" Screen Res: 1600x900 Video: NVIDIA', 'Quadro 2000M (2Gb) 720p Camera: No Ethernet Port: Yes DVD Writer: Yes', 'Bluetooth: no Cost: $2869",[['NOPATH']],G939726921,92
1580,847,middle_paths_unrestricted_16,"Ferrari was still leading the constructors' championship, but only by 3 points to BMW Sauber.",Ferrari,BMW,NONE,BETTER,1.0,lex (unique),"To my surprise, Java was MUCH faster than Perl.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ fast/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",R2925006991,93
1581,615,middle_paths_unrestricted_16,"When the going gets twisty, the G37 shines with handling unquestionably better than the Audi A5 cabriolet and superior poise when pushed compared to the Lexus IS350c.",Audi,Lexus,NONE,BETTER,0.8,lex (unique),"Other Thoughts: My HTPC system: - Thermaltake Mozart with Nexus 80mm', 'silent case fans - AMD 5000+ Black edition, with Zalman CNPS8700', 'cooler - GigaByte GA-MA78GM-S2H motherboard - ASUS HD3850 PCIe video', 'card - LG Blu-ray/HD DVD-ROM & 16X DVD±R DVD Burner - Samsung 320Gb', 'SATA HD - Logitech Cordless MediaBoard Pro for PS3 (bluetooth kb)","[['X/PROPN/nmod/> edition/NOUN/ROOT/^ with/ADP/prep/< pcie/PROPN/pobj/<', 'Y/PROPN/mark/<'], ['X/PROPN/nmod/> edition/NOUN/ROOT/^ with/ADP/prep/< pcie/PROPN/pobj/<', 'rom/NOUN/nmod/V Y/PROPN/mark/<'], ['X/PROPN/nmod/> edition/NOUN/ROOT/^ with/ADP/prep/< pcie/PROPN/pobj/<', 'dvd/PROPN/compound/V Y/PROPN/mark/<'], ['X/PROPN/nmod/> edition/NOUN/ROOT/^ with/ADP/prep/< pcie/PROPN/pobj/<', 'burner/PROPN/compound/V Y/PROPN/mark/<']]",M1942295707,166
1583,293,middle_paths_unrestricted_16,Sony MP3 Player 8Gb Excellent little player - much better sound quality than Apple stuff.,Sony,Apple,NONE,BETTER,1.0,lex (unique),"But the Roku 3 has a faster processor, plus a USB port and an Ethernet', ""jack for a wired network connection, which aren't available on the"", 'other models.","[['X/PROPN/compound/> port/NOUN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/compound/> port/NOUN/ROOT/^ an/DET/det/V Y/PROPN/conj/<']]",D416694323,89
1584,541,middle_paths_unrestricted_16,"We use tennis balls to start because it's safer -- less chance of getting hurt,"" said Wes Hogan of Bartlett, Wolf Pack hockey Club organizer.",tennis,hockey,NONE,BETTER,1.0,lex (unique),"oregon and georgia will be better teams, but have better chances of', 'losing before bowl play.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",M1929471508,141
1585,25,middle_paths_unrestricted_16,"Ruby isn't (in my observation) too much slower than Perl, Python or PHP.",Ruby,Python,BETTER,WORSE,0.6,lex (unique),"The CR-V is under attack in its segment from the Toyota RAV4 (+26%),', 'Chevrolet Equinox (+17%), Nissan Rogue (+28%) and Ford Explorer', '(+27%), all posting very solid results.","[['X/PROPN/compound/> equinox/PROPN/ROOT/^ rogue/PROPN/appos/<', 'Y/PROPN/conj/<']]",P2454169526,72
1588,242,middle_paths_unrestricted_16,"One can argue that Toyota comes up with better names than, say BMW - ""Avalon"", ""Tacoma"", ""Corrolla"" sound better than ""3.25"" or ""5.25"".",Toyota,BMW,NONE,BETTER,0.8,lex (unique),"Coca-Cola per say is not worse than any other type of cola, like', 'Pepsi, or generic branded cola.","[['X/NOUN/nsubj/> be/VERB/ROOT/^ bad/ADJ/acomp/< than/ADP/prep/<', 'type/NOUN/pobj/< like/ADP/prep/< Y/PROPN/pobj/<'], ['X/NOUN/nsubj/> per/ADP/prep/V be/VERB/ROOT/^ bad/ADJ/acomp/<', 'than/ADP/prep/< type/NOUN/pobj/< like/ADP/prep/< Y/PROPN/pobj/<']]",D495617313,135
1592,303,middle_paths_unrestricted_16,i really loved Windows 8 but i think Windows 7 is better....,Windows 8,Windows 7,NONE,WORSE,1.0,lex (unique),"Solid American Grown timber ( never kiln dried, no mystery wood or', 'beetle Infested rain forest woods and other renamed woods.","[['X/PROPN/nsubj/> dry/VERB/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/nsubj/> dry/VERB/ROOT/^ rain/NOUN/compound/V Y/PROPN/dobj/<']]",N2243595849,60
1593,1096,middle_paths_unrestricted_16,"i think Sony can pull off a decent online service sell space for ads like Google does, and maybe while the game is loading cram a 30 sec commercial in there so i dont have to watch the load screen.",Sony,Google,BETTER,NONE,1.0,lex (unique),"A Cadillac or Buick in China has a better reputation in China than', 'they do here in the States.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<']]",A122826513,197
1598,2163,middle_paths_unrestricted_16,"The somewhat larger Dell XPS 12 and Lenovo ThinkPad Yoga would be two solid convertibles that come to mind with Intel Core CPUs and 12.5"" designs.",Dell,Intel,BETTER,NONE,1.0,lex (unique),"Favorite gaming platform PC, playstation, gamecube.",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],E698429357,146
1600,715,middle_paths_unrestricted_16,This is easier for some languages who have more syntactic sugar (like Ruby or Scala) and much more difficult for others (like Java).,Scala,Java,NONE,BETTER,1.0,lex (unique),"1570 - The door gaskets to the pizza prep and sandwich prep cooler are', 'torn.",[['X/PROPN/compound/> prep/NOUN/ROOT/^ Y/PROPN/conj/<']],A27191227,132
1605,1999,middle_paths_unrestricted_16,Haven't felt this mad since Nintendo delayed Twilight Princess to make an inferior wii port of the gamecube version.,wii,gamecube,BETTER,NONE,1.0,lex (unique),"OOP, XP, Java, Ruby, Smalltalk, .Net, Datamining, Parallel computing,","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ ruby/PROPN/conj/V Y/PROPN/conj/<']]",M1923422128,116
1607,1422,middle_paths_unrestricted_16,"google+ starts out far faster than facebook, Twitter",google,facebook,NONE,BETTER,1.0,lex (unique),"6. nixon definitely belongs on this list, however, I would say he was', 'better than Bush, reagan, and possibly Eisenhower.","[['X/PROPN/nsubj/> say/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/<', 'bush/PROPN/pobj/< Y/PROPN/conj/<']]",A97874320,52
1609,195,middle_paths_unrestricted_16,I've concluded that it is better to use Python on Windows (for all the scripting) rather than Bash.,Python,Bash,NONE,BETTER,1.0,lex (unique),Oracle Preparing Unbreakable MySQL?,"[['X/PROPN/amod/> prepare/VERB/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/amod/> prepare/VERB/ROOT/^ unbreakable/ADJ/amod/V', 'Y/PROPN/dobj/<']]",M1926930425,99
1610,576,middle_paths_unrestricted_16,"I like Java better than Objective-C, and any coding practice you gain will be more widely applicable.",Java,Objective-C,NONE,BETTER,1.0,lex (unique),"The Lenticular plastic is poorly glued to the cardboard backing;', 'multiple pieces have flaked off.","[['X/PROPN/nsubjpass/> glue/VERB/ROOT/^ to/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/nsubjpass/> glue/VERB/ROOT/^ to/ADP/prep/< the/DET/det/V', 'Y/PROPN/pobj/<']]",P2544009006,101
1611,378,middle_paths_unrestricted_16,He thought Ruby was a good name for a programming language newer (and hopefully better) than Perl.,Ruby,Perl,NONE,BETTER,1.0,lex (unique),"An elite university, like harvard or stanford, is one considered', 'better than most.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<']]",B295615672,98
1614,978,middle_paths_unrestricted_16,"I know the Nikon 200-400mm f/4 AF-s works great, has VR and zooms much faster (and directly), while this Sigma zooms electrically.",Nikon,Sigma,NONE,BETTER,1.0,lex (unique),"Don't use cement blocks, wood, etc., either.",[['X/PROPN/compound/> block/NOUN/ROOT/^ Y/PROPN/appos/<']],E602746537,130
1616,1951,middle_paths_unrestricted_16,"GM's point: Apply enough hybrid technology you developed (in a joint project with DaimlerChrysler and BMW) and you can develop a nearly three-ton SUV that gets better city mileage than a gasoline-engine Toyota Camry, a figure we verified in our recent review.",BMW,Toyota,NONE,BETTER,1.0,lex (unique),"Phrases like verbal fluency and aesthetic appreciation sell far better', 'at schools like princeton and harvard.""","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",M1996525993,259
1620,1629,middle_paths_unrestricted_16,"I know my 2000 Chrysler charges my phone faster than I can drain it, yet a friend's 20010 Toyota Matrix can't output enough power to charge the phone while using navigation.",Chrysler,Toyota,NONE,BETTER,1.0,lex (unique),"I have played both and I have found that baseball is much harder than', 'golf.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ hard/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",H1154002637,173
1621,1208,middle_paths_unrestricted_16,Your iphone is a much better display than your desktop/laptop.,iphone,laptop,NONE,BETTER,0.8,lex (unique),"Now, there is even more fragmentation, with Google Market, Amazon app', ""store... It's getting worse.",[['X/PROPN/compound/> market/PROPN/ROOT/^ Y/PROPN/appos/<']],L1851880748,62
1622,2276,middle_paths_unrestricted_16,"I'll get my AOL instantly on my Blackberry, and instantly on my ipod Touch, but it's a lot slower coming through on my MacBook Pro laptop.",ipod,laptop,NONE,WORSE,1.0,lex (unique),"He claims the locking up of forest has made it harder to get the', 'special timber he needs.","[['X/PROPN/nsubj/> make/VERB/ROOT/^ hard/ADJ/ccomp/< get/VERB/advcl/<', 'Y/PROPN/dobj/<'], ['X/PROPN/nsubj/> make/VERB/ROOT/^ hard/ADJ/ccomp/< get/VERB/advcl/<', 'the/DET/det/V Y/PROPN/dobj/<'], ['X/PROPN/nsubj/> make/VERB/ROOT/^ hard/ADJ/ccomp/< get/VERB/advcl/<', 'special/ADJ/amod/V Y/PROPN/dobj/<']]",F868292402,138
