id,domain,object_a,object_b,sentence,it_1_confidence,it_2_confidence,better_count,worse_count,none_count,most_frequent_label,most_frequent_count,it_1_judgments,it_2_judgments,sentence_html,judgments,confidence,most_frequent_percentage
G959010482,brands,Honda,BMW,Honda cold probably legitimately build a better 3 than BMW easily.,1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> cold probably legitimately build a better 3 than <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> easily.",5,1.0,1.0
M1988326383,compsci,Java,Ruby,"Perl, PHP, Ruby, C, Java, MySQL, Oracle...",1.0,1.0,0,0,5,NONE,5,3,2,"Perl, PHP, <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>, C, <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, MySQL, Oracle...",5,1.0,1.0
T3130413022,compsci,Ethernet,Bluetooth,"When it comes to extras you'll Harman Kardon speakers offering decent sound quality, then there are the latest Gigabit Ethernet, 802.11n wireless LAN, four USB ports, ExpressCard and HDMI slots and there is even Bluetooth for hooking up to your mobile phone.",1.0,1.0,0,0,6,NONE,6,4,2,"When it comes to extras you'll Harman Kardon speakers offering decent sound quality, then there are the latest Gigabit <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span>, 802.11n wireless LAN, four USB ports, ExpressCard and HDMI slots and there is even <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> for hooking up to your mobile phone.",6,1.0,1.0
I1289350976,compsci,USB,Ethernet,"Installation couldn't be easier - just connect the coaxial cable to the SB5101, then connect the cable modem to your computer via either Ethernet or USB.",1.0,1.0,0,0,5,NONE,5,3,2,"Installation couldn't be easier - just connect the coaxial cable to the SB5101, then connect the cable modem to your computer via either <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span>.",5,1.0,1.0
I1373862934,brands,Sony,Amazon,"It does seem Amazon is using a lower quality display in new Kindle's, so you want the best looking screen maybe better to go with Kindle Keyboard, Nook STR or new Sony-T1.",1.0,0.5345,0,4,1,WORSE,4,3,2,"It does seem <span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span> is using a lower quality display in new Kindle's, so you want the best looking screen maybe better to go with Kindle Keyboard, Nook STR or new <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span>-T1.",5,0.8138,0.8
B312938979,compsci,Eclipse,NetBeans,Any comparison between NetBeans and Eclipse ?,1.0,1.0,0,0,5,NONE,5,3,2,"Any comparison between <span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span> ?",5,1.0,1.0
R2852295873,compsci,PHP,Perl,"This makes it easier and more natural to write stored procedures in interpreted languages (Perl, Python, Ruby, PHP, Tcl).",1.0,1.0,0,0,5,NONE,5,3,2,"This makes it easier and more natural to write stored procedures in interpreted languages (<span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span>, Python, Ruby, <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>, Tcl).",5,1.0,1.0
K1632109689,jbt,basketball,tennis,"like today's basketball players,tennis players football players, hockey players are better than yesteryears players.",1.0,1.0,0,0,5,NONE,5,3,2,"like today's <span style=""color: #9A14B2; font-weight: bold"">basketball:[OBJECT_A]</span> players,<span style=""color: #6CB219; font-weight: bold"">tennis:[OBJECT_B]</span> players football players, hockey players are better than yesteryears players.",5,1.0,1.0
H1168861923,jbt,milk,juice,I just think whole milk would be better then juice?,1.0,0.5294,4,0,1,BETTER,4,3,2,"I just think whole <span style=""color: #9A14B2; font-weight: bold"">milk:[OBJECT_A]</span> would be better then <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span>?",5,0.81176,0.8
J1525578290,jbt,paint,chalk,I will do better next chalk paint video.,1.0,1.0,0,0,5,NONE,5,3,2,"I will do better next <span style=""color: #9A14B2; font-weight: bold"">chalk:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">paint:[OBJECT_B]</span> video.",5,1.0,1.0
T3217853969,compsci,Windows XP,Windows Vista,"XAudio 2: This is the recommended method, works better under Windows Vista so Windows XP users might want to try the third option.",0.6674,0.5217,2,1,2,NONE,2,3,2,"XAudio 2: This is the recommended method, works better under <span style=""color: #9A14B2; font-weight: bold"">Windows Vista:[OBJECT_A]</span> so <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> users might want to try the third option.",5,0.60912,0.4
M2083606832,compsci,Python,PHP,"Regardless of your chosen/mandated framework for building web applications: Spring, Struts, Rails, PHP, Python, etc., you want to make your life easier, and potentially less embarrassing.",1.0,1.0,0,0,5,NONE,5,3,2,"Regardless of your chosen/mandated framework for building web applications: Spring, Struts, Rails, <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, etc., you want to make your life easier, and potentially less embarrassing.",5,1.0,1.0
G958998181,brands,Ford,Toyota,"Honda and Toyota may have factories here, but they're not controlled by an outside and (IMO) inferior corporate source such as Renault or Ford.",1.0,1.0,0,0,5,NONE,5,3,2,"Honda and <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> may have factories here, but they're not controlled by an outside and (IMO) inferior corporate source such as Renault or <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span>.",5,1.0,1.0
J1450548975,jbt,golf,tennis,It's hard to say whether tennis is harder to dominate than golf.,0.3364,0.508,1,2,2,WORSE,2,3,2,"It's hard to say whether <span style=""color: #9A14B2; font-weight: bold"">tennis:[OBJECT_A]</span> is harder to dominate than <span style=""color: #6CB219; font-weight: bold"">golf:[OBJECT_B]</span>.",5,0.40504,0.4
B187558142,brands,Avaya,Huawei,- Alcatel-Lucent - Aspect Software - Avaya - Cisco - Convergys - Ericsson - Fujitsu - Genesys - Holly Connects - Huawei - Interactive Intelligence - Inticube - NEC - Nice Systems - Nuance Communications - Oki Electric - P&W Solutions - Verint Systems - ZTE - Zeacom,1.0,1.0,0,0,5,NONE,5,3,2,"- Alcatel-Lucent - Aspect Software - <span style=""color: #9A14B2; font-weight: bold"">Avaya:[OBJECT_A]</span> - Cisco - Convergys - Ericsson - Fujitsu - Genesys - Holly Connects - <span style=""color: #6CB219; font-weight: bold"">Huawei:[OBJECT_B]</span> - Interactive Intelligence - Inticube - NEC - Nice Systems - Nuance Communications - Oki Electric - P&W Solutions - Verint Systems - ZTE - Zeacom",5,1.0,1.0
Q2732230390,brands,Toyota,Chrysler,"The Taurus' new 2.0-liter EcoBoost® four-cylinder engine is certified at 32 mpg highway - better than the 2012 Chrysler 300, Chevrolet Impala, Dodge Charger and Toyota Avalon.",0.6772,1.0,0,1,4,NONE,4,3,2,"The Taurus' new 2.0-liter EcoBoost® four-cylinder engine is certified at 32 mpg highway - better than the 2012 <span style=""color: #9A14B2; font-weight: bold"">Chrysler:[OBJECT_A]</span> 300, Chevrolet Impala, Dodge Charger and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> Avalon.",5,0.80632,0.8
T3184481762,compsci,Windows 7,Windows 8,Windows 8 slower out of the traps than predecessor Windows 7 - StatCounter,1.0,1.0,2,3,0,WORSE,3,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> slower out of the traps than predecessor <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> - StatCounter",5,1.0,0.6
I1350817982,compsci,Eclipse,NetBeans,Is NetBeans very different from Eclipse?,0.6533,1.0,0,0,5,NONE,5,3,2,"Is <span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> very different from <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span>?",5,0.79198,1.0
E670758884,jbt,georgia,carolina,"Even the Solid South isn't so solid anymore, as Obama carried Virginia and North carolina and nearly won in georgia.",1.0,1.0,0,0,5,NONE,5,3,2,"Even the Solid South isn't so solid anymore, as Obama carried Virginia and North <span style=""color: #9A14B2; font-weight: bold"">carolina:[OBJECT_A]</span> and nearly won in <span style=""color: #6CB219; font-weight: bold"">georgia:[OBJECT_B]</span>.",5,1.0,1.0
O2288673489,compsci,MySQL,SQLite,SQLite 2.7.6 is often faster (sometimes more than twice as fast) than MySQL 3.23.41,1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">SQLite:[OBJECT_A]</span> 2.7.6 is often faster (sometimes more than twice as fast) than <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> 3.23.41",5,1.0,1.0
N2243648912,jbt,football,basketball,Solid football and basketball teams.,1.0,1.0,0,0,5,NONE,5,3,2,"Solid <span style=""color: #9A14B2; font-weight: bold"">football:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">basketball:[OBJECT_B]</span> teams.",5,1.0,1.0
I1366531030,brands,Microsoft,Intel,"It beats IBM's 32-processor result, at 54 percent of the system cost, reflecting the superior enterprise economics of the Unisys ES7000 with Intel and Microsoft technology.",1.0,1.0,0,0,5,NONE,5,3,2,"It beats IBM's 32-processor result, at 54 percent of the system cost, reflecting the superior enterprise economics of the Unisys ES7000 with <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> technology.",5,1.0,1.0
R2939613442,jbt,milk,soda,"Traditional medicine also recommends drinking milk, weak tea, or baking-soda solution to make it go away faster.",1.0,1.0,0,0,5,NONE,5,3,2,"Traditional medicine also recommends drinking <span style=""color: #9A14B2; font-weight: bold"">milk:[OBJECT_A]</span>, weak tea, or baking-<span style=""color: #6CB219; font-weight: bold"">soda:[OBJECT_B]</span> solution to make it go away faster.",5,1.0,1.0
H1219976229,brands,Gigabyte,Asus,I much prefer Asus or Gigabyte.,1.0,1.0,0,0,5,NONE,5,3,2,"I much prefer <span style=""color: #9A14B2; font-weight: bold"">Asus:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Gigabyte:[OBJECT_B]</span>.",5,1.0,1.0
Q2727966462,brands,IBM,Dell,"The Sun Fire X4470 server delivered better 4 socket x86 system performance on the SPECint_rate2006 benchmark compared to HP (DL585 G7), Cicso (UCS C460 M1), Dell (R815) and IBM (x3850 X5).",1.0,1.0,0,0,5,NONE,5,3,2,"The Sun Fire X4470 server delivered better 4 socket x86 system performance on the SPECint_rate2006 benchmark compared to HP (DL585 G7), Cicso (UCS C460 M1), <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> (R815) and <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span> (x3850 X5).",5,1.0,1.0
T3158163948,jbt,bread,sausage,"While Golden Grill also gets the importance of serving great bread, my sandwich was only mediocre, with the sausage patty coming off as bland, an overbalance of the peppers and onions and the mozzarella virtually failing to register.",0.6766,1.0,1,0,4,NONE,4,3,2,"While Golden Grill also gets the importance of serving great <span style=""color: #9A14B2; font-weight: bold"">bread:[OBJECT_A]</span>, my sandwich was only mediocre, with the <span style=""color: #6CB219; font-weight: bold"">sausage:[OBJECT_B]</span> patty coming off as bland, an overbalance of the peppers and onions and the mozzarella virtually failing to register.",5,0.80596,0.8
D543620626,jbt,metal,concrete,Cutting metal and concrete has never been easier.,1.0,1.0,0,0,6,NONE,6,4,2,"Cutting <span style=""color: #9A14B2; font-weight: bold"">metal:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">concrete:[OBJECT_B]</span> has never been easier.",6,1.0,1.0
L1866194416,compsci,Java,Smalltalk,"Of course, Java and Smalltalk are different :).",0.5079,1.0,0,0,6,NONE,6,4,2,"Of course, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span> are different :).",6,0.6719333333333333,1.0
M2003434188,jbt,playstation,gamecube,"PLATFORM : playstation, Nintendo 64, PC, Dreamcast, gamecube",1.0,1.0,0,0,5,NONE,5,3,2,"PLATFORM : <span style=""color: #9A14B2; font-weight: bold"">playstation:[OBJECT_A]</span>, Nintendo 64, PC, Dreamcast, <span style=""color: #6CB219; font-weight: bold"">gamecube:[OBJECT_B]</span>",5,1.0,1.0
I1394951385,compsci,Java,Objective-C,I think you'd be much better off looking at Java ME or perhaps proprietary SDKs like the Objective-C SDK for iPhone.,1.0,1.0,0,0,5,NONE,5,3,2,"I think you'd be much better off looking at <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> ME or perhaps proprietary SDKs like the <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span> SDK for iPhone.",5,1.0,1.0
H1133051946,compsci,Java,Smalltalk,"I guess for Java, Cincom Smalltalk would use the JNI.",1.0,1.0,0,0,5,NONE,5,3,2,"I guess for <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, Cincom <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span> would use the JNI.",5,1.0,1.0
D546454653,jbt,beer,juice,D: A light bodied and fruity xmas beer with a juice like texture and decent drinkability per style.,1.0,1.0,0,0,5,NONE,5,3,2,"D: A light bodied and fruity xmas <span style=""color: #9A14B2; font-weight: bold"">beer:[OBJECT_A]</span> with a <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span> like texture and decent drinkability per style.",5,1.0,1.0
K1632193894,jbt,tennis,volleyball,Like volleyball and tennis.,1.0,1.0,0,0,5,NONE,5,3,2,"Like <span style=""color: #9A14B2; font-weight: bold"">volleyball:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">tennis:[OBJECT_B]</span>.",5,1.0,1.0
B215742383,compsci,Java,Objective-C,"Also, it seems easier to interface with C code from a Java or Objective-C shim layer (for mobile devices), than C++.",1.0,1.0,0,0,5,NONE,5,3,2,"Also, it seems easier to interface with C code from a <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span> shim layer (for mobile devices), than C++.",5,1.0,1.0
M2044576215,brands,Nikon,Leica,"Pros: Great photos Outstanding video Compact size Decent low light results Ability to use older (manual) lenses from Canon, Nikon, Leica, Minolta and others",1.0,1.0,0,0,5,NONE,5,3,2,"Pros: Great photos Outstanding video Compact size Decent low light results Ability to use older (manual) lenses from Canon, <span style=""color: #9A14B2; font-weight: bold"">Nikon:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Leica:[OBJECT_B]</span>, Minolta and others",5,1.0,1.0
F761627574,compsci,Python,JavaScript,"For the internet industry, being able to write solid code in Python, Ruby, C, C++, Java, JavaScript, etc., will go much further---and having coding training is an absolute must.",1.0,1.0,0,0,5,NONE,5,3,2,"For the internet industry, being able to write solid code in <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, Ruby, C, C++, Java, <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>, etc., will go much further---and having coding training is an absolute must.",5,1.0,1.0
N2155340473,jbt,beer,soda,"Select a cooler to keep white wine, soda and beer chilled while enjoying outdoor activities.",1.0,1.0,0,0,5,NONE,5,3,2,"Select a cooler to keep white wine, <span style=""color: #9A14B2; font-weight: bold"">soda:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">beer:[OBJECT_B]</span> chilled while enjoying outdoor activities.",5,1.0,1.0
S2974204258,brands,Nikon,Leica,"Unlike the Leica 19mm, the Olympus has a very sweet C Zone - but it's no better than the Contax N's which - again - we see thoroughly trounced by the Nikon above.",0.7,0.5397,0,3,2,WORSE,3,3,2,"Unlike the <span style=""color: #9A14B2; font-weight: bold"">Leica:[OBJECT_A]</span> 19mm, the Olympus has a very sweet C Zone - but it's no better than the Contax N's which - again - we see thoroughly trounced by the <span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span> above.",5,0.63588,0.6
