id,a,b,raw_text,text_html,text_readable,type,marker,label_gold,label_gold_reason,_golden
J1452256342,Honda,BMW,"It's Hyundai's answer to the Mercedes C-Class, BMW 3 Series, Audi A4 and Honda Accord, but bigger than them all in all three dimensions and way better-equipped in terms of standard comfort equipment than any of the four.","It's Hyundai's answer to the Mercedes C-Class, <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> 3 Series, Audi A4 and <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> Accord, but bigger than them all in all three dimensions and way better-equipped in terms of standard comfort equipment than any of the four.","It's Hyundai's answer to the Mercedes C-Class, *BMW* 3 Series, Audi A4 and §Honda$ Accord, but bigger than them all in all three dimensions and way better-equipped in terms of standard comfort equipment than any of the four.",brands,True,,,False
P2592536824,Sigma,Nikon,"The old Sigma was not that great, Tokina and Tamron (of course Nikon) was better.","The old <span style=""color: #9A14B2; font-weight: bold"">Sigma:[OBJECT_A]</span> was not that great, Tokina and Tamron (of course <span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span>) was better.","The old *Sigma* was not that great, Tokina and Tamron (of course §Nikon$) was better.",brands,True,,,False
A163025550,Toyota,Chevrolet,"After extensive offseason testing and now two races completed this year, drivers and teams are finding out the Gen-6 cars -- Chevrolet SS, Ford Fusion and Toyota Camry -- are faster and have more downforce and better grip than the most recent cars, which were used from 2007-12.","After extensive offseason testing and now two races completed this year, drivers and teams are finding out the Gen-6 cars -- <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> SS, Ford Fusion and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> Camry -- are faster and have more downforce and better grip than the most recent cars, which were used from 2007-12.","After extensive offseason testing and now two races completed this year, drivers and teams are finding out the Gen-6 cars -- *Chevrolet* SS, Ford Fusion and §Toyota$ Camry -- are faster and have more downforce and better grip than the most recent cars, which were used from 2007-12.",brands,True,,,False
H1171338301,Sony,Amazon,I knew the Sony store had a reputation for being poorly equipped in comparison to Amazon but this is ridiculous !,"I knew the <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> store had a reputation for being poorly equipped in comparison to <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> but this is ridiculous !",I knew the *Sony* store had a reputation for being poorly equipped in comparison to §Amazon$ but this is ridiculous !,brands,True,,,False
R2848749946,Nikon,Leica,This is where brands such as Zeiss and Leica do a lot better than Canon and Nikon.,"This is where brands such as Zeiss and <span style=""color: #9A14B2; font-weight: bold"">Leica:[OBJECT_A]</span> do a lot better than Canon and <span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span>.",This is where brands such as Zeiss and *Leica* do a lot better than Canon and §Nikon$.,brands,True,,,False
J1482393067,Nokia,Motorola,It was Nokia and Motorola on Wednesday.,"It was <span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span> on Wednesday.",It was *Nokia* and §Motorola$ on Wednesday.,brands,False,,,False
I1295276779,Sony,Intel,Intel DH87RL a low power consumption MB i7-4771 Haswell Seasonic X-400 fanless NoFan CR-95C Copper Fanless CPU Cooler 16GB (2x8GB) Kingston HyperX blu DDR3 CL10 1600 1TB Crucial M500 SSD Sony Optiarc AS-5240S HP ZR2740w 2560x1440 Windows 8.1 Pro Coolermaster 352 case stripped of all fans,"<span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> DH87RL a low power consumption MB i7-4771 Haswell Seasonic X-400 fanless NoFan CR-95C Copper Fanless CPU Cooler 16GB (2x8GB) Kingston HyperX blu DDR3 CL10 1600 1TB Crucial M500 SSD <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> Optiarc AS-5240S HP ZR2740w 2560x1440 Windows 8.1 Pro Coolermaster 352 case stripped of all fans",*Intel* DH87RL a low power consumption MB i7-4771 Haswell Seasonic X-400 fanless NoFan CR-95C Copper Fanless CPU Cooler 16GB (2x8GB) Kingston HyperX blu DDR3 CL10 1600 1TB Crucial M500 SSD §Sony$ Optiarc AS-5240S HP ZR2740w 2560x1440 Windows 8.1 Pro Coolermaster 352 case stripped of all fans,brands,True,,,False
O2350512254,Intel,Kingston,Test Hardware: Motherboard: ASUS P67 Deluxe B3 Processor: Intel Core i5 2500K Ram: Crucial 2133 4GB Dual Channel (9-9-9-24) Video Card: ASUS Radeon HD 5870 HDD: Kingston SSDNow V+ 200 120GB Power: Thermaltake Tough Power XT 850 (Sponsored by Thermaltake) Case: Open air Cooling: Cooler Master Hyper 612 PWM,"Test Hardware: Motherboard: ASUS P67 Deluxe B3 Processor: <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> Core i5 2500K Ram: Crucial 2133 4GB Dual Channel (9-9-9-24) Video Card: ASUS Radeon HD 5870 HDD: <span style=""color: #6CB219; font-weight: bold"">Kingston:[OBJECT_B]</span> SSDNow V+ 200 120GB Power: Thermaltake Tough Power XT 850 (Sponsored by Thermaltake) Case: Open air Cooling: Cooler Master Hyper 612 PWM",Test Hardware: Motherboard: ASUS P67 Deluxe B3 Processor: *Intel* Core i5 2500K Ram: Crucial 2133 4GB Dual Channel (9-9-9-24) Video Card: ASUS Radeon HD 5870 HDD: §Kingston$ SSDNow V+ 200 120GB Power: Thermaltake Tough Power XT 850 (Sponsored by Thermaltake) Case: Open air Cooling: Cooler Master Hyper 612 PWM,brands,True,,,False
H1224920047,Apple,IBM,"In 1996, however, he ""figured the CFO track would be faster outside IBM,"" and joined Apple.","In 1996, however, he ""figured the CFO track would be faster outside <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span>,"" and joined <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>.","In 1996, however, he ""figured the CFO track would be faster outside *IBM*,"" and joined §Apple$.",brands,True,,,False
K1744931959,Samsung,Motorola,"Motorola, Samsung, HTC, LG, Sony or other?","<span style=""color: #9A14B2; font-weight: bold"">Motorola:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span>, HTC, LG, Sony or other?","*Motorola*, §Samsung$, HTC, LG, Sony or other?",brands,False,,,False
F828202509,Microsoft,Apple,GPP: In that regard Apple really suck and are worse than even Microsoft.,"GPP: In that regard <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> really suck and are worse than even <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span>.",GPP: In that regard *Apple* really suck and are worse than even §Microsoft$.,brands,True,,,False
A135916387,IBM,Dell,"Acrolinx provides Content Quality Software that enables companies such as Adobe, Dell, Cisco, IBM, Philips, and Siemens to make their content easier to comprehend, cheaper to translate, and easier to find.","Acrolinx provides Content Quality Software that enables companies such as Adobe, <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span>, Cisco, <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span>, Philips, and Siemens to make their content easier to comprehend, cheaper to translate, and easier to find.","Acrolinx provides Content Quality Software that enables companies such as Adobe, *Dell*, Cisco, §IBM$, Philips, and Siemens to make their content easier to comprehend, cheaper to translate, and easier to find.",brands,True,,,False
K1629349043,Ferrari,Renault,"Like Ferrari, Renault struggled all weekend.","Like <span style=""color: #9A14B2; font-weight: bold"">Ferrari:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Renault:[OBJECT_B]</span> struggled all weekend.","Like *Ferrari*, §Renault$ struggled all weekend.",brands,False,,,False
I1287464099,Nissan,Renault,"In some, but not all of those locations, Better Place is cooperating with the Renault-Nissan Alliance.","In some, but not all of those locations, Better Place is cooperating with the <span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span>-<span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> Alliance.","In some, but not all of those locations, Better Place is cooperating with the *Renault*-§Nissan$ Alliance.",brands,True,,,False
N2228186308,Ford,BMW,Sobering then to think that one decent volcanic blast pumps more CO2 and resultant earth excrement into the atmosphere than any Ford Zetec or BMW V8 could do running up the fast lane of the M6 at 95 for a year.,"Sobering then to think that one decent volcanic blast pumps more CO2 and resultant earth excrement into the atmosphere than any <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Zetec or <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> V8 could do running up the fast lane of the M6 at 95 for a year.",Sobering then to think that one decent volcanic blast pumps more CO2 and resultant earth excrement into the atmosphere than any *Ford* Zetec or §BMW$ V8 could do running up the fast lane of the M6 at 95 for a year.,brands,True,,,False
G959035385,Ford,BMW,"Honda is solid at #6 and 6.1% share, Ford is back above Mercedes and BMW, Mazda shines again at #8 and local manufacturer Luxgen is back inside the Top 10 at #9 with 1.104 sales and 3.2% share.","Honda is solid at #6 and 6.1% share, <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> is back above Mercedes and <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>, Mazda shines again at #8 and local manufacturer Luxgen is back inside the Top 10 at #9 with 1.104 sales and 3.2% share.","Honda is solid at #6 and 6.1% share, *Ford* is back above Mercedes and §BMW$, Mazda shines again at #8 and local manufacturer Luxgen is back inside the Top 10 at #9 with 1.104 sales and 3.2% share.",brands,True,,,False
G992077265,Intel,Hewlett-Packard,HP (Hewlett-Packard) HP Intel Xeon Dual-Core 5130 2.0GHz - Processor Up...,"HP (<span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span>) HP <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> Xeon Dual-Core 5130 2.0GHz - Processor Up...",HP (*Hewlett-Packard*) HP §Intel$ Xeon Dual-Core 5130 2.0GHz - Processor Up...,brands,False,,,False
M1977473866,Intel,Kingston,"PC setup : Cooler Master Storm SNIPER Black Edition Cooler Master 850 Watts Silent PRO Intel (R) Core (TM) i7-2600 CPU @ 3,40Ghz ASUS SABERTOOTH Z77 socket 1155 ASUS GTX 670 2GB ASUS VE248 Led Monitor Kingston HYPER X 1600 Mhz 4g X 4 Cyborg R.A.T. 9 mice Cyborg F.L.Y. 5 Logitech G51 Surround Sound System SteelSeries Merc Stealtth keyboard SENNHEISER PC 333D GAME headset","PC setup : Cooler Master Storm SNIPER Black Edition Cooler Master 850 Watts Silent PRO <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> (R) Core (TM) i7-2600 CPU @ 3,40Ghz ASUS SABERTOOTH Z77 socket 1155 ASUS GTX 670 2GB ASUS VE248 Led Monitor <span style=""color: #6CB219; font-weight: bold"">Kingston:[OBJECT_B]</span> HYPER X 1600 Mhz 4g X 4 Cyborg R.A.T. 9 mice Cyborg F.L.Y. 5 Logitech G51 Surround Sound System SteelSeries Merc Stealtth keyboard SENNHEISER PC 333D GAME headset","PC setup : Cooler Master Storm SNIPER Black Edition Cooler Master 850 Watts Silent PRO *Intel* (R) Core (TM) i7-2600 CPU @ 3,40Ghz ASUS SABERTOOTH Z77 socket 1155 ASUS GTX 670 2GB ASUS VE248 Led Monitor §Kingston$ HYPER X 1600 Mhz 4g X 4 Cyborg R.A.T. 9 mice Cyborg F.L.Y. 5 Logitech G51 Surround Sound System SteelSeries Merc Stealtth keyboard SENNHEISER PC 333D GAME headset",brands,True,,,False
E667276994,Microsoft,Amazon,"Even if Microsoft fails to be as successful during the cloud-connected device era as the PC, its efforts (good or bad) should pressure Apple, Amazon, Google and others do to better,"" says Wilcox.","Even if <span style=color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> fails to be as successful during the cloud-connected device era as the PC, its efforts (good or bad) should pressure Apple, <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span>, Google and others do to better,"" says Wilcox.","Even if *Microsoft* fails to be as successful during the cloud-connected device era as the PC, its efforts (good or bad) should pressure Apple, §Amazon$, Google and others do to better, says Wilcox.",brands,True,,,False
