id,a,b,raw_text,text_html,text_readable,type,marker,label_gold,label_gold_reason,_golden
F819063073,USB,Bluetooth,Going cordless is good and going Bluetooth is even better since it frees up a USB port.,"Going cordless is good and going <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> is even better since it frees up a <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> port.",Going cordless is good and going *Bluetooth* is even better since it frees up a §USB$ port.,compsci,True,,,False
I1344274849,MySQL,SQLite,is better supported than the MySQL/SQLite one).,"is better supported than the <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">SQLite:[OBJECT_B]</span> one).",is better supported than the *MySQL*/§SQLite$ one).,compsci,True,,,False
D404375057,MySQL,PostgreSQL,But now version 2.7.6 is over two times faster than MySQL and over twenty times faster than PostgreSQL.,"But now version 2.7.6 is over two times faster than <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> and over twenty times faster than <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span>.",But now version 2.7.6 is over two times faster than *MySQL* and over twenty times faster than §PostgreSQL$.,compsci,True,,,False
M1939369812,Ruby,JavaScript,"Other languages that might be easier on you: Ruby, Lua, C#, JavaScript/Coffeescript.","Other languages that might be easier on you: <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>, Lua, C#, <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>/Coffeescript.","Other languages that might be easier on you: *Ruby*, Lua, C#, §JavaScript$/Coffeescript.",compsci,True,,,False
J1444391122,MySQL,PostgreSQL,It's definitely faster than using MySQL or PostgreSQL for what you want to do though... -  Aaron Aug 18 '11 at 18:56,"It's definitely faster than using <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> for what you want to do though... -  Aaron Aug 18 '11 at 18:56",It's definitely faster than using *MySQL* or §PostgreSQL$ for what you want to do though... -  Aaron Aug 18 '11 at 18:56,compsci,True,,,False
J1545153273,Java,Smalltalk,"Java was pitched as a ""good enough"" Smalltalk.","<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> was pitched as a ""good enough"" <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span>.","*Java* was pitched as a ""good enough"" §Smalltalk$.",compsci,False,,,False
M1988309762,Java,Perl,Perl is slower and faster than Java,"<span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> is slower and faster than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>",*Perl* is slower and faster than §Java$,compsci,True,,,False
A115608686,USB,Ethernet,A better design would be to move the firewire port inbetween the second USB port and the Ethernet port.,"A better design would be to move the firewire port inbetween the second <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> port and the <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> port.",A better design would be to move the firewire port inbetween the second *USB* port and the §Ethernet$ port.,compsci,True,,,False
L1859752334,Java,Smalltalk,Objective C is more like Smalltalk than C++/Java/etc.,"Objective C is more like <span style=""color: #9A14B2; font-weight: bold"">Smalltalk:[OBJECT_A]</span> than C++/<span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>/etc.",Objective C is more like *Smalltalk* than C++/§Java$/etc.,compsci,False,,,False
S3061179901,Java,Groovy,"We'll begin by discussing functional programming styles, how we use functional programming today in Groovy, and how the constructs of Java 8 offer a better functional programming style.","We'll begin by discussing functional programming styles, how we use functional programming today in <span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span>, and how the constructs of <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> 8 offer a better functional programming style.","We'll begin by discussing functional programming styles, how we use functional programming today in *Groovy*, and how the constructs of §Java$ 8 offer a better functional programming style.",compsci,True,,,False
J1510168377,Java,Smalltalk,I want it to become a way to interface to Java easily and the Smalltalk way.,"I want it to become a way to interface to <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> easily and the <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span> way.",I want it to become a way to interface to *Java* easily and the §Smalltalk$ way.,compsci,False,,,False
P2439208129,Java,Objective-C,"The code was written in a metalanguage I implemented to make porting between Objective-C, Java, C++ and C# easier.","The code was written in a metalanguage I implemented to make porting between <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, C++ and C# easier.","The code was written in a metalanguage I implemented to make porting between *Objective-C*, §Java$, C++ and C# easier.",compsci,True,,,False
E688265261,Python,JavaScript,"Expert C developer; solid Java, C++, Python, JavaScript, HTML, JSP, CSS skills among others","Expert C developer; solid Java, C++, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>, HTML, JSP, CSS skills among others","Expert C developer; solid Java, C++, *Python*, §JavaScript$, HTML, JSP, CSS skills among others",compsci,True,,,False
L1792005773,Ethernet,Bluetooth,"Network connectivity is restricted to slower 10/100 'Fast' Ethernet and Wireless-G Wi-Fi, as opposed to the Gigabit and Wireless-N Wi-Fi oft demanded these days, though Bluetooth is at least included.","Network connectivity is restricted to slower 10/100 'Fast' <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> and Wireless-G Wi-Fi, as opposed to the Gigabit and Wireless-N Wi-Fi oft demanded these days, though <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> is at least included.","Network connectivity is restricted to slower 10/100 'Fast' *Ethernet* and Wireless-G Wi-Fi, as opposed to the Gigabit and Wireless-N Wi-Fi oft demanded these days, though §Bluetooth$ is at least included.",compsci,True,,,False
S3053834733,PHP,JavaScript,"We have superior knowledge in all of the following categories; SEO, SEM, flash , html, PHP, aspx, css, JavaScript, mysql, shopping carts and more.","We have superior knowledge in all of the following categories; SEO, SEM, flash , html, <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, aspx, css, <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>, mysql, shopping carts and more.","We have superior knowledge in all of the following categories; SEO, SEM, flash , html, *PHP*, aspx, css, §JavaScript$, mysql, shopping carts and more.",compsci,True,,,False
T3258524302,Swift,Objective-C,You'll learn How to call Swift from Objective-C from the Automatically Generated Header.,"You'll learn How to call <span style=""color: #9A14B2; font-weight: bold"">Swift:[OBJECT_A]</span> from <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span> from the Automatically Generated Header.",You'll learn How to call *Swift* from §Objective-C$ from the Automatically Generated Header.,compsci,False,,,False
I1350817982,Eclipse,NetBeans,Is NetBeans very different from Eclipse?,"Is <span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> very different from <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span>?",Is *NetBeans* very different from §Eclipse$?,compsci,False,,,False
F738920391,Ruby,Python,"For better or worse, Ruby, Python, JavaScript and so on have changed how people see programming.","For better or worse, <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, JavaScript and so on have changed how people see programming.","For better or worse, *Ruby*, §Python$, JavaScript and so on have changed how people see programming.",compsci,True,,,False
H1112689265,Windows XP,Windows Vista,"If you enjoy Windows 64bit operating system, such as Windows XP or Windows Vista 64-bit editions, now you can make better use of that ""extra power"".","If you enjoy Windows 64bit operating system, such as <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span> 64-bit editions, now you can make better use of that ""extra power"".","If you enjoy Windows 64bit operating system, such as *Windows XP* or §Windows Vista$ 64-bit editions, now you can make better use of that ""extra power"".",compsci,True,,,False
D395506928,Windows 7,Windows 8,But is it better than Windows 7? Is it worth upgrading to Windows 8?,"But is it better than <span style=""color: #9A14B2; font-weight: bold"">Windows 7:[OBJECT_A]</span>? Is it worth upgrading to <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span>?",But is it better than *Windows 7*? Is it worth upgrading to §Windows 8$?,compsci,True,,,False
K1730547029,Java,Smalltalk,"more acquainted with Common Lisp, Java and Smalltalk.","more acquainted with Common Lisp, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span>.","more acquainted with Common Lisp, *Java* and §Smalltalk$.",compsci,False,,,False
I1279011583,Windows XP,Windows 8,In other words migrating from Windows XP or Windows 7 should be made easier by going the Windows 8 route.,"In other words migrating from <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> or Windows 7 should be made easier by going the <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span> route.",In other words migrating from *Windows XP* or Windows 7 should be made easier by going the §Windows 8$ route.,compsci,True,,,False
