id,sentence,object_a,object_b,most_frequent_label,most_frequent_percentage,path
P2527067992,The introduction of G3 Power PC microprocessor made ​​by Apple faster than computers that run on Intel processors.,Apple,Intel,BETTER,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
P2527067992,The introduction of G3 Power PC microprocessor made ​​by Apple faster than computers that run on Intel processors.,Apple,Intel,BETTER,1.0,X/PROPN/ROOT/^ faster/ADV/advmod/V Y/PROPN/pobj/<
M2032209894,"Pretty much if we took in a MBZ,BMW or Lexus it was solid gold ( sport car hands down a Porshe, Audi wasn't our first choice to have on the lot.",Lexus,Audi,BETTER,0.6,X/PROPN/npadvmod/> be/VERB/ROOT/^ gold/NOUN/attr/< hand/NOUN/conj/< porshe/PROPN/dobj/< Y/PROPN/conj/<
C354883223,"As far as benchmark performance is concerned, the Intel Atom Z2760 recorded 3min 36sec in our Blender 3D rendering test, which is over 15sec slower than the Dell Latitude 10 and HP ElitePad 900 tablets, and only a 24sec faster than one of the last netbooks we saw back in 2010, the Acer Aspire Happy.",Intel,Dell,WORSE,1.0,X/PROPN/compound/> record/VERB/ROOT/^ slow/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
C354883223,"As far as benchmark performance is concerned, the Intel Atom Z2760 recorded 3min 36sec in our Blender 3D rendering test, which is over 15sec slower than the Dell Latitude 10 and HP ElitePad 900 tablets, and only a 24sec faster than one of the last netbooks we saw back in 2010, the Acer Aspire Happy.",Intel,Dell,WORSE,1.0,X/PROPN/compound/> record/VERB/ROOT/^ slow/ADJ/acomp/< than/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
F737449169,"For an easier mixer, combine the Matcha tea/peach juice with carbonated water, to taste.",tea,juice,NONE,1.0,NOPATH
T3215789325,"Writing in the harvard Business Review and the Washington Post , two U.S. business professors, Vijay Govindarajan from dartmouth and Ravi Ramammurti from Northeastern University tell the story of how Indian hospitals deliver better care for much less.",harvard,dartmouth,NONE,1.0,X/PROPN/compound/> review/PROPN/ROOT/^ professor/NOUN/appos/< govindarajan/PROPN/appos/< from/ADP/prep/< Y/PROPN/pobj/<
T3165855318,"While the tutorial implies that using SQLite is the easiest path to getting a working app, it's probably easier to use MySQL or postgres if you're comfortable with those.",SQLite,MySQL,WORSE,0.6,X/PROPN/nsubj/> '/VERB/ROOT/^ Y/PROPN/dobj/<
J1444890013,"It's easier in softball to place the ball than in baseball, but that's another discussion altogether.",softball,baseball,BETTER,1.0,X/PROPN/nsubj/> place/VERB/ROOT/^ than/ADP/prep/< in/ADP/prep/< Y/PROPN/pobj/<
L1841744837,"Nowadays, more and more auto makers such as Audi BMW Mercedes and Lexus have had their entire product lines equipped with the latest LED tail lights, not only to make the cars more stylish, but also better safety improvement.",Audi,Lexus,NONE,1.0,X/PROPN/compound/> mercedes/PROPN/ROOT/^ Y/PROPN/conj/<
E688040915,"experience with web application development Solid Java, JavaScript and CSS skills a must Web application server languages (MVC): ASP.net, JSP, PHP or similar Salesforce dev experience a plus",JavaScript,PHP,NONE,1.0,X/PROPN/nsubj/> skill/NOUN/ROOT/^ language/NOUN/dobj/< jsp/PROPN/appos/< Y/PROPN/conj/<
E688040915,"experience with web application development Solid Java, JavaScript and CSS skills a must Web application server languages (MVC): ASP.net, JSP, PHP or similar Salesforce dev experience a plus",JavaScript,PHP,NONE,1.0,X/PROPN/nsubj/> and/CONJ/cc/V skill/NOUN/ROOT/^ language/NOUN/dobj/< jsp/PROPN/appos/< Y/PROPN/conj/<
E688040915,"experience with web application development Solid Java, JavaScript and CSS skills a must Web application server languages (MVC): ASP.net, JSP, PHP or similar Salesforce dev experience a plus",JavaScript,PHP,NONE,1.0,X/PROPN/nsubj/> css/PROPN/conj/V skill/NOUN/ROOT/^ language/NOUN/dobj/< jsp/PROPN/appos/< Y/PROPN/conj/<
T3153807526,"Which console has the superior lineup, ps3 or wii?",ps3,wii,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
T3153807526,"Which console has the superior lineup, ps3 or wii?",ps3,wii,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
F790882384,"Fun to drive is what Cadillac and Lexus now (incredibly) ""get"" much better than BMW based on recent evidence.",Cadillac,Lexus,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
F790882384,"Fun to drive is what Cadillac and Lexus now (incredibly) ""get"" much better than BMW based on recent evidence.",Cadillac,Lexus,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
H1199952434,"I mean, when you really analyze it, is the Apple iPod really that much superior to an mp3 player from, for example, Sony?",Apple,Sony,BETTER,1.0,X/PROPN/compound/> ipod/PROPN/ROOT/^ for/ADP/prep/< Y/PROPN/pobj/<
E635911811,"Eclipse, NetBeans or IntelliJ Idea.",Eclipse,NetBeans,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
P2464927842,"The discussion turned to having other people work on the project, and why I felt people who knew Lisp would be better to attract than people who knew, say, Java.",Lisp,Java,NONE,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ than/ADP/prep/< people/NOUN/pobj/< know/VERB/relcl/< Y/PROPN/dep/<
G972909687,"However, either solution is far better than running as an administrator under Windows XP or with UAC turned off in Windows Vista.",Windows XP,Windows Vista,NONE,1.0,X/PROPN/nsubj/> turn/VERB/ROOT/^ in/ADP/prep/< Y/PROPN/pobj/<
R2938103220,Toyota and Honda have bailed.,Toyota,Honda,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
R2938103220,Toyota and Honda have bailed.,Toyota,Honda,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
K1738171240,"Most chargers for Bluetooth headsets (which, from my limited experience, are wall chargers only) charge slower than a USB cable.",Bluetooth,USB,WORSE,0.4,X/ADJ/amod/> charge/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<
S2964505520,"Under Armour Inc. (NYSE: UA) is now a solid competitor with Nike or Adidas in many segments of sporting goods and apparel, and its market cap was recently about $7.6 billion.",Nike,Adidas,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
S2964505520,"Under Armour Inc. (NYSE: UA) is now a solid competitor with Nike or Adidas in many segments of sporting goods and apparel, and its market cap was recently about $7.6 billion.",Nike,Adidas,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
D511145878,"concrete Parking Areas Are Best! W CHU NATURAL stone SUPPLY Cooler Craftsman Masonry, Inc.",concrete,stone,NONE,0.6,NOPATH
G974550683,"However, I do wish it was optimized better, but PHP is not Java.",PHP,Java,BETTER,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ Y/ADJ/acomp/<
R2890206008,"Though better than the previous model, the Mustang's rear seat is still not as welcoming as the Chrysler Sebring's or Toyota Solara's.",Chrysler,Toyota,NONE,1.0,X/PROPN/compound/> sebring/PROPN/ROOT/^ Y/PROPN/conj/<
G1064381987,"I equate Sony with decent products that are way overpriced, which doesn't seem to mesh with how Google normally does stuff.",Sony,Google,NONE,0.6,X/PROPN/ROOT/^ Y/PROPN/pobj/<
G1064381987,"I equate Sony with decent products that are way overpriced, which doesn't seem to mesh with how Google normally does stuff.",Sony,Google,NONE,0.6,X/PROPN/ROOT/^ with/ADP/prep/V Y/PROPN/pobj/<
G1064381987,"I equate Sony with decent products that are way overpriced, which doesn't seem to mesh with how Google normally does stuff.",Sony,Google,NONE,0.6,X/PROPN/ROOT/^ how/ADV/advmod/V Y/PROPN/pobj/<
D550531070,"Database Systems, Oracle, MySQL.",Oracle,MySQL,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
S2998539802,"Version 4.3a introduces new LiveLink™ products for Microsoft® Excel® 2010 for Windows® and Solid Edge®, Amazon EC2™ cloud computing support, and ECAD file import.",Microsoft,Amazon,NONE,1.0,NOPATH
Q2670634417,"There's something about it that feels much faster than my (admittedly out of date) mobile phone, and it feels significantly faster than my laptop or desktop.",mobile,laptop,BETTER,0.8,X/PROPN/compound/> phone/NOUN/ROOT/^ feel/VERB/conj/< faster/ADV/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
N2143479966,"SCU's proximity to neighboring Apple, eBay, Yahoo!, Google, Cisco, Intel, and HP makes it easier to draw attorneys and executives to campus as speakers, mentors, and instructors and also allows for practice-based learning like internships, externships, and clinics, according to Goldman.",Google,Intel,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2143479966,"SCU's proximity to neighboring Apple, eBay, Yahoo!, Google, Cisco, Intel, and HP makes it easier to draw attorneys and executives to campus as speakers, mentors, and instructors and also allows for practice-based learning like internships, externships, and clinics, according to Goldman.",Google,Intel,NONE,1.0,X/PROPN/ROOT/^ cisco/PROPN/npadvmod/V Y/PROPN/conj/<
N2243644879,"Solid experience with MySQL design and implementation, PHP, Perl, AJAX, CSS/XHTML, XML, OLAP and Data Warehouse design.",PHP,Perl,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
D407254326,"But Samsung, a highly diversified company, can better withstand a poor showing in the tablet market than can Hewlett-Packard and Dell.",Hewlett-Packard,Dell,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
D407254326,"But Samsung, a highly diversified company, can better withstand a poor showing in the tablet market than can Hewlett-Packard and Dell.",Hewlett-Packard,Dell,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
T3209367396,Working with its erstwhile foe also may help IBM chase other technology giants - including Apple - that have done a better job seizing on the mobile-computing boom.,IBM,Apple,NONE,0.5,X/PROPN/nsubj/> chase/VERB/ROOT/^ giant/NOUN/dobj/< include/VERB/prep/< Y/PROPN/pobj/<
J1545035256,Java jobs with far lower expectations have paid me personally far better than Perl jobs with high expectations.,Java,Perl,BETTER,0.8,X/PROPN/nsubj/> pay/VERB/ROOT/^ good/ADJ/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
J1545035256,Java jobs with far lower expectations have paid me personally far better than Perl jobs with high expectations.,Java,Perl,BETTER,0.8,X/PROPN/nsubj/> job/NOUN/dobj/V pay/VERB/ROOT/^ good/ADJ/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
E613641206,"Drinking fluids - milk-based fluids may be easier to tolerate than acidic liquids, such as juice or soda.",milk,soda,BETTER,0.8,NOPATH
E716131739,"Finally, the concept was perfected by Apple - and later poorly copied by Microsoft.",Apple,Microsoft,BETTER,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
E716131739,"Finally, the concept was perfected by Apple - and later poorly copied by Microsoft.",Apple,Microsoft,BETTER,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/pobj/<
E716131739,"Finally, the concept was perfected by Apple - and later poorly copied by Microsoft.",Apple,Microsoft,BETTER,1.0,X/PROPN/ROOT/^ copy/VERB/conj/V Y/PROPN/pobj/<
S3063206217,"Well if they can get enough power in the SRX, than Cadillac may actually have a better Crossover than the Lexus RX.",Cadillac,Lexus,BETTER,0.8,X/PROPN/nsubj/> have/VERB/ROOT/^ crossover/PROPN/dobj/< than/ADP/prep/< Y/PROPN/pobj/<
S3063206217,"Well if they can get enough power in the SRX, than Cadillac may actually have a better Crossover than the Lexus RX.",Cadillac,Lexus,BETTER,0.8,X/PROPN/nsubj/> have/VERB/ROOT/^ crossover/PROPN/dobj/< than/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
I1295322911,"Intel is making it easier for giant online businesses like amazon, facebook and eBay to use its powerful Xeon server processors in their massive data centers.",amazon,facebook,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
D476752277,"Chocolate, tea, coffee, soda...",tea,soda,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/appos/<
D476752277,"Chocolate, tea, coffee, soda...",tea,soda,NONE,1.0,X/PROPN/ROOT/^ coffee/NOUN/appos/V Y/PROPN/appos/<
H1224920047,"In 1996, however, he ""figured the CFO track would be faster outside IBM,"" and joined Apple.",IBM,Apple,NONE,0.8333333333333334,X/PROPN/nsubj/> join/VERB/ROOT/^ Y/PROPN/dobj/<
H1224920047,"In 1996, however, he ""figured the CFO track would be faster outside IBM,"" and joined Apple.",IBM,Apple,NONE,0.8333333333333334,X/PROPN/nsubj/> and/CONJ/cc/V join/VERB/ROOT/^ Y/PROPN/dobj/<
P2545253133,The lighter color works so much better in the room instead of the chalk paint® Antibes.,chalk,paint,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
T3191159724,"With established, proven dealer experiences at competing brands like Lexus, BMW, Mercedes-Benz, and Audi, as well as Cadillac, Lincoln--or any brand--will have a difficult time creating a customer experience that qualifies as ""superior.""",Lexus,Audi,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
T3191159724,"With established, proven dealer experiences at competing brands like Lexus, BMW, Mercedes-Benz, and Audi, as well as Cadillac, Lincoln--or any brand--will have a difficult time creating a customer experience that qualifies as ""superior.""",Lexus,Audi,NONE,1.0,X/PROPN/ROOT/^ bmw/PROPN/conj/V Y/PROPN/conj/<
E601231289,"Don't know Perl much, its language-syntax is much harder than PHP .",Perl,PHP,WORSE,1.0,X/PROPN/advcl/> be/VERB/ROOT/^ hard/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
E601231289,"Don't know Perl much, its language-syntax is much harder than PHP .",Perl,PHP,WORSE,1.0,X/PROPN/advcl/> much/ADJ/advmod/V be/VERB/ROOT/^ hard/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
J1456695442,"It's never too early for a mock draft, and with events like the Nike LeBron James Skills Academy and Adidas Nations all wrapped up, we actually have a better sense of who might be poised for breakout seasons.",Nike,Adidas,NONE,1.0,X/PROPN/compound/> lebron/PROPN/compound/> lebron/PROPN/ROOT/^ Y/PROPN/conj/<
D447678234,Can't do that any easier than in Perl/Python/tcl.,Perl,Python,NONE,1.0,NOPATH
G1044039601,I didn't find the coverage to be horrible- God knows fox and espn are worse.,fox,espn,NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/conj/<
G1044039601,I didn't find the coverage to be horrible- God knows fox and espn are worse.,fox,espn,NONE,0.8,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
T3203049748,"With the wii remote (and later the shameless copy, the playstation Move), faster precision was never this simple!",wii,playstation,NONE,0.6,X/PROPN/ROOT/^ Y/PROPN/dobj/<
T3203049748,"With the wii remote (and later the shameless copy, the playstation Move), faster precision was never this simple!",wii,playstation,NONE,0.6,X/PROPN/ROOT/^ remote/ADJ/nmod/V Y/PROPN/dobj/<
T3203049748,"With the wii remote (and later the shameless copy, the playstation Move), faster precision was never this simple!",wii,playstation,NONE,0.6,X/PROPN/ROOT/^ the/DET/det/V Y/PROPN/dobj/<
H1211336539,IMO espn did a much better job with the broadcast of the nationwide race than fox.,espn,fox,BETTER,1.0,X/PROPN/nsubj/> do/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<
I1368101738,"It can be used to run algorithms by using floating point buffers and readback and the float data, but it is better to use either CUDA or OpenCL (compute language) to run algorithms on a GPU.",CUDA,OpenCL,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
I1368101738,"It can be used to run algorithms by using floating point buffers and readback and the float data, but it is better to use either CUDA or OpenCL (compute language) to run algorithms on a GPU.",CUDA,OpenCL,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
B331094181,A Python/Ruby script might work better for this....,Python,Ruby,NONE,1.0,NOPATH
D468679303,Chartered Semiconductor's Kevin Meyer says IDMs such as Intel and IBM stand to gain from faster to-market speeds since they have resources to integrate all components on a smaller chip.,Intel,IBM,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
D468679303,Chartered Semiconductor's Kevin Meyer says IDMs such as Intel and IBM stand to gain from faster to-market speeds since they have resources to integrate all components on a smaller chip.,Intel,IBM,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
L1813364991,Nokia Siemens Nabs Motorola Wireless Infrastructure Business,Nokia,Motorola,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
L1813364991,Nokia Siemens Nabs Motorola Wireless Infrastructure Business,Nokia,Motorola,NONE,1.0,X/PROPN/compound/> siemens/PROPN/compound/V Y/PROPN/ROOT/^
L1813364991,Nokia Siemens Nabs Motorola Wireless Infrastructure Business,Nokia,Motorola,NONE,1.0,X/PROPN/compound/> nabs/PROPN/compound/V Y/PROPN/ROOT/^
E564025158,"Dell offers three different variants of the Inspiron 15-5547, with a faster Intel Core i7-4510U CPU and an optional touchscreen being available.",Dell,Intel,NONE,1.0,X/PROPN/nsubj/> offer/VERB/ROOT/^ with/ADP/prep/< Y/PROPN/pobj/<
E564025158,"Dell offers three different variants of the Inspiron 15-5547, with a faster Intel Core i7-4510U CPU and an optional touchscreen being available.",Dell,Intel,NONE,1.0,X/PROPN/nsubj/> offer/VERB/ROOT/^ with/ADP/prep/< faster/ADV/amod/V Y/PROPN/pobj/<
F796579376,"(gamecube, playstation 2 -- May 2004)",gamecube,playstation,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
G1039785944,ideal fishing/swimming,fishing,swimming,NONE,1.0,NOPATH
L1823778554,"No soda, juice, etc.",soda,juice,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
J1492169620,"It would be really sad, if the Perl (and Ruby) people simply program OOP and say it's simply better, without knowing when and why.",Perl,Ruby,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
J1492169620,"It would be really sad, if the Perl (and Ruby) people simply program OOP and say it's simply better, without knowing when and why.",Perl,Ruby,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
O2345301951,"Technically tough, I see this easier to build with PHP and some JavaScript, without any libraries except maybe jQuery.",PHP,JavaScript,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
O2345301951,"Technically tough, I see this easier to build with PHP and some JavaScript, without any libraries except maybe jQuery.",PHP,JavaScript,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
O2345301951,"Technically tough, I see this easier to build with PHP and some JavaScript, without any libraries except maybe jQuery.",PHP,JavaScript,NONE,1.0,X/PROPN/ROOT/^ some/DET/det/V Y/PROPN/conj/<
B238188771,"Among the top performances included a superior effort by the loaded Southern california All Stars , and a nice showing by the North carolina Gaters .",california,carolina,NONE,0.8,X/PROPN/nsubj/> stars/PROPN/ROOT/^ showing/NOUN/conj/< by/ADP/prep/< Y/PROPN/pobj/<
B238188771,"Among the top performances included a superior effort by the loaded Southern california All Stars , and a nice showing by the North carolina Gaters .",california,carolina,NONE,0.8,X/PROPN/nsubj/> stars/PROPN/ROOT/^ showing/NOUN/conj/< by/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
