,caption,gold,id,idr,most_frequent_percentage,object_a,object_b,origin,paths,pred_if,pred_lex,predicted,repeated,s_len,sentence,sentencer
1134,,NONE,,,1.0,Google,Microsoft,,,ARG,ARG,,True,54,So in this respect Google is no better than Microsoft.,
1138,,ARG,,,0.6,california,oregon,,,NONE,NONE,,True,155,"I changed employers once after that in order to get out of california...AFTER getting a solid (and better) offer in oregon, where I stayed until I retired.",
1155,,NONE,,,1.0,harvard,stanford,,,ARG,ARG,,True,75,harvard is better than Western New England and stanford is better than GGU.,
1178,,ARG,,,1.0,soda,milk,,,NONE,NONE,,True,62,Why is soda $5 per gallon when milk is so much better for you?,
1182,,ARG,,,1.0,Samsung,Nokia,,,NONE,NONE,,True,202,"Decent alternatives for you might include the Android-powered Samsung Galaxy 3 , the HTC Wildfire or indeed, if you can afford the step up, the Nokia C7 for a considerably superior Symbian^3 experience.",
1197,,ARG,,,1.0,Groovy,Java,,,NONE,NONE,,True,97,"Groovy code often looks and feels like Java code, but is almost always simpler and easier to use.",
1198,,ARG,,,1.0,holiday,wedding,,,NONE,NONE,,True,233,"It's a well-known fact that returning from a holiday weekend isn't always easy, but a beautiful bride with an ""aversion to all things boring"" and a drop-dead gorgeous Fort Lauderdale wedding can make the transition much, much easier.",
1202,,ARG,,,1.0,Ruby,Python,,,NONE,NONE,,True,89,"I've been going through Ruby, enjoy it, like it better then Python, never really dug PHP.",
1206,,ARG,,,1.0,Buick,Cadillac,,,NONE,NONE,,True,245,"Who's up for an intra-company cannibalizing Buick Regal 2.0T, which looks better, probably drives better, and is more Teutonic in every way than this large-on-the-outside but small-on-the-inside answer to a question no one is asking of Cadillac?",
1214,,NONE,,,1.0,Java,Smalltalk,,,ARG,ARG,,False,75,"IOW, there's no fun in Java (unlike something more playful like Smalltalk).",
1219,,ARG,,,1.0,motorcycle,truck,,,NONE,NONE,,True,165,"ARCEE changes into a motorcycle and is very quick and acrobatic with her attacks, and BULKHEAD changes into an armoured truck and moves slower, but hits much harder.",
1222,,NONE,,,1.0,Scala,Java,,,ARG,ARG,,True,125,The emphasis is surprisingly different: Scala is very much about better component oriented programming for the Java platform.,
1231,,ARG,,,0.8,michigan,carolina,,,NONE,NONE,,True,84,Solid pitching efforts earn michigan baseball team a 5-2 win againt Coastal carolina,
1234,,NONE,,,1.0,Sigma,Nikon,,,ARG,ARG,,False,152,"Is Sigma so technologically deprived that it lags so far behind the ""big boys"" (Canon, Nikon, Sony, etc.) in the business that they could not do better?",
1235,,ARG,,,0.4,plywood,lumber,,,NONE,NONE,,True,105,It also results in extra dimensional stability -- plywood doesn't swell or crack like solid sawed lumber.,
1248,,ARG,,,1.0,Lexus,Audi,,,NONE,NONE,,True,144,"Pretty much if we took in a MBZ,BMW or Lexus it was solid gold ( sport car hands down a Porshe, Audi wasn't our first choice to have on the lot.",
1255,,ARG,,,1.0,PHP,JavaScript,,,NONE,NONE,,True,151,As much as I love PHP would it not be easier to implement this using JavaScript by hiding and showing layers dynamically depending on what is selected?,
1256,,ARG,,,1.0,NetBeans,Eclipse,,,NONE,NONE,,True,33,"(10 For NetBeans, -5 for Eclipse)",
1257,,NONE,,,1.0,OpenGL,Direct3D,,,ARG,ARG,,True,31,Is OpenGL faster than Direct3D?,
1258,,ARG,,,0.6,Ethernet,USB,,,NONE,NONE,,True,103,"I'm thinking about grabbing an Ethernet wireless bridge or even better, a wireless USB network adapter.",
1259,,NONE,,,1.0,baseball,hockey,,,ARG,ARG,,True,78,Playing baseball involved different skills than hockey... which one is harder?,
1259,,NONE,,,1.0,Perl,Python,,,ARG,ARG,,True,77,"Still Perl is faster, but Java is not worse than other languages like Python.",
1283,,ARG,,,0.6,Lexus,Cadillac,,,NONE,NONE,,True,302,"Reliability for domestic autos is much better for long term reliability than you think, In JD Powers survey for long term reliability, cars on the road for four years, domestic nameplates held 3 of the top 5 spots, Buick was in 2nd place Lexus placed 1st, Cadillac and Lincoln also placed in the top 5.",
1285,,ARG,,,1.0,MySQL,PostgreSQL,,,NONE,NONE,,True,63,i have been trying to bend MySQL (PostgreSQL has better support,
1291,,NONE,,,1.0,Bluetooth,USB,,,ARG,ARG,,False,169,"Then connect another device or computer to your Android HotSpot , Transferring files from Samsung Kies Air is faster then Bluetooth and have almost good speed as on USB.",
1294,,ARG,,,1.0,beer,champagne,,,NONE,NONE,,True,69,"You need a place to cry into your beer, or better yet your champagne.",
1296,,NONE,,,1.0,golf,hockey,,,ARG,ARG,,False,103,"golf isn't any harder than tennis, hockey, or any number of other sports, but a lot of us sure do suck.",
1297,,ARG,,,1.0,Nokia,Motorola,,,NONE,NONE,,True,53,Mobile Nokia 15           Motorola 6           HTC 10,
1299,,ARG,,,1.0,PHP,Java,,,NONE,NONE,,True,97,"Indeed is even worse; Ruby shows about 10K hits there, compared to 20K for PHP and 100K for Java.",
1310,,ARG,,,0.6,Samsung,Toshiba,,,NONE,NONE,,True,299,"Personally, I see all of these major players in the hardware segment of the market all supporting Blu-Ray (Samsung, Panasonic, and LG, in addition to Sony) while only Toshiba has support for their format, as an indication that Blu-Ray is, at least from a technological standpoint, a superior format.",
1324,,ARG,,,1.0,Groovy,Java,,,NONE,NONE,,True,46,Groovy makes writing Java programs far easier.,
1327,,NONE,,,1.0,basketball,baseball,,,ARG,ARG,,True,49,I never said basketball was easier than baseball.,
1331,,ARG,,,1.0,restaurant,cafe,,,NONE,NONE,,True,76,"The restaurant is doing much better,"" Sal reveals of Papa C's Eastside cafe.",
1332,,ARG,,,0.6,ds,psp,,,NONE,NONE,,True,16,ds beats out psp,
1334,,NONE,,,0.6,baseball,basketball,,,ARG,ARG,,False,52,"It'll get better, but it's baseball, not basketball.",
1335,,ARG,,,1.0,pizza,bread,,,NONE,NONE,,True,81,"pizza cooks faster and is more tender, bread crusts as it's never crusted before.",
1336,,NONE,,,0.8,Amazon,Apple,,,ARG,ARG,,False,77,What I got out of it was that Amazon has a decent enough deal for Apple Care.,
1352,,NONE,,,1.0,Haskell,Python,,,ARG,ARG,,True,189,"(Personally, my users demand OCamL anyway, so it's not an additional build for me; and it's much faster to build than Erlang or Haskell and I think also than Perl; don't know about Python).",
1366,,ARG,,,1.0,Smalltalk,Java,,,NONE,NONE,,True,61,"Originally, that up there said 'Smalltalk' instead of 'Java'.",
1368,,NONE,,,1.0,Lisp,Java,,,ARG,ARG,,True,161,"The discussion turned to having other people work on the project, and why I felt people who knew Lisp would be better to attract than people who knew, say, Java.",
1373,,ARG,,,0.6,Windows 98,Windows XP,,,NONE,NONE,,True,105,Or may be it's related to the inferior CPU/memory management in Windows 98 in comparison with Windows XP?,
1376,,ARG,,,1.0,pistol,knife,,,NONE,NONE,,True,192,"- QUICK MOVEMENT The speed of your player is based on the weight of your gun, so when the round starts, switching to the pistol or even better, your knife, will result in much faster movement.",
1378,,ARG,,,1.0,Microsoft,Google,,,NONE,NONE,,True,82,"Contrast that with Microsoft or, even worse, Google and its absolutely a disaster.",
1381,,ARG,,,1.0,USB,Ethernet,,,NONE,NONE,,True,111,This printer has always been slow but it's even slower now that I'm using a USB connection instead of Ethernet.,
1389,,NONE,,,1.0,PHP,Java,,,ARG,ARG,,True,78,"PHP is not better than Java, it is just better for ""typical"" web applications.",
1389,,ARG,,,1.0,Apple,Intel,,,NONE,NONE,,True,69,"AMD and Apple are leading the way, and Intel better get in line soon.",
1389,,NONE,,,1.0,soup,sandwich,,,ARG,ARG,,False,73,Will he serve her soup to make her feel better even if it's sandwich day?,
1396,,ARG,,,1.0,Mercedes-Benz,Audi,,,NONE,NONE,,True,135,"Although we have Mercedes-Benz to thank for the oxymoronic ""4-door coupe"" category, Audi has gone one better with its A7 5-door coupe .",
1415,,ARG,,,0.8,IBM,Apple,,,NONE,NONE,,True,172,"If you're talking about CHRP/PREP hardware, IBM and Motorola delivered PowerPC machines with lots of PC legacy, while Apple delivered much better, legacy free PowerPC Macs.",
1423,,NONE,,,0.6,Sony,Dell,,,ARG,ARG,,True,82,"I don't know if Sony would be better than Dell, or any other make for that matter.",
1438,,NONE,,,1.0,Google,IBM,,,ARG,ARG,,False,51,Google Chrome is even worse on my old IBM ThinkPad.,
1440,,ARG,,,1.0,Honda,BMW,,,NONE,NONE,,True,199,"Generally speaking, in a ""squeeze the brakes as hard as possible and let ABS take over"" kind of stop, the Yamaha and the Honda, with their faster cycling times, will out-stop the BMW by several feet.",
1448,,ARG,,,0.6,carolina,california,,,NONE,NONE,,True,78,It's definitely gotten worse since we moved to North carolina from california.,
1449,,ARG,,,1.0,MySQL,SQLite,,,NONE,NONE,,True,142,I have several web sites where I have migrated from MySQL to SQLite and I couldn't be happier: it's faster with less CPU and memory footprint.,
1453,,NONE,,,1.0,MySQL,PostgreSQL,,,ARG,ARG,,True,119,"-SQL Server is significantly superior to MySQL, faster than PostgreSQL, and for most businesses is cheaper than Oracle.",
1455,,NONE,,,0.6,Apple,Amazon,,,ARG,ARG,,True,70,Does Apple manage its supply chain better than Amazon manages its own?,
1463,,NONE,,,1.0,Groovy,Java,,,ARG,ARG,,True,114,InfoQ : Are there specific features of Groovy that you feel make it better suited to Spring development than Java?,
1465,,ARG,,,0.8,Sony,Dell,,,NONE,NONE,,True,315,"That said, the solid metal base provides a 25-degree range of motion, and much more stability than you get from the Samsung Series 7 (DP700A3B-A01US) ($1,099 direct, 3.5 stars) or the Sony VAIO VPC-L231FX/W ($999.99 list, 4.5 stars), if less than you get with the Dell Inspiron One 2320 ($1,249.99 direct, 4 stars).",
1465,,ARG,,,1.0,iOS,Apple TV,,,NONE,NONE,,True,250,"Depending on what you're actually trying to accomplish (watching digital movies on the go, watching streaming movies on the go, playing iOS games on the car TV, etc) there is likely a better solution to the problem than an Apple TV, router, and ipad.",
1474,,NONE,,,1.0,PHP,Perl,,,ARG,ARG,,True,101,"PHP is probably better for quick/simple/numerous project, but Perl is better for monolithic problems.",
1480,,ARG,,,1.0,Lisp,Python,,,NONE,NONE,,True,279,"I can wax lyrical about the technical superiority of languages like Self, Smalltalk and Lisp as compared to lesser languages like Java and C# (and even Ruby and Python), but this doesn't matter a jot if people just aren't 'comfortable' with these supposedly 'superior' languages.",
1481,,NONE,,,0.8,hockey,football,,,ARG,ARG,,True,67,"Now whether or not hockey hits are harder than football, who knows.",
1482,,ARG,,,1.0,Ruby,Perl,,,NONE,NONE,,True,106,"After abandoning Ruby (until they calm down), I started exploring Perl and C/C++ with much better results.",
1484,,ARG,,,1.0,Honda,Ford,,,NONE,NONE,,True,113,"But I would bet that a loaded, $30,000 Honda Accord offers more refinement and an EcoBoost Ford Fusion is faster.",
1500,,NONE,,,1.0,Objective-C,Java,,,ARG,ARG,,True,121,"Umberto, if you read my post carefully, you will see that I never say that Objective-C is superior as a language to Java.",
1505,,ARG,,,1.0,Java,Objective-C,,,NONE,NONE,,True,128,"I can get a project from concept to completion in Java faster than in C, C++, C# (although that's damn close..), or Objective-C.",
1512,,ARG,,,1.0,oregon,virginia,,,NONE,NONE,,False,119,"2. Dennis Dixon, oregon The West Coast's version of Pat White, except he's a better passer than the West virginia star.",
1516,,ARG,,,1.0,tennis,golf,,,NONE,NONE,,True,92,"For me, being a lefty who is right-eye dominant means I'm lousy at tennis but great at golf.",
1519,,ARG,,,1.0,Java,Groovy,,,NONE,NONE,,True,64,The interface should be written in Java (or even better Groovy).,
1525,,ARG,,,1.0,Apple,Sony,,,NONE,NONE,,True,146,"Apple does far better, scoring 60 out of 100, but it still places last in the electronics sector, behind leaders Siemens, HP, IBM, Nokia and Sony.",
1532,,ARG,,,0.6,USB,Bluetooth,,,NONE,NONE,,True,89,"Unless you need USB 3.0, or better Bluetooth, or Fusion drive or something like that.....",
1540,,ARG,,,0.8333333333333334,Windows 98,Windows XP,,,NONE,NONE,,True,127,"Probably it's that Windows 98 does not recognize your audio interface, something that Windows XP does better about the drivers.",
1550,,ARG,,,1.0,Java,Groovy,,,NONE,NONE,,True,159,"While this manipulation is all available in the standard JDK and is thus available to Java applications, Groovy is better suited for scripting needs like this.",
1553,,ARG,,,1.0,wii,playstation,,,NONE,NONE,,True,56,wii U GPU And CPU Slower Than Xbox 360 And playstation 3,
1555,,ARG,,,1.0,Google,IBM,,,NONE,NONE,,True,177,I'm sure Google wants to move faster than the JCP would allow and probably has made changes and tailored Harmony to suit their needs in such a way that Oracle/IBM wouldn't like.,
1556,,ARG,,,1.0,Java,Lisp,,,NONE,NONE,,True,285,We say 'Java is the gateway to hell.' Lisp is just a better alternative to the intelligent Internet: It runs on 14 different platforms and doesn't need any type of virtual machine because it compiles directly to native machine instructions on all popular microprocessor architectures.',
1569,,NONE,,,0.6,Microsoft,Apple,,,ARG,ARG,,True,45,I wouldn't say Microsoft is worse then Apple.,
1569,,NONE,,,1.0,Windows XP,Windows Vista,,,ARG,ARG,,True,112,"Explain the pros and cons of each system lTe A customer has asked if Windows XP is better than Windows Vista."" .",
1572,,ARG,,,0.8,MySQL,PostgreSQL,,,NONE,NONE,,True,90,I've compared Firebird with MySQL (don't know PostgreSQL so well) and it is really better.,
1579,,NONE,,,1.0,OpenGL,Direct3D,,,ARG,ARG,,True,147,"However, it is a thing to be aware of if you're writing world class 3D Windoze apps, but not in determining whether OpenGL is better than Direct3D.",
1594,,ARG,,,0.6,Python,Ruby,,,NONE,NONE,,True,80,"That's true, function passing is painless in Python and a little harder in Ruby.",
1603,,ARG,,,0.4,potato,steak,,,NONE,NONE,,True,82,Why should I give you $6 for a lousy potato when I've aready paid $35 for a steak?,
1606,,NONE,,,1.0,Python,Java,,,ARG,ARG,,True,63,Eh? I wouldn't say Python would be faster than Java in terms of,
1615,,NONE,,,1.0,Microsoft,Sony,,,ARG,ARG,,False,55,Microsoft is the devil but Sony truly isn't any better.,
1615,,ARG,,,1.0,Perl,AWK,,,NONE,NONE,,True,141,"DavidKorn For a few years after the release of Perl in 1987, AWK remained competitive simply because it had a smaller, faster implementation.",
1619,,ARG,,,1.0,hockey,football,,,NONE,NONE,,True,89,"Plus, unlike hockey or, worse, soccer, football and baseball allow for a lot of downtime.",
1621,,ARG,,,1.0,plastic,cardboard,,,NONE,NONE,,True,85,"Yes Wolf, the third movie is in a plastic slip case not the nicer cardboard slipcase.",
1625,,NONE,,,1.0,wii,gamecube,,,ARG,ARG,,False,56,Why do most wii games look like gamecube games or worse?,
1632,,ARG,,,1.0,IBM,Intel,,,NONE,NONE,,True,96,ISA is the old bus of the old IBM-compatible PCs while PCI is a newer and faster bus from Intel.,
1637,,ARG,,,1.0,steel,aluminum,,,NONE,NONE,,True,113,"The frame is made from ONE-PIECE solid stainless steel, not cheap metal or aluminum like other inferior replicas.",
1642,,ARG,,,1.0,softball,basketball,,,NONE,NONE,,True,112,"Also, softball is weak, basketball is a much better sport, luckily I kept my cardio because I don't smoke spice.",
