id,sentence,most_frequent_label,most_frequent_percentage,path
M2054210335,"Python with Gtk+ or Qt is a much better cross-platform environment than Java: easier to develop for, with better desktop integration, and nicer looking UIs.",BETTER,1.0,X/VERB/nsubj/> qt/PROPN/conj/V be/VERB/ROOT/^ environment/NOUN/attr/< than/ADP/prep/< Y/PROPN/pobj/<
I1350052718,Is Java really that much faster than Python or is there some serious optimization going on?,BETTER,0.6666666666666666,X/PROPN/nsubj/> be/VERB/ROOT/^ faster/ADV/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
T3184473891,"Windows 8 is rock solid, performs better than Windows 7 and feels zippy throughout!",BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ perform/VERB/conj/< good/ADJ/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
L1777203148,MySQL works better on Windows than PostgreSQL does.,BETTER,1.0,X/NOUN/nsubj/> work/VERB/ROOT/^ do/VERB/advcl/< Y/PROPN/nsubj/<
A41793532,"1. Since it already has wifi, why hasn't nokia used this interface instead Bluetooth/USB since its much faster?",NONE,1.0,X/PROPN/nmod/> Y/PROPN/ROOT/^
A41793532,"1. Since it already has wifi, why hasn't nokia used this interface instead Bluetooth/USB since its much faster?",NONE,1.0,X/PROPN/nmod/> Y/PROPN/ROOT/^ since/ADP/prep/V
A41793532,"1. Since it already has wifi, why hasn't nokia used this interface instead Bluetooth/USB since its much faster?",NONE,1.0,X/PROPN/nmod/> Y/PROPN/ROOT/^ faster/ADV/advmod/V
D538988864,"CUDA is still strong because it has better support, but we all want OpenCL to win out in the long run (even if they have to update it majorly before that happens)",BETTER,0.5,X/PROPN/nsubj/> be/VERB/ROOT/^ want/VERB/conj/< win/VERB/ccomp/< Y/PROPN/nsubj/<
R2803559734,They will learn it in two weeks and probably be better than the Java/PHP/perl/etc.,NONE,1.0,X/PROPN/nmod/> perl/NOUN/ROOT/^ Y/PROPN/nmod/<
I1273454608,In my opinion Windows 8 is worlds better then Windows 7.,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/npadvmod/<
N2120513242,Ruby is much faster than PHP when objects are involved.,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ fast/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
E584184949,Direct3D is now better than OpenGL Says John Carmack,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< say/VERB/advcl/< Y/PROPN/nsubj/<
L1791483656,NetBeans is not Eclipse.,NONE,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/attr/<
D483603898,"C++, Java, Smalltalk, database schemata, data dictionaries,",NONE,1.0,X/PROPN/conj/> c++/PROPN/ROOT/^ objecta/PROPN/conj/< Y/PROPN/conj/<
D483603898,"C++, Java, Smalltalk, database schemata, data dictionaries,",NONE,1.0,X/PROPN/conj/> schemata/NOUN/conj/V c++/PROPN/ROOT/^ objecta/PROPN/conj/< Y/PROPN/conj/<
F764828955,"For this reason alone, Python is clearly better than Ruby or Perl.",BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
F764828955,"For this reason alone, Python is clearly better than Ruby or Perl.",BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/< or/CCONJ/cc/V
F764828955,"For this reason alone, Python is clearly better than Ruby or Perl.",BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/< perl/PROPN/conj/V
B335547127,"Are Ruby, Python, and Groovy doomed in the coming solid-state takeover?",NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/<
B335547127,"Are Ruby, Python, and Groovy doomed in the coming solid-state takeover?",NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/< and/CCONJ/cc/V
B335547127,"Are Ruby, Python, and Groovy doomed in the coming solid-state takeover?",NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ objecta/PROPN/nsubj/< Y/PROPN/conj/< groovy/PROPN/conj/V
E635911811,"Eclipse, NetBeans or IntelliJ Idea.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
E635911811,"Eclipse, NetBeans or IntelliJ Idea.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< or/CCONJ/cc/V
E635911811,"Eclipse, NetBeans or IntelliJ Idea.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< idea/PROPN/conj/V
F758716922,"For some people, Perl works better than Python.",BETTER,1.0,X/PROPN/nsubj/> work/VERB/ROOT/^ better/ADV/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
M1926920085,Oracle MySQL Day Dubai,NONE,1.0,X/PROPN/compound/> dubai/PROPN/ROOT/^ Y/PROPN/compound/<
F794674342,"(FWIW, Smalltalk (and to a much lesser extent, Java)",BETTER,0.5,X/PROPN/conj/> fwiw/PROPN/ROOT/^ objectb/PROPN/conj/< to/ADP/conj/< Y/PROPN/pobj/<
F794674342,"(FWIW, Smalltalk (and to a much lesser extent, Java)",BETTER,0.5,X/PROPN/conj/> and/CCONJ/cc/V fwiw/PROPN/ROOT/^ objectb/PROPN/conj/< to/ADP/conj/< Y/PROPN/pobj/<
L1753181517,"MS, Oracle, MySQL, etc.)?",NONE,1.0,X/PROPN/conj/> ms/PROPN/ROOT/^ objecta/PROPN/conj/< Y/PROPN/conj/<
L1753181517,"MS, Oracle, MySQL, etc.)?",NONE,1.0,X/PROPN/conj/> ms/PROPN/ROOT/^ objecta/PROPN/conj/< Y/PROPN/conj/< etc/X/conj/V
T3176736251,Why Python would be faster than PHP on Windows but slower on Linux ?,BETTER,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ fast/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
T3176736251,Why Python would be faster than PHP on Windows but slower on Linux ?,BETTER,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ fast/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/< on/ADP/prep/V
T3176736251,Why Python would be faster than PHP on Windows but slower on Linux ?,BETTER,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ fast/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/< but/CCONJ/cc/V
T3176736251,Why Python would be faster than PHP on Windows but slower on Linux ?,BETTER,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ fast/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/< slow/ADJ/conj/V
B308911198,Another 'Windows XP is better than Windows Vista' post,BETTER,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< post/NOUN/pobj/< Y/PROPN/poss/<
D550531070,"Database Systems, Oracle, MySQL.",NONE,1.0,X/PROPN/npadvmod/> systems/PROPN/ROOT/^ Y/PROPN/appos/<
L1791482155,NetBeans Eclipse Comparision,NONE,1.0,X/PROPN/compound/> comparision/PROPN/ROOT/^ Y/PROPN/compound/<
M2054186288,Python is easier to read (Matlab is more like Ruby or Lua).,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ be/VERB/parataxis/< like/ADP/prep/< Y/PROPN/pobj/<
M2054186288,Python is easier to read (Matlab is more like Ruby or Lua).,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ be/VERB/parataxis/< like/ADP/prep/< Y/PROPN/pobj/< or/CCONJ/cc/V
M2054186288,Python is easier to read (Matlab is more like Ruby or Lua).,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ be/VERB/parataxis/< like/ADP/prep/< Y/PROPN/pobj/< lua/PROPN/conj/V
F835981683,"Groovy has always been about making Java better, rather than replacing it.",NONE,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ about/ADP/prep/< make/VERB/pcomp/< better/ADV/ccomp/< Y/PROPN/nsubj/<
D512175358,"Configure-to-order options and accessories include faster processors, 4GB of memory, MacBook Air SuperDrive® and a USB Ethernet Adapter.",NONE,1.0,X/PROPN/compound/> adapter/PROPN/ROOT/^ Y/PROPN/compound/<
L1829817867,Not everybody uses NetBeans or Eclipse.,NONE,1.0,X/PROPN/dobj/> use/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
L1829817867,Not everybody uses NetBeans or Eclipse.,NONE,1.0,X/PROPN/dobj/> or/CCONJ/cc/V use/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
F888830968,"Hell, even a half-way decent Forth environment outpaces Python and Ruby without all the fancy run-time optimization!",NONE,1.0,X/PROPN/dobj/> outpace/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
F888830968,"Hell, even a half-way decent Forth environment outpaces Python and Ruby without all the fancy run-time optimization!",NONE,1.0,X/PROPN/dobj/> and/CCONJ/cc/V outpace/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
T3184474294,Windows 8 is technically superior to Windows 7. That's not the issue.,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ superior/ADJ/acomp/< to/ADP/prep/< Y/PROPN/pobj/<
Q2730394996,"The system has decent connectivity with six USB ports, Gigabit Ethernet, 802.11b/g/n",NONE,1.0,X/PROPN/compound/> port/NOUN/ROOT/^ Y/PROPN/appos/<
Q2730394996,"The system has decent connectivity with six USB ports, Gigabit Ethernet, 802.11b/g/n",NONE,1.0,X/PROPN/compound/> port/NOUN/ROOT/^ gigabit/PROPN/compound/V Y/PROPN/appos/<
B338587404,are you use NetBeans or Eclipse?,NONE,1.0,X/PROPN/dobj/> use/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
B338587404,are you use NetBeans or Eclipse?,NONE,1.0,X/PROPN/dobj/> or/CCONJ/cc/V use/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
L1777175696,"MySQL, Oracle.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/npadvmod/<
B268148981,and MySQL but not Oracle?,NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/conj/<
B268148981,and MySQL but not Oracle?,NONE,0.8,and/CCONJ/cc/V X/PROPN/ROOT/^ Y/PROPN/conj/<
B268148981,and MySQL but not Oracle?,NONE,0.8,X/PROPN/ROOT/^ but/CCONJ/cc/V Y/PROPN/conj/<
B268148981,and MySQL but not Oracle?,NONE,0.8,X/PROPN/ROOT/^ not/ADV/neg/V Y/PROPN/conj/<
D550500168,"Database: MySQL, Oracle, SQL; ?",NONE,1.0,X/PROPN/appos/> database/NOUN/ROOT/^ objectb/PROPN/appos/< Y/PROPN/conj/<
D550500168,"Database: MySQL, Oracle, SQL; ?",NONE,1.0,X/PROPN/appos/> sql/PROPN/appos/V database/NOUN/ROOT/^ objectb/PROPN/appos/< Y/PROPN/conj/<
O2288714542,"Sql server, Oracle, MySQL?",NONE,1.0,X/PROPN/conj/> server/NOUN/ROOT/^ Y/PROPN/appos/<
T3184740397,"Windows XP needed two service packs, but Windows 98 was even worse, needing a second edition to plug the holes.",BETTER,1.0,X/PROPN/nsubj/> need/VERB/ROOT/^ be/VERB/conj/< Y/PROPN/nsubj/<
E682491354,Exactly like Windows XP and 7 and nothing like Windows 8. but with better performance,WORSE,0.4,X/PROPN/pobj/> like/ADP/ROOT/^ objecta/PROPN/pobj/< nothing/NOUN/conj/< like/ADP/prep/< Y/PROPN/pobj/<
E666194775,"Even better, since the Apple TV is running iOS it has recently been confirmed that it will be fully susceptible to jailbreaking , thus allowing power users to make full use of this God given space.",NONE,1.0,X/PROPN/nsubj/> run/VERB/ROOT/^ Y/PROPN/advmod/<
E666194775,"Even better, since the Apple TV is running iOS it has recently been confirmed that it will be fully susceptible to jailbreaking , thus allowing power users to make full use of this God given space.",NONE,1.0,the/DET/det/V X/PROPN/nsubj/> run/VERB/ROOT/^ Y/PROPN/advmod/<
N2120488059,"Ruby better than they currently know Perl"".",BETTER,0.8,X/NOUN/advmod/> better/ADV/ROOT/^ know/VERB/advcl/< Y/PROPN/dobj/<
F739381770,Force Oracle to Sell MySQL,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/dobj/<
F739381770,Force Oracle to Sell MySQL,NONE,1.0,force/PROPN/compound/V X/PROPN/ROOT/^ Y/PROPN/dobj/<
F739381770,Force Oracle to Sell MySQL,NONE,1.0,X/PROPN/ROOT/^ sell/VERB/advcl/V Y/PROPN/dobj/<
H1122323110,If you're so anti-Oracle you're better off using PostgreSQL.,WORSE,1.0,X/PROPN/advmod/> be/VERB/ROOT/^ use/VERB/advcl/< Y/PROPN/dobj/<
J1496185798,I use Eclipse NetBeans FireFox Thunderbird Ope,NONE,1.0,X/PROPN/compound/> ope/PROPN/ROOT/^ Y/PROPN/compound/<
A119657479,"About the graphics, if you decide to do them, OpenGL is much easier to use than Direct3D (Part of DirectX).",BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ easy/ADJ/acomp/< use/VERB/xcomp/< than/ADP/prep/< Y/PROPN/pobj/<
M1926920147,"Oracle, MySQL, whatever.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/appos/<
M1926920147,"Oracle, MySQL, whatever.",NONE,1.0,X/PROPN/ROOT/^ whatev/ADJ/npadvmod/V Y/PROPN/appos/<
N2120556492,"Ruby vs other dynamicaly typed interpreted languages like Python, Perl, PHP, ... it really is not slower.",NONE,0.8333333333333334,X/NOUN/nsubj/> interpret/VERB/ROOT/^ language/NOUN/dobj/< like/ADP/prep/< Y/PROPN/pobj/<
N2120556492,"Ruby vs other dynamicaly typed interpreted languages like Python, Perl, PHP, ... it really is not slower.",NONE,0.8333333333333334,X/NOUN/nsubj/> vs/ADP/prep/V interpret/VERB/ROOT/^ language/NOUN/dobj/< like/ADP/prep/< Y/PROPN/pobj/<
N2120556492,"Ruby vs other dynamicaly typed interpreted languages like Python, Perl, PHP, ... it really is not slower.",NONE,0.8333333333333334,X/NOUN/nsubj/> interpret/VERB/ROOT/^ language/NOUN/dobj/< like/ADP/prep/< Y/PROPN/pobj/< perl/PROPN/conj/V
A138169712,"Actually in terms of functionality and advanced features (stored procedures, triggers, table inheritance etc.) PostgreSQL is much better than MySQL.",BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
T3246479277,You can use NetBeans or Eclipse.,NONE,1.0,X/PROPN/dobj/> use/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
T3246479277,You can use NetBeans or Eclipse.,NONE,1.0,X/PROPN/dobj/> or/CCONJ/cc/V use/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
I1327242487,iOS is easier to play with plus Apple TV is better than Chrome (for now).,NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ be/VERB/conj/< Y/PROPN/nsubj/<
M1937275134,"OS : Microsoft Windows XP (SP3 x86, x64), Windows 7 (x86, x64), Windows 8 (x86, x64) Toolkit: .NET Framework 3.5, 4.0, 4.5 CPU: Intel x86 or x64-based architecture RAM: 2 Gb Video: NVIDIA and ATI support Shader Model 4.0 and better HDD: 500 MB free space",NONE,1.0,X/PROPN/appos/> os/NOUN/ROOT/^ objecta/PROPN/appos/< windows/PROPN/conj/< Y/PROPN/conj/<
M1937275134,"OS : Microsoft Windows XP (SP3 x86, x64), Windows 7 (x86, x64), Windows 8 (x86, x64) Toolkit: .NET Framework 3.5, 4.0, 4.5 CPU: Intel x86 or x64-based architecture RAM: 2 Gb Video: NVIDIA and ATI support Shader Model 4.0 and better HDD: 500 MB free space",NONE,1.0,microsoft/PROPN/compound/V X/PROPN/appos/> os/NOUN/ROOT/^ objecta/PROPN/appos/< windows/PROPN/conj/< Y/PROPN/conj/<
M1937275134,"OS : Microsoft Windows XP (SP3 x86, x64), Windows 7 (x86, x64), Windows 8 (x86, x64) Toolkit: .NET Framework 3.5, 4.0, 4.5 CPU: Intel x86 or x64-based architecture RAM: 2 Gb Video: NVIDIA and ATI support Shader Model 4.0 and better HDD: 500 MB free space",NONE,1.0,X/PROPN/appos/> x86/NOUN/appos/V os/NOUN/ROOT/^ objecta/PROPN/appos/< windows/PROPN/conj/< Y/PROPN/conj/<
M1937275134,"OS : Microsoft Windows XP (SP3 x86, x64), Windows 7 (x86, x64), Windows 8 (x86, x64) Toolkit: .NET Framework 3.5, 4.0, 4.5 CPU: Intel x86 or x64-based architecture RAM: 2 Gb Video: NVIDIA and ATI support Shader Model 4.0 and better HDD: 500 MB free space",NONE,1.0,X/PROPN/appos/> .net/PUNCT/punct/V os/NOUN/ROOT/^ objecta/PROPN/appos/< windows/PROPN/conj/< Y/PROPN/conj/<
M1937275134,"OS : Microsoft Windows XP (SP3 x86, x64), Windows 7 (x86, x64), Windows 8 (x86, x64) Toolkit: .NET Framework 3.5, 4.0, 4.5 CPU: Intel x86 or x64-based architecture RAM: 2 Gb Video: NVIDIA and ATI support Shader Model 4.0 and better HDD: 500 MB free space",NONE,1.0,X/PROPN/appos/> os/NOUN/ROOT/^ objecta/PROPN/appos/< windows/PROPN/conj/< Y/PROPN/conj/< x64/PUNCT/appos/V
M1937275134,"OS : Microsoft Windows XP (SP3 x86, x64), Windows 7 (x86, x64), Windows 8 (x86, x64) Toolkit: .NET Framework 3.5, 4.0, 4.5 CPU: Intel x86 or x64-based architecture RAM: 2 Gb Video: NVIDIA and ATI support Shader Model 4.0 and better HDD: 500 MB free space",NONE,1.0,X/PROPN/appos/> os/NOUN/ROOT/^ objecta/PROPN/appos/< windows/PROPN/conj/< Y/PROPN/conj/< toolkit/PROPN/conj/V
F781983599,"From my point of view, Python is much easier to understand than Perl.",BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ easy/ADJ/acomp/< understand/VERB/xcomp/< than/ADP/prep/< Y/PROPN/pobj/<
I1335759347,"i really like Windows 8, but i have to admit that i like Windows 7 better",WORSE,1.0,X/PROPN/dobj/> like/VERB/ROOT/^ have/VERB/conj/< admit/VERB/xcomp/< like/VERB/ccomp/< Y/PROPN/pobj/<
A115604999,A better comparison would be Java to Scala:,NONE,1.0,X/PROPN/attr/> be/VERB/ROOT/^ objecta/PROPN/attr/< to/ADP/prep/< Y/PROPN/pobj/<
N2137846216,- Scala is much better than Java/C#... if you can get past the learning curve.,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< #/NOUN/pobj/< Y/PROPN/nmod/<
I1353330891,"Is Ruby truly better than Python (scripting/programming wise), what about speed wise?",NONE,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ better/ADV/acomp/< wise/ADJ/advcl/< Y/PROPN/nsubj/<
I1330367697,I prefer Eclipse to NetBeans.,BETTER,1.0,X/PROPN/dobj/> prefer/VERB/ROOT/^ to/ADP/prep/< Y/PROPN/pobj/<
T3184477389,Windows 8 offers considerably faster startup than Windows 7 and out-performs it on several benchmarks.,BETTER,1.0,X/PROPN/nsubj/> offer/VERB/ROOT/^ startup/ADJ/dobj/< than/ADP/prep/< Y/PROPN/pobj/<
T3184477389,Windows 8 offers considerably faster startup than Windows 7 and out-performs it on several benchmarks.,BETTER,1.0,X/PROPN/nsubj/> offer/VERB/ROOT/^ startup/ADJ/dobj/< than/ADP/prep/< Y/PROPN/pobj/< and/CCONJ/cc/V
I1361546965,Is Windows Vista better than Windows XP when scaled out to multiple users?,NONE,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
C346342286,"As a matter of fact, for web-programming these days PHP, Ruby are a better alternative than Java.",BETTER,0.8,X/PROPN/npadvmod/> be/VERB/ROOT/^ alternative/NOUN/attr/< than/ADP/prep/< Y/PROPN/pobj/<
M2054185098,Python is also object oriented and it's faster (as fast as PHP).,NONE,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ be/VERB/conj/< fast/ADV/acomp/< as/ADP/prep/< Y/PROPN/pobj/<
O2416120253,"The better syntax languages I used are Lisp, Python, and xml.",NONE,1.0,X/PROPN/attr/> be/VERB/ROOT/^ objectb/PROPN/attr/< Y/PROPN/conj/<
O2416120253,"The better syntax languages I used are Lisp, Python, and xml.",NONE,1.0,X/PROPN/attr/> be/VERB/ROOT/^ objectb/PROPN/attr/< Y/PROPN/conj/< and/CCONJ/cc/V
O2416120253,"The better syntax languages I used are Lisp, Python, and xml.",NONE,1.0,X/PROPN/attr/> be/VERB/ROOT/^ objectb/PROPN/attr/< Y/PROPN/conj/< xml/NOUN/conj/V
P2538940014,"The language Verge 2 uses is some form of C, Verge 3 will use C#, Sphere uses JavaScript (Which looks like easier C to me, but I have hardly any exp in C), and Ika uses Python.",NONE,0.8,X/PROPN/dobj/> use/VERB/ROOT/^ have/VERB/conj/< use/VERB/conj/< Y/PROPN/dobj/<
P2538940014,"The language Verge 2 uses is some form of C, Verge 3 will use C#, Sphere uses JavaScript (Which looks like easier C to me, but I have hardly any exp in C), and Ika uses Python.",NONE,0.8,X/PROPN/dobj/> look/VERB/relcl/V use/VERB/ROOT/^ have/VERB/conj/< use/VERB/conj/< Y/PROPN/dobj/<
M2039258311,"Processor - Recognized and functional Screen - Resolution functional HDD - I have replaced the standard 80 GB 5400 RPM HDD with a 160 GB 7200 RPM HDD; Fully functional Optical Drive - Nonexistant Graphics - Functional, works better with desktop effects turned on Sound - Functional Ethernet - Functional Wireless - Functional Bluetooth - Nonexistant USB - Functional Card Reader - Functional ExpressCard - Haven't tried Webcam - Functional",NONE,1.0,X/PROPN/compound/> nonexistant/PROPN/ROOT/^ Y/PROPN/compound/<
M2054203759,"Python skills a plus, but not required, especially if you're solid at JavaScript.",BETTER,0.4,X/NOUN/nsubj/> skill/VERB/ROOT/^ require/VERB/conj/< be/VERB/advcl/< at/ADP/prep/< Y/PROPN/pobj/<
L1791482158,"NetBeans, Eclipse, Flash Builder, Photoshop",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
L1791482158,"NetBeans, Eclipse, Flash Builder, Photoshop",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< builder/PROPN/conj/V
F764725589,"For this particular UPDATE test, MySQL is consistently five or ten times slower than PostgreSQL and SQLite.",WORSE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ slow/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
F764725589,"For this particular UPDATE test, MySQL is consistently five or ten times slower than PostgreSQL and SQLite.",WORSE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ slow/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/< and/CCONJ/cc/V
F764725589,"For this particular UPDATE test, MySQL is consistently five or ten times slower than PostgreSQL and SQLite.",WORSE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ slow/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/< sqlite/PROPN/conj/V
G1001826859,"I also enjoy Objective-C, Swift, Python and C#.",NONE,1.0,X/PROPN/dobj/> enjoy/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
G1001826859,"I also enjoy Objective-C, Swift, Python and C#.",NONE,1.0,X/PROPN/dobj/> enjoy/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/< python/PROPN/conj/V
I1335963558,(I really now appreciate Eclipse and NetBeans).,NONE,1.0,X/PROPN/dobj/> appreciate/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
I1335963558,(I really now appreciate Eclipse and NetBeans).,NONE,1.0,X/PROPN/dobj/> and/CCONJ/cc/V appreciate/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
T3226621523,"Yes, Java is slow-slower than PHP (gasp).",WORSE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ slow/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
T3226621523,"Yes, Java is slow-slower than PHP (gasp).",WORSE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ slow/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/< gasp/PROPN/appos/V
